ori,state_fips,block_group_geoid,bg_responsibility_population_coverage_share,responsibility_fraction_basis
KYKSP1600,21,212259503001,1,census_2020_nonmunicipal_block_population
KYKSP1600,21,212259503002,0.907878787878788,census_2020_nonmunicipal_block_population
KYKSP1600,21,212259503003,0.119148936170213,census_2020_nonmunicipal_block_population
KYKSP1600,21,212259503004,0.588328075709779,census_2020_nonmunicipal_block_population
KYKSP1600,21,212259503005,0.247027741083223,census_2020_nonmunicipal_block_population
RIRSP0300,44,440030201011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030201012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030201013,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030201014,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030201021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030201022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030201023,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030202001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030202002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030202003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030203001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030203002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030203003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030203004,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030203005,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030204001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030204002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030204003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030205001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030205002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206013,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206014,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206031,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206032,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206033,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206034,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206041,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206042,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030206043,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030207011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030207021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030207022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030207031,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030207032,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030207033,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030208001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030208002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030208003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209013,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209031,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209032,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209033,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209041,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030209042,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030210011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030210012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030210021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030210022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030210023,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030211001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030211002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030211003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030211004,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030212001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030212002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030213001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030213002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030213003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030213004,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030214011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030214012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030214013,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030214021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030214022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030214023,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215013,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215014,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215023,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030215024,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030216001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030216002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030217001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030217002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030217003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030217004,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030217005,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030218001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030218002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219013,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219023,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219031,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030219032,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030220001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030220002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030221001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030221002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030221003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030221004,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030222011,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030222012,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030222013,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030222014,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030222015,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030222021,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030222022,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030223001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030223002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030223003,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030223004,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030224001,1,census_2020_total_block_population_fallback
RIRSP0300,44,440030224002,1,census_2020_total_block_population_fallback
RIRSP0300,44,440090505001,1,census_2020_nonmunicipal_block_population
RIRSP0300,44,440090505002,1,census_2020_nonmunicipal_block_population
RIRSP0300,44,440090505003,1,census_2020_nonmunicipal_block_population
RIRSP0600,44,440010301001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010301002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010301003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010301004,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010302001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010302002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010302003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010303001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010303002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010303003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010304001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010304002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010304003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010305001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010305002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010305003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010306011,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010306012,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010306013,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010306021,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010306022,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010306023,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010306024,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010307001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010307002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010307003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010307004,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010308001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010308002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010308003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010309011,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010309012,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010309013,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010309021,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010309022,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010309023,1,census_2020_total_block_population_fallback
RIRSP0600,44,440010309024,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401011,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401012,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401013,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401021,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401022,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401023,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401041,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401042,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401051,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401052,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050401053,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050402001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050402002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050403021,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050403022,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050403031,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050403032,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050403033,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050403041,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050403042,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050404001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050404002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050404003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050405001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050405002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050405003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050406001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050406002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050406003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050406004,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050407001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050407002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050407003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050408001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050408002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050408003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050409001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050409002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050410001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050410002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050411002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050411003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050412001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050413001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050413002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050413003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050413004,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050413005,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050414001,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050414002,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050414003,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050416011,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050416012,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050416021,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050416022,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050416023,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050417011,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050417012,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050417021,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050417022,1,census_2020_total_block_population_fallback
RIRSP0600,44,440050417023,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030201011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030201012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030201013,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030201014,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030201021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030201022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030201023,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030202001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030202002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030202003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030203001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030203002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030203003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030203004,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030203005,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030204001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030204002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030204003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030205001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030205002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206013,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206014,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206031,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206032,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206033,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206034,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206041,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206042,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030206043,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030207011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030207021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030207022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030207031,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030207032,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030207033,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030208001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030208002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030208003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209013,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209031,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209032,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209033,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209041,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030209042,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030210011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030210012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030210021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030210022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030210023,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030211001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030211002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030211003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030211004,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030212001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030212002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030213001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030213002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030213003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030213004,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030214011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030214012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030214013,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030214021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030214022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030214023,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215013,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215014,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215023,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030215024,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030216001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030216002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030217001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030217002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030217003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030217004,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030217005,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030218001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030218002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219013,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219023,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219031,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030219032,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030220001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030220002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030221001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030221002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030221003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030221004,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030222011,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030222012,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030222013,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030222014,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030222015,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030222021,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030222022,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030223001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030223002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030223003,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030223004,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030224001,1,census_2020_total_block_population_fallback
RIRSP0900,44,440030224002,1,census_2020_total_block_population_fallback
RIRSP0900,44,440090505001,1,census_2020_nonmunicipal_block_population
RIRSP0900,44,440090505002,1,census_2020_nonmunicipal_block_population
RIRSP0900,44,440090505003,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070028001,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070028002,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070028003,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070028004,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070029001,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070029002,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070029004,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070029005,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070029006,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070035011,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070035012,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070035013,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070035022,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500070035031,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159530001,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159530002,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159531001,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159531002,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159532001,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159532002,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159533001,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159533002,1,census_2020_nonmunicipal_block_population
VTVSP0100,50,500159534001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059570001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059570002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059570003,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059571001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059571002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059572001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059572002,0.439393939393939,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059573001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059573002,0.557453416149068,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059573003,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059576001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059576002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059578001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059578002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059578003,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059579001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059579002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500059579003,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500099501001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500099505001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500099505002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500099505003,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179590001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179590002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179591011,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179591012,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179591021,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179591022,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179592001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179592002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179593001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179593002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179595001,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179595002,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179595003,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179595004,1,census_2020_nonmunicipal_block_population
VTVSP0200,50,500179597001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219621001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219621002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219623001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219623002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219623003,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219623004,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219625001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219625002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219626001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219626002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219628002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219628003,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219634001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219634002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219635001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219635002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219635003,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219638001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219638002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219638003,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219638004,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219640001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219640002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219640003,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219642001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219642002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219643001,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500219643002,1,census_2020_nonmunicipal_block_population
VTVSP0300,50,500279654001,1,census_2020_nonmunicipal_block_population
