municipality_geoid,county_name,municipality_name,police_service_type,provider_name,provider_ori,service_area_id,admitted_concurrent_oris,adjudicated_alias_oris,target_year_disposition,municipality_population,source_url,source_modified_utc
4209787280,Northumberland,Zerbe Township,State Police coverage only,State Police Coverage Only,PA049SP00,42:police_service:PA049SP00,,,2024_provider_identity_reviewed,1802,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209906824,Perry,Blain Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,229,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209907040,Perry,Bloomfield Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1219,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209910008,Perry,Buffalo Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1224,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209911416,Perry,Carroll Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,5238,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209912360,Perry,Centre Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,2529,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209920240,Perry,Duncannon Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_fbi_covered_by,1478,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209931440,Perry,Greenwood Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1030,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209936000,Perry,Howe Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,379,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209937440,Perry,Jackson Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,590,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209938616,Perry,Juniata Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1537,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209941272,Perry,Landisburg Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,221,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209943968,Perry,Liverpool Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,960,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209943976,Perry,Liverpool Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1037,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209947968,Perry,Marysville Borough,Municipal Police Force,Marysville Boro,PA0500100,42:police_service:PA0500100,,,2024_provider_identity_reviewed,2652,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209949632,Perry,Miller Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,962,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209949720,Perry,Millerstown Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,691,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209953320,Perry,New Buffalo Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,124,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209953968,Perry,Newport Borough,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_fbi_covered_by,1485,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209954968,Perry,Northeast Madison Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,831,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209956728,Perry,Oliver Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_fbi_covered_by,2043,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209958856,Perry,Penn Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_fbi_covered_by,3098,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209966976,Perry,Rye Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_fbi_covered_by,2263,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209968032,Perry,Saville Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,2597,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209972624,Perry,Southwest Madison Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1017,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209972848,Perry,Spring Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,2295,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209976920,Perry,Toboyne Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,469,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209977960,Perry,Tuscarora Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1313,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209978184,Perry,Tyrone Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1897,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209981640,Perry,Watts Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,1231,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4209984368,Perry,Wheatfield Township,State Police coverage only,State Police Coverage Only,PA050SP00,42:police_service:PA050SP00,,PAPSP1800,2024_provider_identity_reviewed,3203,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210160000,Philadelphia,Philadelphia City,Municipal Police Force,Philadelphia City,PAPEP0000,42:police_service:PAPEP0000,,,2024_provider_identity_reviewed,1603797,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210307088,Pike,Blooming Grove Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,5415,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210318704,Pike,Delaware Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,7453,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210319272,Pike,Dingman Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,12490,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210330976,Pike,Greene Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,3452,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210340776,Pike,Lackawaxen Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,5072,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210342512,Pike,Lehman Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,10843,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210348048,Pike,Matamoras Borough,Regional Police Service,Eastern Pike Regional Police Department,PA0520400,42:police_service:PA0520400,,,2024_fbi_covered_by,2362,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210349400,Pike,Milford Borough,Municipal Police Force,Milford Boro,PA0520200,42:police_service:PA0520200,,,2024_provider_identity_reviewed,1103,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210349408,Pike,Milford Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,1523,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210357728,Pike,Palmyra Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,3206,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210362192,Pike,Porter Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,551,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210370496,Pike,Shohola Township,State Police coverage only,State Police Coverage Only,PA052SP00,42:police_service:PA052SP00,,,2024_provider_identity_reviewed,2528,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210382928,Pike,Westfall Township,Regional Police Service,Eastern Pike Regional Police Department,PA0520400,42:police_service:PA0520400,,,2024_provider_identity_reviewed,2537,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4210500108,Potter,Abbott Township,State Police coverage only,State Police Coverage Only,PA053SP00,42:police_service:PA053SP00,,,2024_provider_identity_reviewed,228,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
