block_group_geoid,state_fips,population_2024,households_total,exposure_proxy_2024,vehicle_exposure_2024,burglary_premises_total,land_area_sq_mi,expected_count_total,crime_density_total,non_residential_flag,special_use_tract_flag,suppression_reasons,suppression_modes,n_offenses_published,n_neighbours,n_neighbours_coloured,neighbour_median_index,neighbour_max_index
360610069003,36,0,0,3317.0,230.31505310255807,0.0,0.009218189036396774,8.75548443584466,949.8052601519466,True,False,zero_or_structural_denominator,non_residential,0,5.0,4.0,76.29876044717591,84.09039788173423
360610069004,36,0,0,260.0,0.0,22.594819661916112,0.03557776950566773,31.03487185964609,872.3107797609983,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,70.28445528083994,157.52663044992838
360610075000,36,0,0,2.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,3.0,157.52663044992838,212.59669640835523
360610079000,36,0,0,82.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,95.27606138285613,212.59669640835523
360610080005,36,0,0,20665.0,1436.1882901336483,960.1306561792736,0.009846377248426828,77.41400691427113,7862.181689883931,True,False,,non_residential,0,6.0,5.0,39.59741163495516,59.37876753039352
360610084001,36,0,0,3504.0,15.761687384468098,633.3197576234966,0.019596615059364116,130.63042388053188,6665.968764749042,True,False,,non_residential,0,6.0,5.0,63.320180689147804,115.73657287234775
360610086010,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,5.0,115.5387557253983,207.17490197900057
360610086012,36,0,0,0.0,0.0,0.0,4.556005471391913e-05,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,3.0,2.0,141.68387588782315,175.7137753293461
360610086020,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,5.0,98.64941645186985,175.7137753293461
360610086021,36,0,0,341.0,20.1360763942544,45.189639323832225,0.041122582605215126,13.01583726106756,316.5131282249988,True,False,,non_residential,0,12.0,9.0,78.6027773650221,115.5387557253983
360610086030,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,81.78361892491395,98.64941645186985
360610092002,36,0,0,39685.0,2761.350421114149,3682.0625017950915,0.042516025295575584,235.2746852459452,5533.788344754536,True,False,,non_residential,0,9.0,7.0,39.89460208003312,92.02321483324668
360610094002,36,0,0,24545.0,1674.557773793908,1371.9339823763241,0.02523872590287683,78.53966940756392,3111.8714038814296,True,False,,non_residential,0,6.0,5.0,47.50701219484177,68.1411829476945
360610096001,36,100,0,49305.0,3427.785115017782,3855.166914815227,0.03897546850128204,248.2664268891361,6369.8125111945665,True,False,,non_residential,0,7.0,6.0,65.51099510669309,115.73657287234775
360610099010,36,0,0,1029.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,171.01566179203323,212.59669640835523
360610099012,36,0,0,9408.0,656.9915684221901,928.6795772643414,0.08630695991882373,59.30304606657672,687.1177726843163,True,False,,non_residential,0,8.0,4.0,160.15668576121283,212.59669640835523
360610099020,36,0,0,7.0,0.0,67.78445898574833,0.0,0.14857456960666568,,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,165.20750498146526,171.01566179203323
360610099022,36,0,0,7950.0,422.6493000407811,554.767800092099,0.030920605268724574,13.554825663636823,438.3751723433174,True,False,,non_residential,0,7.0,3.0,140.23466766538118,180.0787038570445
360610099030,36,0,0,76.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,165.20750498146526,171.01566179203323
360610099031,36,0,0,8814.0,120.7470236193393,90.37927864766445,0.03555228676320062,15.753806151928295,443.1165358464285,True,False,,non_residential,0,3.0,2.0,239.3765942804977,366.01029127761484
360610106010,36,0,0,212.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,81.98377335135217,99.91843123840775
360610106020,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,81.98377335135217,99.91843123840775
360610116000,36,0,0,929.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,7.0,33.3579033999622,99.91843123840775
360610117000,36,0,0,11.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,2.0,138.9752011324229,165.20750498146526
360610117003,36,0,0,1004.0,16.108861115403517,26.042326267267757,0.03343876354706509,7.61078798204725,227.60375010083908,True,False,,non_residential,0,9.0,4.0,239.3765942804977,642.6637150928663
360610124000,36,0,0,261.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,8.0,45.96075553762772,119.57891217169285
360610129010,36,0,0,6.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,1.0,165.20750498146526,165.20750498146526
360610129013,36,0,0,630.0,45.68806299110136,251.16709784706654,0.012201986517999884,20.19040001673474,1654.6813903580917,True,False,,non_residential,0,4.0,2.0,409.84438754704166,642.6637150928663
360610129014,36,0,0,76.0,0.8332169542450096,67.78445898574833,0.02271052896841291,9.443202205727081,415.80723279766937,True,False,zero_or_structural_denominator,non_residential,0,9.0,3.0,177.02506000121707,642.6637150928663
360610129020,36,0,0,0.0,0.0,22.594819661916112,0.0,0.14065431276832177,,True,False,zero_or_structural_denominator,non_residential,0,5.0,1.0,165.20750498146526,165.20750498146526
360610129023,36,0,0,95.0,0.0,0.0,0.02241477471493103,3.9134023402709426,174.59030438811993,True,False,zero_or_structural_denominator,non_residential,0,7.0,2.0,206.85573608880117,236.68641217638523
360610132010,36,0,0,23.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,5.0,76.6068140228478,107.99972534029921
360610135010,36,0,0,11.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,1.0,165.20750498146526,165.20750498146526
360610135014,36,0,0,543.0,37.70306717958668,43.43847724354279,0.019791596649453347,6.431252569213376,324.9486478086148,True,False,,non_residential,0,8.0,3.0,236.68641217638523,415.96280334530485
360610135020,36,0,0,25.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,90.54355526786681,165.20750498146526
360610135024,36,0,0,1137.0,75.2672648667992,77.45712374365142,0.013144847989282855,17.67051818319976,1344.2923187553586,True,False,,non_residential,0,6.0,4.0,90.51724972656444,415.96280334530485
360610135025,36,0,0,113.0,7.846126319140507,0.0,0.023483891592073758,7.314458826963429,311.46706661821725,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,89.88175773364645,415.96280334530485
360610136010,36,0,0,830.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,2.0,57.07119651420598,58.56360767529325
360610143001,36,0,0,3992.0,58.88066476664734,677.9228024562888,1.155279048752081,330.12156441645465,285.75049878472925,True,False,,non_residential,0,65.0,64.0,93.01802445025666,1373.2986505911501
360610144027,36,0,0,287.0,0.0,0.0,0.026220197590019055,10.913608568098573,416.2290741948082,True,False,zero_or_structural_denominator,non_residential,0,10.0,8.0,64.16630394948245,211.305676894853
360610147002,36,0,0,11177.0,111.44276763027003,0.0,0.008386524986788454,4.804857804027674,572.9259510461021,True,False,zero_or_structural_denominator,non_residential,0,8.0,7.0,89.88175773364645,318.66433591227405
360610151020,36,0,0,11.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,3.0,90.54355526786681,121.96057620777042
360610151024,36,0,0,487.0,0.06943474618708413,0.3190026531375082,0.00854135195238406,4.1569331191193735,486.68327242493405,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,90.51724972656444,318.66433591227405
360610152000,36,0,0,41.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,12.0,6.0,212.50104188575668,797.160432891061
360610152007,36,0,0,0.0,0.0,0.0,0.007617409486872124,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,1.0,0.0,,
360610155020,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,76.67355870339732,121.96057620777042
360610159000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,83.80435412068525,121.96057620777042
360610162000,36,0,0,2.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,4.0,478.92954941891435,1271.2252472037849
360610163000,36,0,0,1.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,6.0,60.726415330931985,132.00926792546923
360610167000,36,0,0,2.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,118.40720701395594,145.41008598995018
360610171000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,138.7096769577097,216.4907824031414
360610175000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,180.95043419654579,362.52633981972525
360610178000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,3.0,797.160432891061,1271.2252472037849
360610179000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,5.0,164.49874473238336,362.52633981972525
360610183000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,155.7155651766995,362.52633981972525
360610187000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,155.7155651766995,199.92365566548386
360610191000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,137.0409428689701,199.92365566548386
360610192000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,4.0,477.8175529504556,1271.2252472037849
360610195000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,173.42802064324977,282.73656916339337
360610198002,36,0,0,550.0,0.0,0.0,0.03720248738902512,22.827832031295483,613.6103694515272,True,False,zero_or_structural_denominator,non_residential,0,3.0,3.0,261.34296096531926,439.33640560826154
360610199000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,137.0409428689701,282.73656916339337
360610203002,36,1625,0,41291.0,2166.1557767984636,323.98353894212573,0.05144154889575922,122.69224710512209,2385.0807321868315,True,False,,non_residential,0,10.0,8.0,91.63135012207918,388.3620225016762
360610205000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,194.40322039779056,282.73656916339337
360610210000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,6.0,368.82155120448965,619.5875751397696
360610210005,36,0,0,19.0,0.06943474618708413,0.3190026531375082,0.007582660292598796,0.3136334136323444,41.36192332636509,True,False,zero_or_structural_denominator,non_residential,0,5.0,4.0,225.98237676478712,619.5875751397696
360610211000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,194.40322039779056,894.5737255377848
360610212002,36,11,0,2992.0,207.95706483031697,22.594819661916112,0.01978001358469557,33.944721453561904,1716.1121405814415,True,False,,non_residential,0,6.0,6.0,260.7460202785099,480.7904287456349
360610217031,36,356,0,16464.0,83.94660814018472,90.37927864766445,0.12118318180232882,133.47256966573755,1101.411661920669,True,False,,non_residential,0,15.0,15.0,223.06434511620432,713.5484745512379
360610219000,36,0,0,0.0,0.0,45.189639323832225,0.0,0.2146455239754715,,True,False,zero_or_structural_denominator,non_residential,0,5.0,2.0,520.7530555794002,894.5737255377848
360610223010,36,0,0,19.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,3.0,289.2988594085366,633.5352990870088
360610223020,36,0,0,9.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,218.11562251477613,894.5737255377848
360610223021,36,0,0,102.0,0.48604322330958893,45.38517082084561,0.005640952537036937,7.603049513222244,1347.830789800609,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,260.0419312074472,894.5737255377848
360610225000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,188.0882072986853,633.5352990870088
360610229000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,195.98419678416104,633.5352990870088
360610231003,36,0,0,186.0,0.0,22.594819661916112,0.014183848898055367,13.508193400769265,952.3644461991742,True,False,zero_or_structural_denominator,non_residential,0,7.0,6.0,212.06232677344298,419.700386920081
360610233000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,195.98419678416104,403.08411583290484
360610235014,36,0,0,227.0,0.0,0.0,0.01409002607351738,72.89554352395125,5173.556325843894,True,False,zero_or_structural_denominator,non_residential,0,8.0,6.0,250.68723448740366,687.7219400614197
360610236000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,6.0,328.39549737226196,507.90352810241006
360610237000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,253.32937944709192,403.08411583290484
360610238020,36,0,0,36.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,3.0,174.6817611330937,273.76767444601484
360610238022,36,0,0,460.0,0.9720864466191779,90.37927864766445,0.012515887572935615,5.426468046790407,433.56637834655965,True,False,zero_or_structural_denominator,non_residential,0,4.0,2.0,116.62268440419346,174.6817611330937
360610238023,36,601,0,801.0,2.569085608922113,0.0,0.03633414363435051,3.7138466860300787,102.21368428012121,True,False,zero_or_structural_denominator,non_residential,0,4.0,1.0,58.56360767529325,58.56360767529325
360610238030,36,0,0,268.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,2.0,137.3000961857507,174.6817611330937
360610238040,36,0,0,42.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,4.0,110.69391304268166,174.6817611330937
360610240000,36,0,0,28.0,0.13886949237416826,0.0,0.0,0.16109511722783984,,True,False,zero_or_structural_denominator,non_residential,0,11.0,1.0,73.58614557979627,73.58614557979627
360610240001,36,0,0,772.0,53.67305880261603,49.33667381461983,0.3663966627244478,10.525686230872854,28.727571240977156,True,False,,non_residential,0,5.0,0.0,,
360610240002,36,2448,0,4966.0,200.66641648067315,22.594819661916112,0.3145006715880252,224.48766757148456,713.7907414886171,True,False,,non_residential,0,5.0,0.0,,
360610240003,36,0,0,463.0,0.9026517004320938,0.9570079594125246,0.1623239112089978,2.3055170621737817,14.203188211780743,True,False,zero_or_structural_denominator,non_residential,0,3.0,0.0,,
360610241000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,167.4214144570539,403.08411583290484
360610242000,36,0,0,2.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,6.0,477.8175529504556,619.5875751397696
360610243020,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,268.8436197898688,507.2134474579301
360610247000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,163.65159662076977,201.56792051469574
360610255000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,6.0,97.43817624034274,194.02828484212742
360610275000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,6.0,94.01623599930451,437.37735371877756
360610287000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,3.0,62.9404508209558,437.37735371877756
360610297000,36,0,0,90.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,11.0,5.0,82.69718482615592,437.37735371877756
360610297001,36,13,0,422.0,1.041521192806262,0.3190026531375082,0.36607040640043714,59.30854786181441,162.01404654638478,True,False,zero_or_structural_denominator,non_residential,0,12.0,8.0,143.69353546832951,620.896256619368
360610299000,36,0,0,3.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,11.0,4.0,368.1785832470384,409.34015457585997
360610299002,36,0,0,1479.0,83.1133911859397,90.65302274348319,0.13084577442326562,33.71000152287942,257.6315641178663,True,False,,non_residential,0,8.0,4.0,366.2654484124264,551.3170121544875
360610309001,36,0,0,362.0,11.040124643746378,208.88515948227658,0.01564177064890078,480.73742081766494,30734.207245996706,True,False,,non_residential,0,7.0,5.0,273.3752774035918,701.9002282814794
360610311000,36,0,0,156.0,0.13886949237416826,22.594819661916112,0.0,0.20946602864282995,,True,False,zero_or_structural_denominator,non_residential,0,12.0,6.0,437.8750706835348,683.4356082127028
360610311001,36,0,0,698.0,1.7358686546771034,22.594819661916112,0.2821530327411426,102.28618212018212,362.5202292758028,True,False,,non_residential,0,27.0,21.0,249.89888161173747,746.6647301366218
360610317030,36,0,0,42.0,0.0,22.594819661916112,0.0,0.13411456656841833,,True,False,zero_or_structural_denominator,non_residential,0,7.0,5.0,37.80399271236974,68.12900952317177
360610317040,36,0,0,28.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,3.0,57.49426196790632,68.12900952317177
360610319000,36,0,0,32.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,1.0,41.74478669689855,41.74478669689855
360610319001,36,0,0,2317.0,93.94521159112483,47.32598852324114,0.03832334195541925,28.4715515754006,742.9297687169602,True,False,,non_residential,0,6.0,3.0,98.58358040029442,104.51490600321542
360630212003,36,3,1,1063.0,533.6295356404642,129.27696589185933,0.392362805094113,4.863252721441803,12.394785281125955,True,False,,non_residential,0,4.0,4.0,172.57985267798017,197.76636791920257
360639401001,36,0,0,0.0,0.0,0.0,0.7999905451303404,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,5.0,4.0,18.26865589294411,56.38158004289024
360639900000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,11.0,10.0,29.841864175086435,53.15389428445265
360650208024,36,0,0,2593.0,1000.6459201667202,100.78478856739736,0.4461591910551281,21.237410466072987,47.6005221720264,True,False,,non_residential,0,7.0,5.0,101.16168692692304,147.00867736355522
360650208033,36,0,0,234.0,120.27797370952229,12.731537587825963,0.08485328529172283,3.8557529524701284,45.440231797910656,True,False,,non_residential,0,6.0,4.0,242.46567347985373,327.28775111121297
360650259001,36,1406,0,2218.0,846.1221344982366,0.0,0.8390443923698168,4.093767208619169,4.879082973257989,True,False,zero_or_structural_denominator,non_residential,0,2.0,2.0,46.59034879807656,74.2294128628612
360650261002,36,226,0,3408.0,1670.527412632254,96.8215566703866,2.463064975228786,1.4498336659468212,0.5886298902091086,True,False,,non_residential,0,2.0,2.0,12.354205506267496,18.95128473329193
360650265011,36,800,0,2954.0,1115.0770479320295,0.0,0.21056158439275616,4.583669711041737,21.768784293016683,True,False,zero_or_structural_denominator,non_residential,0,5.0,4.0,113.7199249170175,307.7398412456179
360650265021,36,203,4,2286.0,490.7824222507214,4.0,0.22997943415269193,4.580452785641107,19.916793005934494,True,False,,non_residential,0,8.0,7.0,265.08542130749413,366.2572073898967
360650266001,36,1923,4,4240.0,586.1788033023405,4.0,1.0031111687227012,1.4003132650432644,1.3959701663239732,True,False,,non_residential,0,2.0,2.0,17.435240479099598,20.330369370650672
360650267000,36,0,0,50.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,8.0,18.21324008735855,56.33733720217629
360659800021,36,0,0,1293.0,905.4258576466817,857.5225184224822,2.9500564000658676,27.331563044075587,9.264759495264341,True,True,,non_residential,0,12.0,10.0,134.23651099318718,366.2572073898967
360659800031,36,0,0,85.0,35.91633937159346,22.594819661916112,1.012606965211126,1.2531919956543045,1.2375897447960147,True,True,,non_residential,0,10.0,10.0,110.59581070570866,192.8207023514454
360659801001,36,0,0,2391.0,1880.178602917602,202.48347937247766,4.62914132837467,9.524096859217927,2.057421924199907,True,True,,non_residential,0,7.0,7.0,61.27303499307811,242.0335559855203
360670043024,36,3762,0,17562.0,553.8483722353195,45.189639323832225,0.21080212603755932,14.803689186810816,70.22552127473891,True,False,,non_residential,0,7.0,7.0,263.0319601079648,393.09606269815157
360710001003,36,538,0,3080.0,542.9661551363597,1.1134331570232314,0.10872829837045082,7.821026025874733,71.93183507045724,True,False,,non_residential,0,6.0,6.0,83.56163554553316,155.47233780250252
360730406021,36,1404,0,4333.0,906.0769582096369,0.0,0.3006145074542447,1.4995526188452366,4.988290922963781,True,False,zero_or_structural_denominator,non_residential,0,3.0,3.0,214.6269284262811,227.4010964426757
360739900000,36,0,0,18.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,8.0,24.491405220853196,36.6152633704229
360759900000,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,12.0,10.0,14.704720062114504,327.3709647688348
360810037001,36,0,0,606.0,165.17878058129918,221.23331662140387,0.14927829147447322,72.07820137303838,482.8444957474868,True,False,,non_residential,0,12.0,8.0,163.66462158454516,273.76767444601484
360810050001,36,0,0,96.0,0.0,0.0,0.05896861047752069,6.82570349999083,115.7514726007126,True,False,zero_or_structural_denominator,non_residential,0,7.0,7.0,137.2696069248041,303.49403503381404
360810099001,36,0,0,80.0,0.0,0.0,0.09622360776011439,22.371622305544925,232.4961911770905,True,False,zero_or_structural_denominator,non_residential,0,11.0,9.0,77.22106485305417,135.38201470262592
360810107010,36,0,0,137.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,0.0,,
360810107011,36,0,0,13094.0,449.57030099389794,204.995691917364,0.6180572774907449,19.5030572563651,31.55542045479296,True,False,,non_residential,0,12.0,9.0,86.63361240356258,194.32237430990713
360810171011,36,0,0,2205.0,270.5643374227615,449.87940607423405,0.32118564436189634,23.952991396450273,74.57678080238608,True,False,,non_residential,0,14.0,13.0,95.1386029770817,249.5340974604643
360810179021,36,70,0,29166.0,6105.635559134085,995.344907941221,0.1457107075290782,128.0444484145338,878.757989621189,True,False,,non_residential,0,6.0,3.0,102.87143420517906,116.4380749665038
360810199012,36,130,4,4479.0,1207.8231195447033,382.6587833048853,0.08501776481128324,25.18557728956858,296.2389959965878,True,False,,non_residential,0,7.0,3.0,177.14340928481397,258.1401653121029
360810199021,36,176,0,2798.0,639.0400787195058,168.08428355106705,0.17504173021087732,33.1854771400355,189.58608955736494,True,False,,non_residential,0,10.0,3.0,65.93220559943492,258.1401653121029
360810199022,36,8,8,4067.0,1472.1865663292538,444.01963883205974,0.06667405125655192,20.33156318979736,304.9396700309166,True,False,,non_residential,0,5.0,2.0,162.03618545576893,258.1401653121029
360810199031,36,0,0,217.0,99.77994211585266,0.43016929342944366,0.24718646295252686,1.9013815309133144,7.69209409043764,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,167.02071961204658,258.1401653121029
360810216012,36,0,0,17.0,0.0,0.0,0.012898514812100817,8.453873233377392,655.4144687608795,True,False,zero_or_structural_denominator,non_residential,0,6.0,3.0,98.35612016828902,166.47629300163916
360810216013,36,30,0,1170.0,242.90997144308702,22.594819661916112,0.011683837421168703,1.8184577143014322,155.6387382630609,True,False,,non_residential,0,2.0,1.0,91.73375968850254,91.73375968850254
360810216031,36,0,0,14.0,0.0,0.0,0.007465285236386665,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,158.37126489152115,239.50451580974095
360810216032,36,0,0,195.0,16.44313652845512,0.0,0.1094742477408516,4.980115289841726,45.49120357173587,True,False,zero_or_structural_denominator,non_residential,0,7.0,5.0,110.39370656195189,162.67799185242185
360810219001,36,0,0,5414.0,2089.3994620589224,653.5459198601835,0.4957841292947094,83.67848864423999,168.78008734018775,True,False,,non_residential,0,13.0,7.0,99.67153062761409,284.63553562746023
360810229001,36,0,0,656.0,110.99117156707206,119.768056643918,0.5176100982177868,21.31811965757341,41.185671861841676,True,False,,non_residential,0,18.0,17.0,87.00613277316073,741.4855039996125
360810246001,36,0,0,7369.0,639.0400787195058,45.189639323832225,0.1171970631170195,30.688863924347142,261.8569365829993,True,False,,non_residential,0,11.0,11.0,305.4677612519109,628.0139309122965
360810288031,36,0,0,130.0,17.19055182520308,0.0,0.1052174714423689,13.641552854585807,129.65102342397327,True,False,zero_or_structural_denominator,non_residential,0,12.0,12.0,162.98651767802357,417.57367107492314
360810299001,36,0,0,777.0,218.24526665040432,29.417772531730144,0.15762813675619539,24.419119683616557,154.91599524129242,True,False,,non_residential,0,7.0,7.0,168.75134230693254,384.3276588848069
360810306001,36,382,0,1751.0,224.598296672762,170.28669044824255,0.25124632715012735,51.03327497717933,203.12048162473394,True,False,,non_residential,0,13.0,12.0,148.16674168604175,417.57367107492314
360810317001,36,0,0,317.0,118.46532453455167,24.784772428466006,0.07560613859343161,7.086551221250327,93.7298393105078,True,False,,non_residential,0,7.0,3.0,89.27737130204706,121.76471273513496
360810331000,36,0,0,18.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,0.0,,
360810331001,36,0,0,14788.0,3955.3217503902047,1883.1330002270447,1.095414295164467,39.10205251654212,35.696131307717955,True,False,,non_residential,0,13.0,9.0,165.42187055578268,483.9013176064229
360810383010,36,0,0,3.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,1.0,339.0905381227658,339.0905381227658
360810383011,36,0,0,1529.0,485.81994288617403,40.25771048048933,0.21627975736151162,55.143513352001634,254.96382104696582,True,False,,non_residential,0,7.0,3.0,339.0905381227658,609.2361198182424
360810383020,36,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,0.0,,
360810383021,36,0,0,7655.0,1230.2455784471422,682.5764520852073,1.7302318812575554,257.46110477411514,148.80150317597258,True,False,,non_residential,0,43.0,36.0,140.8119277399493,609.2361198182424
360810426001,36,453,0,955.0,234.31469553048547,22.594819661916112,0.20143297105715285,19.736434029895054,97.98015650722448,True,False,,non_residential,0,8.0,8.0,126.20201846535105,150.2146572220583
360810499001,36,0,0,201.0,26.1595353861786,23.825571717147376,0.011771482611169207,21.212369118216504,1802.0133757908663,True,False,,non_residential,0,5.0,5.0,131.01525882332106,148.8246585071531
360810535021,36,0,0,2167.0,668.5629829410502,327.2513292279259,0.12539555635257338,31.63725144193377,252.29962179026217,True,False,,non_residential,0,5.0,2.0,203.81239132922184,307.9532520308296
360810539021,36,28,8,116.0,16.484491780487758,8.0,0.06391033200534654,7.412408016217526,115.98137239527134,True,False,,non_residential,0,7.0,7.0,114.87541096835696,307.9532520308296
360810561001,36,12,4,388.0,33.301335957316866,4.0,1.089649403834522,23.939333111058176,21.96975745300705,True,False,,non_residential,0,19.0,16.0,127.08746490574676,425.4484555272031
