block_group_geoid,state_fips,class_strict_three_fates,class_loose_grey_plus_4band_span,class_no_grey_5band_chasm,n_nb,n_grey_nb,band,idx,cnt,pop,expo,land,nb_band_min,nb_band_max,nb_idx_min,nb_idx_max,nb_cnt_max,nb_pop_max,nb_land_max,neighbourhood_band_span,neighbourhood_max_count
133079601001,13,False,False,True,8,0,2.0,27.88079405890364,5.049603013737105,996,1154.0,102.34839958396566,1.0,6.0,14.82603634824266,176.28625152293822,23.332293853213038,1335,107.3089679164589,5.0,23.332293853213038
133159601001,13,False,False,True,6,0,1.0,15.763675046565135,1.3318460590349082,541,541.0,62.02683146680546,0.0,5.0,5.723473860442817,132.79562125537367,22.608056077703953,2596,94.22977968806197,5.0,22.608056077703953
133159601002,13,False,False,True,4,0,0.0,11.182666119525837,1.3193821149939287,806,820.0,45.57196557940956,0.0,5.0,5.723473860442817,132.79562125537367,16.950639345233895,2596,104.02230031859105,5.0,16.950639345233895
133159601003,13,False,False,True,5,0,0.0,5.723473860442817,1.7380985543912464,2596,2596.0,8.987430448088043,0.0,5.0,11.182666119525837,132.79562125537367,22.608056077703953,1763,104.02230031859105,5.0,22.608056077703953
133159604002,13,False,False,True,7,0,3.0,63.96801078304588,22.608056077703953,1763,2492.0,60.22379191539996,0.0,5.0,5.723473860442817,107.04083600920755,16.41792689472342,2596,104.02230031859105,5.0,22.608056077703953
133219504003,13,False,False,True,9,0,4.0,78.7123040475592,12.098172455341109,1004,1004.0,34.78697938887449,1.0,6.0,19.333233486326023,155.07268802075856,20.490162779136693,1867,61.92248040860697,5.0,20.490162779136693
160039502002,16,False,True,False,9,1,2.0,44.31163607802336,9.331864581093765,1431,1431.0,344.44993957906627,0.0,4.0,5.842774014171338,95.17903908262429,27.8454250638152,1998,623.466913521854,4.0,27.8454250638152
160050002002,16,False,False,True,5,0,1.0,24.62391574872639,6.611203846840284,1751,1751.0,47.21892371930619,0.0,5.0,4.939851602874335,106.51196706029118,14.349168857693883,2067,396.2063864455347,5.0,14.349168857693883
160050015001,16,False,True,False,9,1,3.0,55.225810302018445,17.35131872088131,1397,1960.0,1.2703378781148151,0.0,6.0,7.748837269228378,139.2938208815578,33.511290079491715,3373,615.2399842484219,6.0,33.511290079491715
160050016021,16,False,True,False,6,1,3.0,68.69071170876414,20.144763149051556,1865,1865.0,0.36581210405633874,2.0,6.0,45.02907683954424,139.2938208815578,44.90266635107275,1376,103.48012292612417,4.0,44.90266635107275
160059818001,16,False,True,False,12,0,,,2.6421920976529765,467,467.0,103.48012292612417,0.0,6.0,7.748837269228378,139.2938208815578,33.511290079491715,2410,615.2399842484219,6.0,33.511290079491715
160299601005,16,False,False,True,9,0,0.0,4.939851602874335,0.560131319603538,696,696.0,396.2063864455347,0.0,5.0,5.24208966019085,106.51196706029118,15.67163453333036,2067,956.7610223507937,5.0,15.67163453333036
160399604011,16,False,True,False,17,1,1.0,21.169384346193574,5.349737977248731,1107,1612.0,300.2943171812476,0.0,4.0,8.847607433600036,76.44869242804305,34.97888238429362,8151,3075.725520222562,4.0,34.97888238429362
160499601001,16,False,False,True,14,0,1.0,17.259020621163383,2.60107789761922,837,837.0,2548.9931476944116,0.0,5.0,12.426733284366751,100.2696108105988,24.156809776911533,2368,3412.893070771665,5.0,24.156809776911533
160519601003,16,False,False,True,5,0,2.0,43.79078088897273,8.204974958546263,1036,1224.0,410.9568421918354,0.0,5.0,2.4737414665608632,102.5852710322246,12.014467528505756,1557,1771.049483698209,5.0,12.014467528505756
160619400023,16,False,True,False,5,1,1.0,18.66763816705005,2.3347890130060556,661,661.0,84.82201758061353,0.0,4.0,6.112277819246472,78.11126035331537,22.67972653169452,1520,290.8518089683431,4.0,22.67972653169452
160619503001,16,False,True,False,7,0,,,0.0797379757970974,29,29.0,88.73857030949846,0.0,4.0,6.112277819246472,78.11126035331537,22.67972653169452,1550,367.44644708040767,4.0,22.67972653169452
160679705002,16,False,False,True,4,0,3.0,63.000828717305986,17.06673005054324,1652,1652.0,2.0991656212661147,1.0,6.0,20.887860197663354,159.0528056745985,20.54644801308256,1605,17.68851942721853,5.0,20.54644801308256
160739502003,16,False,False,True,8,0,0.0,11.54797768154004,1.3406277007200509,742,742.0,3075.725520222562,0.0,6.0,8.847607433600036,180.65469617637848,18.135456549145378,2208,7502.855167161366,6.0,18.135456549145378
160859702001,16,False,True,False,8,3,,,0.0,0,7.0,234.07913675711816,0.0,5.0,12.426733284366751,118.86869503469165,27.872083025465965,3486,3412.893070771665,5.0,27.872083025465965
160879701001,16,False,False,True,6,0,0.0,12.42871518849104,2.0156096091934104,1013,1013.0,381.78915114787924,0.0,6.0,5.842774014171338,139.27447065593427,19.383823271063893,1431,703.7088266787449,6.0,19.383823271063893
170119647003,17,False,False,True,6,0,1.0,14.674272054110823,2.2633336623210605,882,882.0,43.549941625021596,0.0,5.0,11.186301208077323,108.40430058352308,20.48960015475136,1192,100.49112464844482,5.0,20.48960015475136
170119648001,17,False,False,True,5,0,0.0,11.186301208077323,1.3974830345836802,778,778.0,16.868801378397063,1.0,5.0,14.674272054110823,108.40430058352308,20.48960015475136,1134,100.49112464844482,5.0,20.48960015475136
170119648004,17,False,False,True,7,0,2.0,35.23858385656985,4.853714934453492,591,835.0,47.07599719444272,0.0,5.0,11.186301208077323,108.40430058352308,20.48960015475136,1134,93.4510015955247,5.0,20.48960015475136
170119652001,17,False,False,True,7,0,1.0,17.476998378126925,2.0261467250514054,753,753.0,1.9718484344702263,0.0,5.0,5.9631909824076095,100.43311551049548,16.406124612323143,2109,28.850969126649776,5.0,16.406124612323143
170119652003,17,False,False,True,6,0,1.0,22.602426202035176,3.5304820714859337,1043,1043.0,1.1778772219923435,0.0,5.0,5.9631909824076095,100.43311551049548,16.406124612323143,2109,28.850969126649776,5.0,16.406124612323143
170190108005,17,False,True,False,12,1,2.0,25.15692256996813,4.606448695373604,1119,1119.0,116.37732692139657,0.0,4.0,10.695154661232888,76.5857241032662,13.934888437047514,1426,160.1269177255026,4.0,13.934888437047514
170190109012,17,False,True,False,12,1,2.0,28.38564431508702,6.246459990034246,1426,1426.0,36.14999645693354,0.0,5.0,6.633200455207043,131.08506442019294,21.91135066183284,2402,116.37732692139657,5.0,21.91135066183284
170190109015,17,False,False,True,6,0,2.0,31.206184323949252,9.607331576777774,1983,1983.0,2.6037768181105667,0.0,5.0,9.984110497230493,131.08506442019294,21.91135066183284,2458,36.14999645693354,5.0,21.91135066183284
170219587004,17,False,False,True,11,0,1.0,15.590588166461863,4.087686965830688,958,1693.0,51.109929612765676,0.0,5.0,4.121901646052411,132.13938350367596,18.350529201356622,3209,62.91347067226498,5.0,18.350529201356622
170279004011,17,False,False,True,12,0,1.0,16.89279923184719,3.707919873338574,1204,1204.0,80.48939614630123,0.0,5.0,6.719845469482035,104.15789872927017,14.214921509113355,2000,74.72575540124777,5.0,14.214921509113355
170310301014,17,False,True,False,5,1,2.0,43.2326408492179,5.457293067571443,894,894.0,0.008798495990006688,2.0,7.0,37.52238494342414,205.96401643801664,33.87540791758745,1349,0.017246411220011356,5.0,33.87540791758745
170310301021,17,False,True,False,5,1,2.0,37.52238494342414,6.18690678766684,1163,1163.0,0.005705817699680483,2.0,7.0,43.2326408492179,205.96401643801664,33.87540791758745,1274,0.01805297862931116,5.0,33.87540791758745
170310306013,17,False,True,False,7,1,5.0,118.03099499864513,24.134479109945733,1349,1349.0,0.017246411220011356,2.0,7.0,26.8620830722813,244.14238893034002,31.9602674834334,1743,0.04616237408132349,5.0,31.9602674834334
170310619021,17,False,True,False,5,1,1.0,15.278149870130633,3.020709037039131,1292,1292.0,0.00789424473458297,3.0,7.0,60.81426949173289,244.35095127304947,31.1104701315368,1911,0.07093546078093772,6.0,31.1104701315368
170310619022,17,False,True,False,6,1,3.0,60.81426949173289,14.155126560011162,1654,1654.0,0.016237912381767652,1.0,6.0,15.278149870130633,176.78580750330966,31.1104701315368,1641,0.07380728863654899,5.0,31.1104701315368
170310619023,17,False,True,False,8,3,5.0,112.30603946858194,27.217020934566825,1641,1641.0,0.07380728863654899,2.0,6.0,44.577058643913105,157.871868984327,41.64221836208484,1911,0.09877690133488683,4.0,41.64221836208484
170310619024,17,False,True,False,5,0,,,8.23379554100165,0,22.0,0.008784982414455949,1.0,7.0,15.278149870130633,244.35095127304947,27.217020934566825,1911,0.07380728863654899,6.0,27.217020934566825
170310801007,17,False,False,True,5,0,2.0,48.68430953831577,3.429805688289224,423,423.0,0.006854471621493274,2.0,7.0,28.6551685127876,343.48108865918573,18.87686130287611,1576,0.031089331912029512,5.0,18.87686130287611
170311003004,17,False,False,True,9,0,2.0,34.902854015779525,7.2577847097693,1454,1454.0,0.1527130562773124,1.0,6.0,15.40412674883491,151.49129912191748,16.509174315227575,1600,0.25073860281157817,5.0,16.509174315227575
