block_group_geoid,state_fips,class_strict_three_fates,class_loose_grey_plus_4band_span,class_no_grey_5band_chasm,n_nb,n_grey_nb,band,idx,cnt,pop,expo,land,nb_band_min,nb_band_max,nb_idx_min,nb_idx_max,nb_cnt_max,nb_pop_max,nb_land_max,neighbourhood_band_span,neighbourhood_max_count
010730127041,01,False,True,False,9,1,2.0,49.400262715479286,10.852865547917702,1505,1505.0,5.835242232057969,1.0,6.0,16.63889688945438,144.56177417087235,33.52461445839174,1946,19.126400159420037,5.0,33.52461445839174
010750301011,01,False,False,True,6,0,2.0,40.83563935260474,10.334390667390647,759,1897.0,12.863228935827046,0.0,5.0,9.853718570251447,123.54869354030053,17.622106491978286,914,80.57228687432082,5.0,17.622106491978286
010750301022,01,False,False,True,7,0,0.0,11.448819858659657,1.428024973998683,914,914.0,45.2078021315704,0.0,5.0,8.60407079009153,123.54869354030053,17.622106491978286,889,80.57228687432082,5.0,17.622106491978286
010750301023,01,False,False,True,5,0,5.0,123.54869354030053,17.622106491978286,561,804.0,8.427835601144903,0.0,5.0,11.448819858659657,100.97888127780631,13.567010630519665,914,53.7407953583231,5.0,17.622106491978286
010810403003,01,False,True,False,5,1,4.0,83.66000538914282,20.636506865525774,1382,1557.0,0.11132020216108252,0.0,4.0,8.536315549073809,93.20053850883565,40.01208611186245,3897,1.6193259667126427,4.0,40.01208611186245
010810404031,01,False,True,False,11,1,2.0,31.563625920404224,9.398950329552266,1896,1896.0,1.1879147198092737,0.0,7.0,8.536315549073809,231.24769327194602,36.792555278177225,3897,1.6193259667126427,7.0,36.792555278177225
010810407001,01,False,True,False,10,1,0.0,8.536315549073809,11.983607695863984,2874,9827.0,1.6193259667126427,2.0,7.0,31.563625920404224,231.24769327194602,36.792555278177225,3897,2.6348904744585875,7.0,36.792555278177225
010810407002,01,False,True,False,7,0,,,7.373585573249883,3897,20020.0,0.60790587953703,0.0,4.0,8.536315549073809,93.20053850883565,40.01208611186245,2874,1.6193259667126427,4.0,40.01208611186245
010810408011,01,False,True,False,7,1,3.0,68.09836632746007,25.244747037698083,2355,2355.0,0.19251516950014108,0.0,5.0,8.536315549073809,126.30912970015625,21.010301312316187,3897,2.6348904744585875,5.0,25.244747037698083
010857810002,01,False,False,True,7,0,1.0,19.338077342504135,3.6782734836037663,1215,1215.0,84.01989961258934,2.0,6.0,29.43529600074283,142.13006495991874,14.054246655428816,1084,195.5629792447194,5.0,14.054246655428816
010857811002,01,False,False,True,6,0,2.0,29.43529600074283,1.9171983828513666,432,432.0,120.16186746123712,0.0,6.0,7.8572163620249444,142.13006495991874,14.054246655428816,1215,212.61877955107678,6.0,14.054246655428816
