block_group_geoid,state_fips,tract_id,population_2024,households_total,daytime_population_jobs_proxy,landscan_day_pop,exposure_proxy_2024,exposure_lift_ratio,landscan_over_resident,destination_poi_total,commercial_premises_total,lodes_retail_jobs,retail_jobs_per_resident,land_area_sq_mi,urban_stratum,expected_count_total,index_total_primary_event_weighted,index_larceny_primary,expected_count_larceny,index_motor_vehicle_theft_primary,index_robbery_primary,reliability_tier_larceny,numerator_support_source_larceny,source_mode_larceny,transient_exposure_likely_larceny,recommended_display_geography_larceny
170314101001,17,17031410100,489,335,489,518.0,518.0,1.0593047034764826,1.0593047034764826,16.0,16.0,112,0.22903885480572597,0.024345285507893704,urban_core,109.55388810639677,1346.8947605988726,1926.1440052467537,91.37831412334602,1026.9534225115244,1636.0722547435928,high,direct_city_incident,direct_city_incident,False,block_group
421010204003,42,42101020400,410,188,410,419.0,419.0,1.0219512195121951,1.0219512195121951,9.0,9.0,42,0.1024390243902439,0.05218016232514674,urban_core,85.99240833407106,1328.1429839393925,1420.9625286403354,54.5282144448484,2132.0839810818266,2672.363229200099,low,model_only,modeled_transfer,False,tract_or_larger
120730023042,12,12073002304,561,251,672,387.0,672.0,1.1978609625668448,0.6898395721925134,10.0,10.0,86,0.1532976827094474,1.016219337006918,suburban,141.6196026925918,1323.4883582565367,1633.2651467162907,100.51956389338945,343.54863947100637,1453.5602302084785,low,model_only,modeled_transfer,False,tract_or_larger
170314401022,17,17031440102,413,349,413,349.0,413.0,1.0,0.8450363196125908,3.0,3.0,49,0.11864406779661017,0.047244618431858364,urban_core,88.1867635286102,1322.2665328666567,1513.5934281278626,57.25111025539779,1790.9153562111835,3595.789381913173,high,direct_city_incident,direct_city_incident,False,block_group
471570055001,47,47157005500,1082,437,1256,524.0,1256.0,1.1608133086876156,0.48428835489833644,23.0,23.0,172,0.1589648798521257,0.5957374839068277,urban,264.1170056004219,1305.386981239133,848.0892282383487,97.55641101919836,1324.2096703769903,3048.0133134692755,low,model_only,modeled_transfer,False,tract_or_larger
240317017032,24,24031701703,1720,605,1782,1089.0,1782.0,1.036046511627907,0.6331395348837209,29.0,29.0,150,0.0872093023255814,0.12067198254435231,urban_core,359.5181592126219,1293.4583280608467,1834.926158056406,299.4683431152831,966.2865572955786,1152.1752029449963,low,model_only,modeled_transfer,False,tract_or_larger
480291511001,48,48029151100,605,183,605,642.0,642.0,1.0611570247933884,1.0611570247933884,26.0,26.0,182,0.30082644628099175,0.2629382727166265,urban,137.66933187924403,1290.9730895880527,1693.872020154057,99.59562253059333,1007.8209747966613,883.6052430224347,low,model_only,modeled_transfer,False,tract_or_larger
060014011004,06,06001401100,2654,1215,2654,1369.0,2654.0,1.0,0.515825169555388,54.0,54.0,158,0.059532780708364735,0.12353570225463313,urban_core,528.0065737089188,1270.2892582865686,1031.3399283293124,250.68444023318492,3256.7793026263303,3747.664404445297,low,model_only,modeled_transfer,False,tract_or_larger
295101164004,29,29510116400,293,227,293,255.0,293.0,1.0,0.8703071672354948,8.0,8.0,36,0.12286689419795221,0.052033829607040165,urban_core,70.74322401253497,1265.1837402645654,994.8625961197241,26.69656293981056,1316.7727679063214,5725.855531814383,low,direct_city_incident,direct_city_incident,False,tract_or_larger
360430111003,36,36043011100,964,449,1062,1008.0,1062.0,1.1016597510373445,1.045643153526971,27.0,27.0,93,0.09647302904564316,0.212546921692239,urban,221.90364539865888,1263.7495089825802,1734.4786243415735,168.70117090930367,15.992757780071399,284.1207676788726,low,model_only,modeled_transfer,False,tract_or_larger
471570115003,47,47157011500,655,261,655,347.0,655.0,1.0,0.5297709923664122,7.0,7.0,78,0.11908396946564885,0.15939455413175624,urban,111.57084133518082,1190.291471788039,875.4266537218795,52.51528097267763,2142.0256127849907,2039.9926597436124,low,model_only,modeled_transfer,False,tract_or_larger
120860039142,12,12086003914,734,473,734,779.0,779.0,1.061307901907357,1.061307901907357,28.0,28.0,196,0.2670299727520436,0.03561136039346528,urban_core,143.6434858692346,1180.5849641460272,1763.1383531671397,125.79068396147342,378.95739944790006,748.4391124211422,low,model_only,modeled_transfer,False,tract_or_larger
360470287001,36,36047028700,950,471,950,620.0,950.0,1.0,0.6526315789473685,41.0,41.0,20,0.021052631578947368,0.028366539489634957,urban_core,157.87157959077092,1173.9606357913906,1030.1839937016875,89.63198847648941,1534.0202296085874,4441.185646704962,high,direct_city_incident,direct_city_incident,False,block_group
471570098002,47,47157009800,821,498,821,776.0,821.0,1.0,0.9451887941534713,30.0,30.0,112,0.1364190012180268,0.35823214647885004,urban,172.2101854812138,1160.3951214044587,1327.936001984879,99.8492784041778,879.8234035401493,1324.4856287151467,low,model_only,modeled_transfer,False,tract_or_larger
530330114021,53,53033011402,1388,579,1590,1622.0,1622.0,1.1685878962536023,1.1685878962536023,28.0,28.0,474,0.3414985590778098,0.16727760190374003,urban_core,304.56850579310867,1144.5364660814123,1352.8385404697485,200.9654710029226,1224.0520399002542,3426.5908940795575,high,direct_city_incident,direct_city_incident,False,block_group
270530081001,27,27053008100,828,367,828,1020.0,1020.0,1.2318840579710144,1.2318840579710144,26.0,26.0,26,0.03140096618357488,0.06067170709907236,urban_core,181.00914112708938,1124.5306672562808,861.9479597643559,80.52038559760236,2520.120155049313,4733.029812704619,low,direct_city_incident,direct_city_incident,False,tract_or_larger
471570068002,47,47157006800,1012,335,1029,367.0,1029.0,1.016798418972332,0.36264822134387353,18.0,18.0,117,0.11561264822134387,0.18829584511104186,urban_core,182.35940960819804,1113.7134780875806,1025.3373242109826,96.62884083658798,1292.7149223197127,2470.9391071483155,low,model_only,modeled_transfer,False,tract_or_larger
270530022002,27,27053002200,539,160,539,545.0,545.0,1.0111317254174397,1.0111317254174397,21.0,21.0,32,0.059369202226345084,0.08884094838566653,urban_core,94.1519387670574,1103.0375683859443,722.3456136025449,36.05505566314332,1998.4478954859364,4490.531858929381,low,direct_city_incident,direct_city_incident,False,tract_or_larger
421010378008,42,42101037800,787,410,862,487.0,862.0,1.0952986022871665,0.6188055908513341,25.0,25.0,303,0.3850063532401525,0.0872652654764504,urban_core,151.89150608884387,1091.3643717901948,1522.6056690711996,120.20411532145832,720.6373824020071,1535.8493885007701,low,model_only,modeled_transfer,False,tract_or_larger
471570039001,47,47157003900,1378,1067,1378,1077.0,1378.0,1.0,0.7815674891146589,28.0,28.0,40,0.02902757619738752,0.22836977425351965,urban_core,254.35712712191207,1090.5762411781268,890.7505309648822,112.41646788193664,1476.2317705786736,2466.1554546508332,low,model_only,modeled_transfer,False,tract_or_larger
130890220053,13,13089022005,1318,458,1318,1243.0,1318.0,1.0,0.9430955993930197,43.0,43.0,101,0.07663125948406677,0.4777647415531958,urban,225.04492982551375,1075.4827501803675,990.655577765682,119.58115052421137,1665.6388776327465,1658.1244501259346,low,model_only,modeled_transfer,False,tract_or_larger
340076053001,34,34007605300,987,447,987,1017.0,1017.0,1.0303951367781155,1.0303951367781155,27.0,27.0,68,0.06889564336372847,0.26733095697493375,urban_core,169.79681558251556,1068.7268501452922,1654.6430310165292,154.11676899970044,298.52897164924565,480.7875318172433,low,model_only,modeled_transfer,False,tract_or_larger
170313018021,17,17031301802,407,182,407,374.0,407.0,1.0,0.918918918918919,8.0,8.0,65,0.1597051597051597,0.03160670880454351,urban_core,64.87269577924813,1040.4566832058863,1168.3399735343376,43.55001142735955,904.6205458607392,6813.274850245023,high,direct_city_incident,direct_city_incident,False,block_group
360470249004,36,36047024900,497,260,497,333.0,497.0,1.0,0.670020120724346,16.0,16.0,50,0.1006036217303823,0.011590786800947902,urban_core,71.31882809400562,1031.198725794971,950.4345417903878,43.26166484910639,1290.1208543904265,4215.109162881506,high,direct_city_incident,direct_city_incident,False,block_group
