source_feed,include_in_v2,incident_category,incident_subcategory,incident_description,normalized_category,NIBRS_Offense_Code,NIBRS_Offense_Type,v2_offense,mapping_quality,mapping_basis,crosswalk_note,observed_rows_2024
late_2018_present,yes,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, <$50",LARCENY/THEFT,23H,23H All Other Larceny,larceny,exact,legacy_categories_sf_desc_join,,141
late_2018_present,yes,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",LARCENY/THEFT,23H,23H All Other Larceny,larceny,exact,legacy_categories_sf_desc_join,,2762
late_2018_present,yes,Larceny Theft,Larceny Theft - Other,"Theft, Petty, with Prior Conviction",LARCENY/THEFT,23H,23H All Other Larceny,larceny,exact,legacy_categories_sf_desc_join,,5
late_2018_present,no,Larceny Theft,Larceny Theft - Other,"Trade Secrets, Theft or Unauthorized Copying",LARCENY/THEFT,270,270 Embezzlement,,excluded,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",LARCENY/THEFT,23A,23A Pocket-picking,larceny,exact,legacy_categories_sf_desc_join,,163
late_2018_present,yes,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $50-$200",LARCENY/THEFT,23A,23A Pocket-picking,larceny,exact,legacy_categories_sf_desc_join,,98
late_2018_present,yes,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, <$50",LARCENY/THEFT,23A,23A Pocket-picking,larceny,exact,legacy_categories_sf_desc_join,,45
late_2018_present,yes,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, >$950",LARCENY/THEFT,23A,23A Pocket-picking,larceny,exact,legacy_categories_sf_desc_join,,138
late_2018_present,yes,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, Attempted",LARCENY/THEFT,23A,23A Pocket-picking,larceny,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Larceny Theft,Larceny Theft - Purse Snatch,"Theft, Purse Snatch, $200-$950",LARCENY/THEFT,23B,23B Purse-snatching,larceny,exact,legacy_categories_sf_desc_join,,4
late_2018_present,yes,Larceny Theft,Larceny Theft - Purse Snatch,"Theft, Purse Snatch, $50-$200",LARCENY/THEFT,23B,23B Purse-snatching,larceny,exact,legacy_categories_sf_desc_join,,4
late_2018_present,yes,Larceny Theft,Larceny Theft - Purse Snatch,"Theft, Purse Snatch, >$950",LARCENY/THEFT,23B,23B Purse-snatching,larceny,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",LARCENY/THEFT,23C,23C Shoplifting,larceny,exact,legacy_categories_sf_desc_join,,1201
late_2018_present,yes,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",LARCENY/THEFT,23C,23C Shoplifting,larceny,exact,legacy_categories_sf_desc_join,,587
late_2018_present,yes,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",LARCENY/THEFT,23C,23C Shoplifting,larceny,exact,legacy_categories_sf_desc_join,,737
late_2018_present,yes,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",LARCENY/THEFT,23C,23C Shoplifting,larceny,exact,legacy_categories_sf_desc_join,,784
late_2018_present,yes,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, Att.",LARCENY/THEFT,23C,23C Shoplifting,larceny,exact,legacy_categories_sf_desc_join,,100
late_2018_present,yes,Larceny Theft,Theft From Vehicle,"Burglary, Vehicle (Arrest made)",LARCENY/THEFT,23F,23F Theft From Motor Vehicle (except Theft of Motor Vehicle Parts or Accessories),larceny,exact,legacy_categories_sf_desc_join,,126
late_2018_present,yes,Larceny Theft,Theft From Vehicle,"Burglary, Vehicle, Att. (Arrest made)",LARCENY/THEFT,23F,23F Theft From Motor Vehicle (except Theft of Motor Vehicle Parts or Accessories),larceny,exact,legacy_categories_sf_desc_join,,4
late_2018_present,yes,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",LARCENY/THEFT,23G,23G Theft of Motor Vehicle Parts or Accessories,larceny,exact,legacy_categories_sf_desc_join,,1834
late_2018_present,no,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",VEHICLE THEFT,99Z,99Z Non-Criminal Matters,,excluded,manual_exclusion,Exclude recovered vehicles stolen outside San Francisco from in-city motor-vehicle-theft totals.,729
late_2018_present,yes,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",VEHICLE THEFT,240,240 Motor Vehicle Theft,motor_vehicle_theft,exact,legacy_categories_sf_desc_join,,732
late_2018_present,yes,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",VEHICLE THEFT,240,240 Motor Vehicle Theft,motor_vehicle_theft,exact,legacy_categories_sf_desc_join,,3791
late_2018_present,yes,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Mobile Home or House Trailer",VEHICLE THEFT,240,240 Motor Vehicle Theft,motor_vehicle_theft,exact,legacy_categories_sf_desc_join,,27
late_2018_present,yes,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",VEHICLE THEFT,240,240 Motor Vehicle Theft,motor_vehicle_theft,exact,legacy_categories_sf_desc_join,,552
late_2018_present,yes,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",VEHICLE THEFT,240,240 Motor Vehicle Theft,motor_vehicle_theft,exact,legacy_categories_sf_desc_join,,580
late_2018_present,yes,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",VEHICLE THEFT,240,240 Motor Vehicle Theft,motor_vehicle_theft,exact,legacy_categories_sf_desc_join,,543
late_2018_present,yes,Motor Vehicle Theft,Motor Vehicle Theft (Attempted),"Vehicle, Stolen, Attempted",VEHICLE THEFT,240,240 Motor Vehicle Theft,motor_vehicle_theft,exact,legacy_categories_sf_desc_join,,294
late_2018_present,yes,Rape,Rape,"Oral Copulation, Unlawful (Adult Victim)",RAPE,11D,11D Fondling,rape,approximate,late_rape_category_override,Live rape-category records include penetrative/attempted sex offenses that the legacy crosswalk under-classifies.,3
late_2018_present,yes,Rape,Rape,"Penetration, Forced, with Object",RAPE,11C,11C Sexual Assault With An Object,rape,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Rape,Rape,"Rape, Forcible, W/ Force",RAPE,11A,11A Rape (except Statutory Rape),rape,exact,legacy_categories_sf_desc_join,,10
late_2018_present,yes,Rape,Rape,"Rape, Spousal",RAPE,11A,11A Rape (except Statutory Rape),rape,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Rape,Rape,Sodomy (Adult Victim),RAPE,11B,11B Sodomy,rape,exact,legacy_categories_sf_desc_join,,8
late_2018_present,yes,Rape,Rape - Attempted,"Rape, Assault To, W/ Force",RAPE,11A,11A Rape (except Statutory Rape),rape,exact,legacy_categories_sf_desc_join,,7
late_2018_present,yes,Rape,Rape - Attempted,"Rape, Att., W/ Force",RAPE,11A,11A Rape (except Statutory Rape),rape,exact,legacy_categories_sf_desc_join,,4
late_2018_present,yes,Robbery,Robbery - Carjacking,Carjacking with Bodily Force,ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,45
late_2018_present,yes,Robbery,Robbery - Carjacking,Carjacking with a Dangerous Weapon,ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,11
late_2018_present,yes,Robbery,Robbery - Carjacking,Carjacking with a Gun,ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,73
late_2018_present,yes,Robbery,Robbery - Carjacking,Carjacking with a Knife,ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,8
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Bank, W/ Force",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,4
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Bank, W/ Other Weapon",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,8
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Chain Store, W/ Force",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,7
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Chain Store, W/ Gun",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,3
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Chain Store, W/ Knife",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Chain Store, W/ Other Weapon",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Comm. Establ. With Other Weapon",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Comm. Establ., W/ Force",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,5
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Att., Service Station, W/ Gun",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Bank, W/ Force",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Bank, W/ Gun",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Bank, W/ Knife",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Bank, W/ Other Weapon",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,4
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Chain Store, W/ Force",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,42
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Chain Store, W/ Gun",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,14
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Chain Store, W/ Knife",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,7
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Chain Store, W/ Other Weapon",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,19
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Comml. Establ. W/ A Knife",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Comml. Establ. W/ Weapon",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,10
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Comml. Establ., W/ Force",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,36
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Comml. Establ., W/ Gun",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,19
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Residence, W/ Force",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,5
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Residence, W/ Gun",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,16
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Residence, W/ Knife",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Residence, W/ Other Weapon",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,7
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Service Station W/ Other Weapon",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Service Station, W/ Force",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Robbery,Robbery - Commercial,"Robbery, Service Station, W/ Gun",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,3
late_2018_present,yes,Robbery,Robbery - Commercial,"Shoplifting, Force against Agent",ROBBERY,12B,12B Commercial Robbery,robbery,exact,legacy_categories_sf_desc_join,,248
late_2018_present,yes,Robbery,Robbery - Other,"Robbery,  ATM, Force, Att.",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,3
late_2018_present,yes,Robbery,Robbery - Other,"Robbery,  ATM, Force.",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,13
late_2018_present,yes,Robbery,Robbery - Other,"Robbery,  ATM, Gun",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Other,"Robbery,  ATM, Knife",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Other,"Robbery,  ATM, Other Weapon",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Other,"Robbery,  ATM, Other Weapon, Att.",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,1
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, Att., W/ Force",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,96
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, Att., W/ Gun",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,28
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, Att., W/ Knife",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,20
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, Att., W/ Other Weapon",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,19
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, W/ Force",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,695
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, W/ Gun",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,231
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, W/ Knife",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,111
late_2018_present,yes,Robbery,Robbery - Other,"Robbery, W/ Other Weapon",ROBBERY,12U,12U Other Robbery,robbery,exact,legacy_categories_sf_desc_join,,109
late_2018_present,yes,Robbery,Robbery - Residential,"Robbery, Att., Residence, W/ Gun",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,2
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Att., Street or Public Place, W/ Force",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,34
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Att., Street or Public Place, W/ Gun",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,18
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Att., Street or Public Place, W/ Knife",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,5
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Att., Street or Public Place, W/ Other Weapon",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,7
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Force",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,257
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Gun",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,85
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Knife",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,30
late_2018_present,yes,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Other Weapon",ROBBERY,12A,12A Personal Robbery,robbery,exact,legacy_categories_sf_desc_join,,38
late_2018_present,yes,Burglary,Burglary - Residential,"Burglary, Hotel Room, Att. Forcible Entry",BURGLARY,22A,22A Residential Burglary/Breaking & Entering,burglary,exact,manual_2025_burglary_attempt_override,"Late 2025 residential burglary attempt missing from the legacy join; packet-local override keeps hotel-room attempt treatment aligned with the surrounding hotel-room burglary rows.",
late_2018_present,yes,Larceny Theft,Larceny - Auto Parts,"Theft, Motorcycle Strip, Att.",LARCENY/THEFT,23G,23G Theft of Motor Vehicle Parts or Accessories,larceny,exact,manual_2025_larceny_attempt_override,"Late 2025 auto-parts attempt row missing from the legacy join; packet-local override keeps attempted motorcycle stripping inside larceny.",
late_2018_present,yes,Larceny Theft,Larceny Theft - Other,"Theft, Short Change, >$950",LARCENY/THEFT,23H,23H All Other Larceny,larceny,exact,manual_2025_larceny_short_change_override,"Late 2025 short-change description missing from the legacy join; packet-local override keeps it inside all-other larceny.",
