priority_rank,review_lane,state_abbr,state_fips,ori9,agency_name,agency_type_name,official_is_nibrs,official_effective_nibrs_2024,official_nibrs_start_date,repo_has_srs_2024,repo_has_nibrs_2024,repo_preferred_source_any_offense_2024,repo_reporting_regime_mix_2024,repo_preferred_support_count_2024,official_repo_presence_flag,official_repo_transition_flag,mismatch_reason,state_priority_score_abs
129,source_policy_disagreement,GA,13.0,GA0400000,Crisp County Sheriff's Office,County,True,True,2018-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,199.0,aligned,mixed_source_2024,aligned,0.0
130,source_policy_disagreement,GA,13.0,GA0603800,Georgia World Congress,Other State Agency,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,198.0,aligned,mixed_source_2024,aligned,0.0
131,source_policy_disagreement,GA,13.0,GA0680000,Habersham County Sheriff's Office,County,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,197.0,aligned,mixed_source_2024,aligned,0.0
132,source_policy_disagreement,GA,13.0,GA0510000,Effingham County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,193.0,aligned,mixed_source_2024,aligned,0.0
133,source_policy_disagreement,GA,13.0,GA0930000,Lumpkin County Sheriff's Office,County,True,True,2019-07-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,192.0,aligned,mixed_source_2024,aligned,0.0
134,source_policy_disagreement,GA,13.0,GA0600700,Fairburn Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,192.0,aligned,mixed_source_2024,aligned,0.0
135,source_policy_disagreement,GA,13.0,GA0430000,Decatur County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly,191.0,aligned,mixed_source_2024,aligned,0.0
136,source_policy_disagreement,GA,13.0,GA0730000,Hart County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,190.0,aligned,mixed_source_2024,aligned,0.0
137,source_policy_disagreement,GA,13.0,GA0840000,Jones County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,187.0,aligned,mixed_source_2024,aligned,0.0
138,source_policy_disagreement,GA,13.0,GA1120000,Pickens County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,187.0,aligned,mixed_source_2024,aligned,0.0
139,source_policy_disagreement,GA,13.0,GA1480000,Ware County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,187.0,aligned,mixed_source_2024,aligned,0.0
140,source_policy_disagreement,GA,13.0,GA0671000,Gwinnett County Public Schools,Other,True,True,2018-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,183.0,aligned,mixed_source_2024,aligned,0.0
141,source_policy_disagreement,GA,13.0,GA1290000,Sumter County Sheriff's Office,County,True,True,2018-01-01,True,True,srs_return_a_annual,full_monthly,180.0,aligned,mixed_source_2024,aligned,0.0
142,source_policy_disagreement,GA,13.0,GA0550000,Fannin County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,179.0,aligned,mixed_source_2024,aligned,0.0
143,source_policy_disagreement,GA,13.0,GA0010100,Baxley Police Department,City,True,True,2018-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,177.0,aligned,mixed_source_2024,aligned,0.0
144,source_policy_disagreement,GA,13.0,GA0030100,Alma Police Department,City,True,True,2018-11-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,174.0,aligned,mixed_source_2024,aligned,0.0
145,source_policy_disagreement,GA,13.0,GA1210400,Georgia Regents University,University or College,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,172.0,aligned,mixed_source_2024,aligned,0.0
146,source_policy_disagreement,GA,13.0,GA0530100,Swainsboro Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,170.0,aligned,mixed_source_2024,aligned,0.0
147,source_policy_disagreement,GA,13.0,GA0330000,Cobb County Sheriff's Office,County,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,168.0,aligned,mixed_source_2024,aligned,0.0
148,source_policy_disagreement,GA,13.0,GA0990000,Meriwether County Sheriff's Office,County,True,True,2019-01-01,True,True,srs_return_a_annual,full_monthly,164.0,aligned,mixed_source_2024,aligned,0.0
149,source_policy_disagreement,GA,13.0,GA1470200,Loganville Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,164.0,aligned,mixed_source_2024,aligned,0.0
150,source_policy_disagreement,GA,13.0,GA0800100,Hazlehurst Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly,161.0,aligned,mixed_source_2024,aligned,0.0
151,source_policy_disagreement,GA,13.0,GA0520100,Elberton Police Department,City,True,True,2018-11-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,160.0,aligned,mixed_source_2024,aligned,0.0
152,source_policy_disagreement,GA,13.0,GA0990100,Manchester Police Department,City,True,True,2018-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,160.0,aligned,mixed_source_2024,aligned,0.0
153,source_policy_disagreement,GA,13.0,GA0440900,Stone Mountain Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,157.0,aligned,mixed_source_2024,aligned,0.0
154,source_policy_disagreement,GA,13.0,GA1590000,Worth County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,156.0,aligned,mixed_source_2024,aligned,0.0
155,source_policy_disagreement,GA,13.0,GA0940000,McDuffie County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly,155.0,aligned,mixed_source_2024,aligned,0.0
156,source_policy_disagreement,GA,13.0,GA1010000,Mitchell County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,154.0,aligned,mixed_source_2024,aligned,0.0
157,source_policy_disagreement,GA,13.0,GA0710100,Bremen Police Department,City,True,True,2019-05-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,153.0,aligned,mixed_source_2024,aligned,0.0
158,source_policy_disagreement,GA,13.0,GA1170000,Putnam County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,152.0,aligned,mixed_source_2024,aligned,0.0
159,source_policy_disagreement,GA,13.0,GA0180000,Butts County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly,151.0,aligned,mixed_source_2024,aligned,0.0
160,source_policy_disagreement,GA,13.0,GA0100000,Berrien County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,149.0,aligned,mixed_source_2024,aligned,0.0
161,source_policy_disagreement,GA,13.0,GA0490100,Blakely Police Department,City,True,True,2019-07-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,149.0,aligned,mixed_source_2024,aligned,0.0
162,source_policy_disagreement,GA,13.0,GA0690400,Oakwood Police Department,City,True,True,2019-11-01,True,True,srs_return_a_annual,full_monthly,149.0,aligned,mixed_source_2024,aligned,0.0
163,source_policy_disagreement,GA,13.0,GA0790000,Jasper County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,148.0,aligned,mixed_source_2024,aligned,0.0
164,source_policy_disagreement,GA,13.0,GA1210600,Richmond County Board of Education,Other,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,142.0,aligned,mixed_source_2024,aligned,0.0
165,source_policy_disagreement,GA,13.0,GA0605400,Atlanta Public Schools,Other,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,141.0,aligned,mixed_source_2024,aligned,0.0
166,source_policy_disagreement,GA,13.0,GA1320000,Tattnall County Sheriff's Office,County,True,True,2019-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,138.0,aligned,mixed_source_2024,aligned,0.0
167,source_policy_disagreement,GA,13.0,GA0130000,Brantley County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,137.0,aligned,mixed_source_2024,aligned,0.0
168,source_policy_disagreement,GA,13.0,GA0100100,Nashville Police Department,City,True,True,2019-02-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,137.0,aligned,mixed_source_2024,aligned,0.0
169,source_policy_disagreement,GA,13.0,GA1150200,Rockmart Police Department,City,True,True,2018-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,131.0,aligned,mixed_source_2024,aligned,0.0
170,source_policy_disagreement,GA,13.0,GA0340100,Douglas Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,130.0,aligned,mixed_source_2024,aligned,0.0
171,source_policy_disagreement,GA,13.0,GA1570000,Wilkes County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly,129.0,aligned,mixed_source_2024,aligned,0.0
172,source_policy_disagreement,GA,13.0,GA0780600,Braselton Police Department,City,True,True,2018-09-01,True,True,srs_return_a_annual,full_monthly,128.0,aligned,mixed_source_2024,aligned,0.0
173,source_policy_disagreement,GA,13.0,GA0600900,Georgia State University,University or College,True,True,2019-05-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,128.0,aligned,mixed_source_2024,aligned,0.0
174,source_policy_disagreement,GA,13.0,GA1130000,Pierce County Sheriff's Office,County,True,True,2018-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,127.0,aligned,mixed_source_2024,aligned,0.0
175,source_policy_disagreement,GA,13.0,GA0860000,Lanier County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,126.0,aligned,mixed_source_2024,aligned,0.0
176,source_policy_disagreement,GA,13.0,GA0760300,Centerville Police Department,City,True,True,2019-01-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,125.0,aligned,mixed_source_2024,aligned,0.0
177,source_policy_disagreement,GA,13.0,GA0810000,Jefferson County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,124.0,aligned,mixed_source_2024,aligned,0.0
178,source_policy_disagreement,GA,13.0,GA0390000,Crawford County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly,123.0,aligned,mixed_source_2024,aligned,0.0
179,source_policy_disagreement,GA,13.0,GA0730100,Hartwell Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly,120.0,aligned,mixed_source_2024,aligned,0.0
180,source_policy_disagreement,GA,13.0,GA1040100,Madison Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,120.0,aligned,mixed_source_2024,aligned,0.0
181,source_policy_disagreement,GA,13.0,GA0950000,McIntosh County Sheriff's Office,County,True,True,2019-02-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,118.0,aligned,mixed_source_2024,aligned,0.0
182,source_policy_disagreement,GA,13.0,GA0590000,Franklin County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,116.0,aligned,mixed_source_2024,aligned,0.0
183,source_policy_disagreement,GA,13.0,GA0200000,Camden County Sheriff's Office,County,True,True,2021-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,115.0,aligned,mixed_source_2024,aligned,0.0
184,source_policy_disagreement,GA,13.0,GA0520000,Elbert County Sheriff's Office,County,True,True,2018-01-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,114.0,aligned,mixed_source_2024,aligned,0.0
185,source_policy_disagreement,GA,13.0,GA0120100,Cochran Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,114.0,aligned,mixed_source_2024,aligned,0.0
186,source_policy_disagreement,GA,13.0,GA1540000,White County Sheriff's Office,County,True,True,2018-01-01,True,True,srs_return_a_annual,full_monthly,113.0,aligned,mixed_source_2024,aligned,0.0
187,source_policy_disagreement,GA,13.0,GA0690300,Flowery Branch Police Department,City,True,True,2019-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,113.0,aligned,mixed_source_2024,aligned,0.0
188,source_policy_disagreement,GA,13.0,GA1010300,Pelham Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,113.0,aligned,mixed_source_2024,aligned,0.0
189,source_policy_disagreement,GA,13.0,GA0140000,Brooks County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,106.0,aligned,mixed_source_2024,aligned,0.0
190,source_policy_disagreement,GA,13.0,GA0210100,Metter Police Department,City,True,True,2019-05-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,104.0,aligned,mixed_source_2024,aligned,0.0
191,source_policy_disagreement,GA,13.0,GA1100100,Dallas Police Department,City,True,True,2019-02-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,104.0,aligned,mixed_source_2024,aligned,0.0
192,source_policy_disagreement,GA,13.0,GA0280300,Holly Springs Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,101.0,aligned,mixed_source_2024,aligned,0.0
193,source_policy_disagreement,GA,13.0,GA0090000,Ben Hill County Sheriff's Office,County,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,100.0,aligned,mixed_source_2024,aligned,0.0
194,source_policy_disagreement,GA,13.0,GA1170100,Eatonton Police Department,City,True,True,2019-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,98.0,aligned,mixed_source_2024,aligned,0.0
195,source_policy_disagreement,GA,13.0,GA0120000,Bleckley County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,97.0,aligned,mixed_source_2024,aligned,0.0
196,source_policy_disagreement,GA,13.0,GA0370000,Cook County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,97.0,aligned,mixed_source_2024,aligned,0.0
197,source_policy_disagreement,GA,13.0,GA1160000,Pulaski County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,95.0,aligned,mixed_source_2024,aligned,0.0
198,source_policy_disagreement,GA,13.0,GA0310600,Lake City Police Department,City,True,True,2018-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,93.0,aligned,mixed_source_2024,aligned,0.0
199,source_policy_disagreement,GA,13.0,GA0660000,Greene County Sheriff's Office,County,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,92.0,aligned,mixed_source_2024,aligned,0.0
200,source_policy_disagreement,GA,13.0,GA1190000,Rabun County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,91.0,aligned,mixed_source_2024,aligned,0.0
201,source_policy_disagreement,GA,13.0,GA0740000,Heard County Sheriff's Office,County,True,True,2018-11-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,90.0,aligned,mixed_source_2024,aligned,0.0
202,source_policy_disagreement,GA,13.0,GA0230200,Ringgold Police Department,City,True,True,2019-03-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,90.0,aligned,mixed_source_2024,aligned,0.0
203,source_policy_disagreement,GA,13.0,GA0170100,Waynesboro Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,87.0,aligned,mixed_source_2024,aligned,0.0
204,source_policy_disagreement,GA,13.0,GA1140000,Pike County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly,86.0,aligned,mixed_source_2024,aligned,0.0
205,source_policy_disagreement,GA,13.0,GA1010100,Camilla Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,85.0,aligned,mixed_source_2024,aligned,0.0
206,source_policy_disagreement,GA,13.0,GA0210000,Candler County Sheriff's Office,County,True,True,2019-06-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,82.0,aligned,mixed_source_2024,aligned,0.0
207,source_policy_disagreement,GA,13.0,GA0590200,Lavonia Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,82.0,aligned,mixed_source_2024,aligned,0.0
208,source_policy_disagreement,GA,13.0,GA0780200,Jefferson Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,82.0,aligned,mixed_source_2024,aligned,0.0
209,source_policy_disagreement,GA,13.0,GA0080200,Adairsville Police Department,City,True,True,2018-11-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,81.0,aligned,mixed_source_2024,aligned,0.0
210,source_policy_disagreement,GA,13.0,GA1590100,Sylvester Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable,81.0,aligned,mixed_source_2024,aligned,0.0
211,source_policy_disagreement,GA,13.0,GA1430000,Twiggs County Sheriff's Office,County,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,80.0,aligned,mixed_source_2024,aligned,0.0
212,source_policy_disagreement,GA,13.0,GA0270100,Summerville Police Department,City,True,True,2020-11-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,80.0,aligned,mixed_source_2024,aligned,0.0
213,source_policy_disagreement,GA,13.0,GA0540100,Claxton Police Department,City,True,True,2018-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,80.0,aligned,mixed_source_2024,aligned,0.0
214,source_policy_disagreement,GA,13.0,GA0331200,Kennesaw State University,University or College,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,80.0,aligned,mixed_source_2024,aligned,0.0
215,source_policy_disagreement,GA,13.0,GA1210300,Hephzibah Police Department,City,True,True,2020-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,78.0,aligned,mixed_source_2024,aligned,0.0
216,source_policy_disagreement,GA,13.0,GA1110200,Byron Police Department,City,True,True,2019-05-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,77.0,aligned,mixed_source_2024,aligned,0.0
217,source_policy_disagreement,GA,13.0,GA0440700,Lithonia Police Department,City,True,True,2019-05-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,76.0,aligned,mixed_source_2024,aligned,0.0
218,source_policy_disagreement,GA,13.0,GA1440000,Union County Sheriff's Office,County,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,74.0,aligned,mixed_source_2024,aligned,0.0
219,source_policy_disagreement,GA,13.0,GA0510200,Rincon Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,73.0,aligned,mixed_source_2024,aligned,0.0
220,source_policy_disagreement,GA,13.0,GA0603700,Fulton County School System,Other,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,72.0,aligned,mixed_source_2024,aligned,0.0
221,source_policy_disagreement,GA,13.0,GA0410000,Dade County Sheriff's Office,County,True,True,2024-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,71.0,aligned,mixed_source_2024,aligned,0.0
222,source_policy_disagreement,GA,13.0,GA0220400,Temple Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,71.0,aligned,mixed_source_2024,aligned,0.0
223,source_policy_disagreement,GA,13.0,GA0770100,Ocilla Police Department,City,True,True,2019-07-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,71.0,aligned,mixed_source_2024,aligned,0.0
224,source_policy_disagreement,GA,13.0,GA0160400,Georgia Southern University,University or College,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,71.0,aligned,mixed_source_2024,aligned,0.0
225,source_policy_disagreement,GA,13.0,GA1050000,Murray County Sheriff's Office,County,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,69.0,aligned,mixed_source_2024,aligned,0.0
226,source_policy_disagreement,GA,13.0,GA0140100,Quitman Police Department,City,True,True,2022-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,69.0,aligned,mixed_source_2024,aligned,0.0
227,source_policy_disagreement,GA,13.0,GA1120100,Jasper Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,67.0,aligned,mixed_source_2024,aligned,0.0
228,source_policy_disagreement,GA,13.0,GA1190100,Clayton Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,66.0,aligned,mixed_source_2024,aligned,0.0
229,source_policy_disagreement,GA,13.0,GA1500100,Sandersville Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,66.0,aligned,mixed_source_2024,aligned,0.0
230,source_policy_disagreement,GA,13.0,GA1340100,McRae Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,65.0,aligned,mixed_source_2024,aligned,0.0
231,source_policy_disagreement,GA,13.0,GA1540100,Cleveland Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,64.0,aligned,mixed_source_2024,aligned,0.0
232,source_policy_disagreement,GA,13.0,GA0601300,Fulton County Police Department,County,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,63.0,aligned,mixed_source_2024,aligned,0.0
233,source_policy_disagreement,GA,13.0,GA0650000,Grady County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,63.0,aligned,mixed_source_2024,aligned,0.0
234,source_policy_disagreement,GA,13.0,GA1030000,Montgomery County Sheriff's Office,County,True,True,2019-07-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,62.0,aligned,mixed_source_2024,aligned,0.0
235,source_policy_disagreement,GA,13.0,GA1350100,Dawson Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,62.0,aligned,mixed_source_2024,aligned,0.0
236,source_policy_disagreement,GA,13.0,GA0770000,Irwin County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,57.0,aligned,mixed_source_2024,aligned,0.0
237,source_policy_disagreement,GA,13.0,GA0070200,Auburn Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,56.0,aligned,mixed_source_2024,aligned,0.0
238,source_policy_disagreement,GA,13.0,GA0750300,Hampton Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,56.0,aligned,mixed_source_2024,aligned,0.0
239,source_policy_disagreement,GA,13.0,GA0920200,Hahira Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly,55.0,aligned,mixed_source_2024,aligned,0.0
240,source_policy_disagreement,GA,13.0,GA1110300,Fort Valley State University,University or College,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,55.0,aligned,mixed_source_2024,aligned,0.0
241,source_policy_disagreement,GA,13.0,GA1250000,Seminole County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,50.0,aligned,mixed_source_2024,aligned,0.0
242,source_policy_disagreement,GA,13.0,GA1530000,Wheeler County Sheriff's Office,County,True,True,2019-11-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,50.0,aligned,mixed_source_2024,aligned,0.0
243,source_policy_disagreement,GA,13.0,GA1400100,Soperton Police Department,City,True,True,2022-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,50.0,aligned,mixed_source_2024,aligned,0.0
244,source_policy_disagreement,GA,13.0,GA0920500,Valdosta State University,University or College,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,50.0,aligned,mixed_source_2024,aligned,0.0
245,source_policy_disagreement,GA,13.0,GA0020000,Atkinson County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,49.0,aligned,mixed_source_2024,aligned,0.0
246,source_policy_disagreement,GA,13.0,GA0250300,Savannah Police Department,City,True,True,2024-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,49.0,aligned,mixed_source_2024,aligned,0.0
247,source_policy_disagreement,GA,13.0,GA0671700,Georgia Gwinnett College,University or College,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,49.0,aligned,mixed_source_2024,aligned,0.0
248,source_policy_disagreement,GA,13.0,GA0331300,Cobb County Board of Education,Other,True,True,2019-10-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,48.0,aligned,mixed_source_2024,aligned,0.0
249,source_policy_disagreement,GA,13.0,GA1060400,Columbus State University,University or College,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,47.0,aligned,mixed_source_2024,aligned,0.0
250,source_policy_disagreement,GA,13.0,GA1020000,Monroe County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,46.0,aligned,mixed_source_2024,aligned,0.0
251,source_policy_disagreement,GA,13.0,GA0360100,Grovetown Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,46.0,aligned,mixed_source_2024,aligned,0.0
252,source_policy_disagreement,GA,13.0,GA0820100,Millen Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly,45.0,aligned,mixed_source_2024,aligned,0.0
253,source_policy_disagreement,GA,13.0,GA0220600,University of West Georgia,University or College,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,45.0,aligned,mixed_source_2024,aligned,0.0
254,source_policy_disagreement,GA,13.0,GA1300000,Talbot County Sheriff's Office,County,True,True,2019-04-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,44.0,aligned,mixed_source_2024,aligned,0.0
255,source_policy_disagreement,GA,13.0,GA0490000,Early County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,43.0,aligned,mixed_source_2024,aligned,0.0
256,source_policy_disagreement,GA,13.0,GA0610300,East Ellijay Police Department,City,True,True,2019-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,43.0,aligned,mixed_source_2024,aligned,0.0
