ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,preferred_source,preferred_count,preferred_months_reported,srs_months,nibrs_months,reported_count_srs,reported_count_nibrs,reporting_regime,usable_as_observed,current_row_is_true_partial,agency_year_lane_mixed
OH0050200,OH,GLOUSTER,local_police,1806.0,murder,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0050200,OH,GLOUSTER,local_police,1806.0,rape,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0050200,OH,GLOUSTER,local_police,1806.0,robbery,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0060000,OH,AUGLAIZE,sheriff,18911.0,aggravated_assault,srs_return_a_annual,3.0,11.0,11.0,11.0,3.0,3.0,true_partial,False,True,True
OH0060000,OH,AUGLAIZE,sheriff,18911.0,burglary,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0060000,OH,AUGLAIZE,sheriff,18911.0,larceny,srs_return_a_annual,10.0,11.0,11.0,11.0,10.0,10.0,true_partial,False,True,True
OH0060000,OH,AUGLAIZE,sheriff,18911.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0060000,OH,AUGLAIZE,sheriff,18911.0,murder,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0060000,OH,AUGLAIZE,sheriff,18911.0,rape,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0060000,OH,AUGLAIZE,sheriff,18911.0,robbery,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0060700,OH,NEW KNOXVILLE,local_police,917.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0060700,OH,NEW KNOXVILLE,local_police,917.0,burglary,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0060700,OH,NEW KNOXVILLE,local_police,917.0,larceny,srs_return_a_annual,3.0,5.0,5.0,5.0,3.0,3.0,true_partial,False,True,True
OH0060700,OH,NEW KNOXVILLE,local_police,917.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0060700,OH,NEW KNOXVILLE,local_police,917.0,murder,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0060700,OH,NEW KNOXVILLE,local_police,917.0,rape,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0060700,OH,NEW KNOXVILLE,local_police,917.0,robbery,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0070500,OH,POWHATAN POINT,local_police,1542.0,aggravated_assault,srs_return_a_annual,1.0,4.0,4.0,4.0,1.0,1.0,true_partial,False,True,True
OH0070500,OH,POWHATAN POINT,local_police,1542.0,burglary,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0070500,OH,POWHATAN POINT,local_police,1542.0,larceny,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0070500,OH,POWHATAN POINT,local_police,1542.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0070500,OH,POWHATAN POINT,local_police,1542.0,murder,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0070500,OH,POWHATAN POINT,local_police,1542.0,rape,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0070500,OH,POWHATAN POINT,local_police,1542.0,robbery,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0090300,OH,MIDDLETOWN,local_police,51630.0,aggravated_assault,srs_return_a_annual,45.0,8.0,8.0,8.0,45.0,45.0,true_partial,False,True,True
OH0090300,OH,MIDDLETOWN,local_police,51630.0,burglary,srs_return_a_annual,54.0,8.0,8.0,8.0,54.0,54.0,true_partial,False,True,True
OH0090300,OH,MIDDLETOWN,local_police,51630.0,larceny,srs_return_a_annual,419.0,8.0,8.0,8.0,419.0,419.0,true_partial,False,True,True
OH0090300,OH,MIDDLETOWN,local_police,51630.0,motor_vehicle_theft,srs_return_a_annual,30.0,8.0,8.0,8.0,30.0,30.0,true_partial,False,True,True
OH0090300,OH,MIDDLETOWN,local_police,51630.0,murder,nibrs_srs_equivalent_annual,0.0,8.0,8.0,8.0,0.0,0.0,true_partial,True,False,True
OH0090300,OH,MIDDLETOWN,local_police,51630.0,rape,srs_return_a_annual,4.0,8.0,8.0,8.0,4.0,4.0,true_partial,False,True,True
OH0090300,OH,MIDDLETOWN,local_police,51630.0,robbery,srs_return_a_annual,5.0,8.0,8.0,8.0,5.0,5.0,true_partial,False,True,True
OH0090700,OH,OXFORD,local_police,23732.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,2.0,2.0,2.0,0.0,0.0,true_partial,True,False,True
OH0090700,OH,OXFORD,local_police,23732.0,burglary,srs_return_a_annual,7.0,2.0,2.0,2.0,7.0,7.0,true_partial,False,True,True
OH0090700,OH,OXFORD,local_police,23732.0,larceny,srs_return_a_annual,19.0,2.0,2.0,2.0,19.0,19.0,true_partial,False,True,True
OH0090700,OH,OXFORD,local_police,23732.0,motor_vehicle_theft,srs_return_a_annual,1.0,2.0,2.0,2.0,1.0,1.0,true_partial,False,True,True
OH0090700,OH,OXFORD,local_police,23732.0,murder,nibrs_srs_equivalent_annual,0.0,2.0,2.0,2.0,0.0,0.0,true_partial,True,False,True
OH0090700,OH,OXFORD,local_police,23732.0,rape,srs_return_a_annual,1.0,2.0,2.0,2.0,1.0,1.0,true_partial,False,True,True
OH0090700,OH,OXFORD,local_police,23732.0,robbery,nibrs_srs_equivalent_annual,0.0,2.0,2.0,2.0,0.0,0.0,true_partial,True,False,True
OH0100000,OH,CARROLL,sheriff,22184.0,aggravated_assault,srs_return_a_annual,1.0,7.0,7.0,7.0,1.0,1.0,true_partial,False,True,True
OH0100000,OH,CARROLL,sheriff,22184.0,burglary,srs_return_a_annual,5.0,7.0,7.0,7.0,5.0,5.0,true_partial,False,True,True
OH0100000,OH,CARROLL,sheriff,22184.0,larceny,srs_return_a_annual,12.0,7.0,7.0,7.0,12.0,12.0,true_partial,False,True,True
OH0100000,OH,CARROLL,sheriff,22184.0,motor_vehicle_theft,srs_return_a_annual,1.0,7.0,7.0,7.0,1.0,1.0,true_partial,False,True,True
OH0100000,OH,CARROLL,sheriff,22184.0,murder,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0100000,OH,CARROLL,sheriff,22184.0,rape,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0100000,OH,CARROLL,sheriff,22184.0,robbery,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0131200,OH,OWENSVILLE,local_police,836.0,aggravated_assault,srs_return_a_annual,2.0,7.0,7.0,7.0,2.0,2.0,true_partial,False,True,True
OH0131200,OH,OWENSVILLE,local_police,836.0,burglary,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0131200,OH,OWENSVILLE,local_police,836.0,larceny,srs_return_a_annual,2.0,7.0,7.0,7.0,2.0,2.0,true_partial,False,True,True
OH0131200,OH,OWENSVILLE,local_police,836.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0131200,OH,OWENSVILLE,local_police,836.0,murder,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0131200,OH,OWENSVILLE,local_police,836.0,rape,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0131200,OH,OWENSVILLE,local_police,836.0,robbery,nibrs_srs_equivalent_annual,0.0,7.0,7.0,7.0,0.0,0.0,true_partial,True,False,True
OH0131300,OH,WILLIAMSBURG,local_police,2635.0,aggravated_assault,srs_return_a_annual,1.0,10.0,10.0,10.0,1.0,1.0,true_partial,False,True,True
OH0131300,OH,WILLIAMSBURG,local_police,2635.0,burglary,srs_return_a_annual,1.0,10.0,10.0,10.0,1.0,1.0,true_partial,False,True,True
OH0131300,OH,WILLIAMSBURG,local_police,2635.0,larceny,srs_return_a_annual,12.0,10.0,10.0,10.0,12.0,12.0,true_partial,False,True,True
OH0131300,OH,WILLIAMSBURG,local_police,2635.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,10.0,10.0,10.0,0.0,0.0,true_partial,True,False,True
OH0131300,OH,WILLIAMSBURG,local_police,2635.0,murder,nibrs_srs_equivalent_annual,0.0,10.0,10.0,10.0,0.0,0.0,true_partial,True,False,True
OH0131300,OH,WILLIAMSBURG,local_police,2635.0,rape,nibrs_srs_equivalent_annual,0.0,10.0,10.0,10.0,0.0,0.0,true_partial,True,False,True
OH0131300,OH,WILLIAMSBURG,local_police,2635.0,robbery,nibrs_srs_equivalent_annual,0.0,10.0,10.0,10.0,0.0,0.0,true_partial,True,False,True
OH0131600,OH,UNION TOWNSHIP,local_police,50747.0,aggravated_assault,srs_return_a_annual,4.0,10.0,10.0,10.0,4.0,4.0,true_partial,False,True,True
OH0131600,OH,UNION TOWNSHIP,local_police,50747.0,burglary,srs_return_a_annual,27.0,10.0,10.0,10.0,27.0,27.0,true_partial,False,True,True
OH0131600,OH,UNION TOWNSHIP,local_police,50747.0,larceny,srs_return_a_annual,456.0,10.0,10.0,10.0,456.0,456.0,true_partial,False,True,True
OH0131600,OH,UNION TOWNSHIP,local_police,50747.0,motor_vehicle_theft,srs_return_a_annual,11.0,10.0,10.0,10.0,11.0,11.0,true_partial,False,True,True
OH0131600,OH,UNION TOWNSHIP,local_police,50747.0,murder,nibrs_srs_equivalent_annual,0.0,10.0,10.0,10.0,0.0,0.0,true_partial,True,False,True
OH0131600,OH,UNION TOWNSHIP,local_police,50747.0,rape,srs_return_a_annual,17.0,10.0,10.0,10.0,17.0,17.0,true_partial,False,True,True
OH0131600,OH,UNION TOWNSHIP,local_police,50747.0,robbery,srs_return_a_annual,1.0,10.0,10.0,10.0,1.0,1.0,true_partial,False,True,True
OH0140300,OH,SABINA,local_police,2576.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0140300,OH,SABINA,local_police,2576.0,burglary,srs_return_a_annual,3.0,11.0,11.0,11.0,3.0,3.0,true_partial,False,True,True
OH0140300,OH,SABINA,local_police,2576.0,larceny,srs_return_a_annual,18.0,11.0,11.0,11.0,18.0,18.0,true_partial,False,True,True
OH0140300,OH,SABINA,local_police,2576.0,motor_vehicle_theft,srs_return_a_annual,2.0,11.0,11.0,11.0,2.0,2.0,true_partial,False,True,True
OH0140300,OH,SABINA,local_police,2576.0,murder,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0140300,OH,SABINA,local_police,2576.0,rape,srs_return_a_annual,1.0,11.0,11.0,11.0,1.0,1.0,true_partial,False,True,True
OH0140300,OH,SABINA,local_police,2576.0,robbery,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0150700,OH,SALINEVILLE,local_police,1228.0,aggravated_assault,srs_return_a_annual,1.0,9.0,9.0,9.0,1.0,1.0,true_partial,False,True,True
OH0150700,OH,SALINEVILLE,local_police,1228.0,burglary,srs_return_a_annual,3.0,9.0,9.0,9.0,3.0,3.0,true_partial,False,True,True
OH0150700,OH,SALINEVILLE,local_police,1228.0,larceny,srs_return_a_annual,12.0,9.0,9.0,9.0,12.0,12.0,true_partial,False,True,True
OH0150700,OH,SALINEVILLE,local_police,1228.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,9.0,9.0,9.0,0.0,0.0,true_partial,True,False,True
OH0150700,OH,SALINEVILLE,local_police,1228.0,murder,nibrs_srs_equivalent_annual,0.0,9.0,9.0,9.0,0.0,0.0,true_partial,True,False,True
OH0150700,OH,SALINEVILLE,local_police,1228.0,rape,nibrs_srs_equivalent_annual,0.0,9.0,9.0,9.0,0.0,0.0,true_partial,True,False,True
OH0150700,OH,SALINEVILLE,local_police,1228.0,robbery,nibrs_srs_equivalent_annual,0.0,9.0,9.0,9.0,0.0,0.0,true_partial,True,False,True
OH0151300,OH,WASHINGTONVILLE,local_police,753.0,aggravated_assault,srs_return_a_annual,1.0,3.0,3.0,3.0,1.0,1.0,true_partial,False,True,True
OH0151300,OH,WASHINGTONVILLE,local_police,753.0,burglary,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0151300,OH,WASHINGTONVILLE,local_police,753.0,larceny,srs_return_a_annual,1.0,3.0,3.0,3.0,1.0,1.0,true_partial,False,True,True
OH0151300,OH,WASHINGTONVILLE,local_police,753.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0151300,OH,WASHINGTONVILLE,local_police,753.0,murder,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0151300,OH,WASHINGTONVILLE,local_police,753.0,rape,srs_return_a_annual,1.0,3.0,3.0,3.0,1.0,1.0,true_partial,False,True,True
OH0151300,OH,WASHINGTONVILLE,local_police,753.0,robbery,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0181000,OH,BROOKLYN,local_police,11043.0,aggravated_assault,srs_return_a_annual,2.0,6.0,6.0,6.0,2.0,2.0,true_partial,False,True,True
OH0181000,OH,BROOKLYN,local_police,11043.0,burglary,srs_return_a_annual,4.0,6.0,6.0,6.0,4.0,4.0,true_partial,False,True,True
OH0181000,OH,BROOKLYN,local_police,11043.0,larceny,srs_return_a_annual,146.0,6.0,6.0,6.0,146.0,146.0,true_partial,False,True,True
OH0181000,OH,BROOKLYN,local_police,11043.0,motor_vehicle_theft,srs_return_a_annual,19.0,6.0,6.0,6.0,19.0,19.0,true_partial,False,True,True
OH0181000,OH,BROOKLYN,local_police,11043.0,murder,nibrs_srs_equivalent_annual,0.0,6.0,6.0,6.0,0.0,0.0,true_partial,True,False,True
OH0181000,OH,BROOKLYN,local_police,11043.0,rape,srs_return_a_annual,3.0,6.0,6.0,6.0,3.0,3.0,true_partial,False,True,True
OH0181000,OH,BROOKLYN,local_police,11043.0,robbery,srs_return_a_annual,2.0,6.0,6.0,6.0,2.0,2.0,true_partial,False,True,True
OH0181900,OH,FAIRVIEW PARK,local_police,16821.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0181900,OH,FAIRVIEW PARK,local_police,16821.0,burglary,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0181900,OH,FAIRVIEW PARK,local_police,16821.0,larceny,srs_return_a_annual,29.0,4.0,4.0,4.0,29.0,29.0,true_partial,False,True,True
OH0181900,OH,FAIRVIEW PARK,local_police,16821.0,motor_vehicle_theft,srs_return_a_annual,3.0,4.0,4.0,4.0,3.0,3.0,true_partial,False,True,True
OH0181900,OH,FAIRVIEW PARK,local_police,16821.0,murder,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0181900,OH,FAIRVIEW PARK,local_police,16821.0,rape,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0181900,OH,FAIRVIEW PARK,local_police,16821.0,robbery,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0183600,OH,NORTH ROYALTON,local_police,30752.0,aggravated_assault,srs_return_a_annual,3.0,11.0,11.0,11.0,3.0,3.0,true_partial,False,True,True
OH0183600,OH,NORTH ROYALTON,local_police,30752.0,burglary,srs_return_a_annual,5.0,11.0,11.0,11.0,5.0,5.0,true_partial,False,True,True
OH0183600,OH,NORTH ROYALTON,local_police,30752.0,larceny,srs_return_a_annual,30.0,11.0,11.0,11.0,30.0,30.0,true_partial,False,True,True
OH0183600,OH,NORTH ROYALTON,local_police,30752.0,motor_vehicle_theft,srs_return_a_annual,4.0,11.0,11.0,11.0,4.0,4.0,true_partial,False,True,True
OH0183600,OH,NORTH ROYALTON,local_police,30752.0,murder,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0183600,OH,NORTH ROYALTON,local_police,30752.0,rape,srs_return_a_annual,1.0,11.0,11.0,11.0,1.0,1.0,true_partial,False,True,True
OH0183600,OH,NORTH ROYALTON,local_police,30752.0,robbery,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0185500,OH,WARRENSVILLE HEIGHTS,local_police,13403.0,aggravated_assault,srs_return_a_annual,10.0,11.0,11.0,11.0,10.0,10.0,true_partial,False,True,True
OH0185500,OH,WARRENSVILLE HEIGHTS,local_police,13403.0,burglary,srs_return_a_annual,32.0,11.0,11.0,11.0,32.0,32.0,true_partial,False,True,True
OH0185500,OH,WARRENSVILLE HEIGHTS,local_police,13403.0,larceny,srs_return_a_annual,113.0,11.0,11.0,11.0,113.0,113.0,true_partial,False,True,True
OH0185500,OH,WARRENSVILLE HEIGHTS,local_police,13403.0,motor_vehicle_theft,srs_return_a_annual,45.0,11.0,11.0,11.0,45.0,45.0,true_partial,False,True,True
OH0185500,OH,WARRENSVILLE HEIGHTS,local_police,13403.0,murder,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0185500,OH,WARRENSVILLE HEIGHTS,local_police,13403.0,rape,srs_return_a_annual,3.0,11.0,11.0,11.0,3.0,3.0,true_partial,False,True,True
OH0185500,OH,WARRENSVILLE HEIGHTS,local_police,13403.0,robbery,srs_return_a_annual,9.0,11.0,11.0,11.0,9.0,9.0,true_partial,False,True,True
OH0220800,OH,MILAN,local_police,1363.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0220800,OH,MILAN,local_police,1363.0,burglary,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0220800,OH,MILAN,local_police,1363.0,larceny,srs_return_a_annual,2.0,4.0,4.0,4.0,2.0,2.0,true_partial,False,True,True
OH0220800,OH,MILAN,local_police,1363.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0220800,OH,MILAN,local_police,1363.0,murder,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0220800,OH,MILAN,local_police,1363.0,rape,srs_return_a_annual,2.0,4.0,4.0,4.0,2.0,2.0,true_partial,False,True,True
OH0220800,OH,MILAN,local_police,1363.0,robbery,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0260400,OH,SWANTON,local_police,3900.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0260400,OH,SWANTON,local_police,3900.0,burglary,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0260400,OH,SWANTON,local_police,3900.0,larceny,srs_return_a_annual,5.0,3.0,3.0,3.0,5.0,5.0,true_partial,False,True,True
OH0260400,OH,SWANTON,local_police,3900.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0260400,OH,SWANTON,local_police,3900.0,murder,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0260400,OH,SWANTON,local_police,3900.0,rape,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0260400,OH,SWANTON,local_police,3900.0,robbery,nibrs_srs_equivalent_annual,0.0,3.0,3.0,3.0,0.0,0.0,true_partial,True,False,True
OH0280500,OH,MIDDLEFIELD,local_police,2755.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,1.0,1.0,1.0,0.0,0.0,true_partial,True,False,True
OH0280500,OH,MIDDLEFIELD,local_police,2755.0,burglary,nibrs_srs_equivalent_annual,0.0,1.0,1.0,1.0,0.0,0.0,true_partial,True,False,True
OH0280500,OH,MIDDLEFIELD,local_police,2755.0,larceny,srs_return_a_annual,1.0,1.0,1.0,1.0,1.0,1.0,true_partial,False,True,True
OH0280500,OH,MIDDLEFIELD,local_police,2755.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,1.0,1.0,1.0,0.0,0.0,true_partial,True,False,True
OH0280500,OH,MIDDLEFIELD,local_police,2755.0,murder,nibrs_srs_equivalent_annual,0.0,1.0,1.0,1.0,0.0,0.0,true_partial,True,False,True
OH0280500,OH,MIDDLEFIELD,local_police,2755.0,rape,nibrs_srs_equivalent_annual,0.0,1.0,1.0,1.0,0.0,0.0,true_partial,True,False,True
OH0280500,OH,MIDDLEFIELD,local_police,2755.0,robbery,nibrs_srs_equivalent_annual,0.0,1.0,1.0,1.0,0.0,0.0,true_partial,True,False,True
OH0311400,OH,GOLF MANOR,local_police,3755.0,aggravated_assault,srs_return_a_annual,1.0,4.0,4.0,4.0,1.0,1.0,true_partial,False,True,True
OH0311400,OH,GOLF MANOR,local_police,3755.0,burglary,srs_return_a_annual,1.0,4.0,4.0,4.0,1.0,1.0,true_partial,False,True,True
OH0311400,OH,GOLF MANOR,local_police,3755.0,larceny,srs_return_a_annual,12.0,4.0,4.0,4.0,12.0,12.0,true_partial,False,True,True
OH0311400,OH,GOLF MANOR,local_police,3755.0,motor_vehicle_theft,srs_return_a_annual,5.0,4.0,4.0,4.0,5.0,5.0,true_partial,False,True,True
OH0311400,OH,GOLF MANOR,local_police,3755.0,murder,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0311400,OH,GOLF MANOR,local_police,3755.0,rape,srs_return_a_annual,1.0,4.0,4.0,4.0,1.0,1.0,true_partial,False,True,True
OH0311400,OH,GOLF MANOR,local_police,3755.0,robbery,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0412600,OH,SMITHFIELD TOWNSHIP,local_police,2350.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0412600,OH,SMITHFIELD TOWNSHIP,local_police,2350.0,burglary,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0412600,OH,SMITHFIELD TOWNSHIP,local_police,2350.0,larceny,srs_return_a_annual,5.0,5.0,5.0,5.0,5.0,5.0,true_partial,False,True,True
OH0412600,OH,SMITHFIELD TOWNSHIP,local_police,2350.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0412600,OH,SMITHFIELD TOWNSHIP,local_police,2350.0,murder,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0412600,OH,SMITHFIELD TOWNSHIP,local_police,2350.0,rape,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0412600,OH,SMITHFIELD TOWNSHIP,local_police,2350.0,robbery,nibrs_srs_equivalent_annual,0.0,5.0,5.0,5.0,0.0,0.0,true_partial,True,False,True
OH0420000,OH,KNOX,sheriff,43997.0,aggravated_assault,srs_return_a_annual,15.0,11.0,11.0,11.0,15.0,15.0,true_partial,False,True,True
OH0420000,OH,KNOX,sheriff,43997.0,burglary,srs_return_a_annual,20.0,11.0,11.0,11.0,20.0,20.0,true_partial,False,True,True
OH0420000,OH,KNOX,sheriff,43997.0,larceny,srs_return_a_annual,80.0,11.0,11.0,11.0,80.0,80.0,true_partial,False,True,True
OH0420000,OH,KNOX,sheriff,43997.0,motor_vehicle_theft,srs_return_a_annual,6.0,11.0,11.0,11.0,6.0,6.0,true_partial,False,True,True
OH0420000,OH,KNOX,sheriff,43997.0,murder,nibrs_srs_equivalent_annual,0.0,11.0,11.0,11.0,0.0,0.0,true_partial,True,False,True
OH0420000,OH,KNOX,sheriff,43997.0,rape,srs_return_a_annual,9.0,11.0,11.0,11.0,9.0,9.0,true_partial,False,True,True
OH0420000,OH,KNOX,sheriff,43997.0,robbery,srs_return_a_annual,1.0,11.0,11.0,11.0,1.0,1.0,true_partial,False,True,True
OH0420100,OH,MOUNT VERNON,local_police,16860.0,aggravated_assault,srs_return_a_annual,4.0,10.0,10.0,10.0,4.0,4.0,true_partial,False,True,True
OH0420100,OH,MOUNT VERNON,local_police,16860.0,burglary,srs_return_a_annual,5.0,10.0,10.0,10.0,5.0,5.0,true_partial,False,True,True
OH0420100,OH,MOUNT VERNON,local_police,16860.0,larceny,srs_return_a_annual,21.0,10.0,10.0,10.0,21.0,21.0,true_partial,False,True,True
OH0420100,OH,MOUNT VERNON,local_police,16860.0,motor_vehicle_theft,srs_return_a_annual,1.0,10.0,10.0,10.0,1.0,1.0,true_partial,False,True,True
OH0420100,OH,MOUNT VERNON,local_police,16860.0,murder,nibrs_srs_equivalent_annual,0.0,10.0,10.0,10.0,0.0,0.0,true_partial,True,False,True
OH0420100,OH,MOUNT VERNON,local_police,16860.0,rape,srs_return_a_annual,1.0,10.0,10.0,10.0,1.0,1.0,true_partial,False,True,True
OH0420100,OH,MOUNT VERNON,local_police,16860.0,robbery,nibrs_srs_equivalent_annual,0.0,10.0,10.0,10.0,0.0,0.0,true_partial,True,False,True
OH0431300,OH,WILLOUGHBY HILLS,local_police,9943.0,aggravated_assault,srs_return_a_annual,2.0,4.0,4.0,4.0,2.0,2.0,true_partial,False,True,True
OH0431300,OH,WILLOUGHBY HILLS,local_police,9943.0,burglary,srs_return_a_annual,1.0,4.0,4.0,4.0,1.0,1.0,true_partial,False,True,True
OH0431300,OH,WILLOUGHBY HILLS,local_police,9943.0,larceny,srs_return_a_annual,13.0,4.0,4.0,4.0,13.0,13.0,true_partial,False,True,True
OH0431300,OH,WILLOUGHBY HILLS,local_police,9943.0,motor_vehicle_theft,srs_return_a_annual,3.0,4.0,4.0,4.0,3.0,3.0,true_partial,False,True,True
OH0431300,OH,WILLOUGHBY HILLS,local_police,9943.0,murder,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0431300,OH,WILLOUGHBY HILLS,local_police,9943.0,rape,nibrs_srs_equivalent_annual,0.0,4.0,4.0,4.0,0.0,0.0,true_partial,True,False,True
OH0431300,OH,WILLOUGHBY HILLS,local_police,9943.0,robbery,srs_return_a_annual,1.0,4.0,4.0,4.0,1.0,1.0,true_partial,False,True,True
