ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,preferred_source,preferred_count,preferred_months_reported,srs_months,nibrs_months,reported_count_srs,reported_count_nibrs,reporting_regime,usable_as_observed,current_row_is_true_partial,agency_year_lane_mixed
KS1040100,KS,YATES CENTER,local_police,1337.0,aggravated_assault,nibrs_srs_equivalent_annual,1.0,9.0,7.0,9.0,1.0,1.0,true_partial,True,False,False
KS1040100,KS,YATES CENTER,local_police,1337.0,burglary,nibrs_srs_equivalent_annual,0.0,9.0,7.0,9.0,0.0,0.0,true_partial,True,False,False
KS1040100,KS,YATES CENTER,local_police,1337.0,larceny,nibrs_srs_equivalent_annual,2.0,9.0,7.0,9.0,2.0,2.0,true_partial,True,False,False
KS1040100,KS,YATES CENTER,local_police,1337.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,9.0,7.0,9.0,0.0,0.0,true_partial,True,False,False
KS1040100,KS,YATES CENTER,local_police,1337.0,murder,nibrs_srs_equivalent_annual,0.0,9.0,7.0,9.0,0.0,0.0,true_partial,True,False,False
KS1040100,KS,YATES CENTER,local_police,1337.0,rape,nibrs_srs_equivalent_annual,1.0,9.0,7.0,9.0,1.0,1.0,true_partial,True,False,False
KS1040100,KS,YATES CENTER,local_police,1337.0,robbery,nibrs_srs_equivalent_annual,0.0,9.0,7.0,9.0,0.0,0.0,true_partial,True,False,False
KS1050700,KS,KANSAS CITY KS COMM COLL,special_jurisdiction,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KS1050700,KS,KANSAS CITY KS COMM COLL,special_jurisdiction,0.0,burglary,nibrs_srs_equivalent_annual,1.0,12.0,11.0,12.0,1.0,1.0,true_partial,True,False,False
KS1050700,KS,KANSAS CITY KS COMM COLL,special_jurisdiction,0.0,larceny,nibrs_srs_equivalent_annual,13.0,12.0,11.0,12.0,13.0,13.0,true_partial,True,False,False
KS1050700,KS,KANSAS CITY KS COMM COLL,special_jurisdiction,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,6.0,12.0,11.0,12.0,6.0,6.0,true_partial,True,False,False
KS1050700,KS,KANSAS CITY KS COMM COLL,special_jurisdiction,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KS1050700,KS,KANSAS CITY KS COMM COLL,special_jurisdiction,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KS1050700,KS,KANSAS CITY KS COMM COLL,special_jurisdiction,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051100,KS,KS RACING GAMING COMM,unknown,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051100,KS,KS RACING GAMING COMM,unknown,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051100,KS,KS RACING GAMING COMM,unknown,0.0,larceny,nibrs_srs_equivalent_annual,3.0,12.0,3.0,12.0,3.0,3.0,true_partial,True,False,False
KS1051100,KS,KS RACING GAMING COMM,unknown,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051100,KS,KS RACING GAMING COMM,unknown,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051100,KS,KS RACING GAMING COMM,unknown,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051100,KS,KS RACING GAMING COMM,unknown,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051200,KS,USD KANSAS CITY,unknown,0.0,aggravated_assault,nibrs_srs_equivalent_annual,9.0,12.0,11.0,12.0,9.0,9.0,true_partial,True,False,False
KS1051200,KS,USD KANSAS CITY,unknown,0.0,burglary,nibrs_srs_equivalent_annual,2.0,12.0,11.0,12.0,2.0,2.0,true_partial,True,False,False
KS1051200,KS,USD KANSAS CITY,unknown,0.0,larceny,nibrs_srs_equivalent_annual,54.0,12.0,11.0,12.0,54.0,54.0,true_partial,True,False,False
KS1051200,KS,USD KANSAS CITY,unknown,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,12.0,11.0,12.0,1.0,1.0,true_partial,True,False,False
KS1051200,KS,USD KANSAS CITY,unknown,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KS1051200,KS,USD KANSAS CITY,unknown,0.0,rape,nibrs_srs_equivalent_annual,4.0,12.0,11.0,12.0,4.0,4.0,true_partial,True,False,False
KS1051200,KS,USD KANSAS CITY,unknown,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KSDI00200,KS,POTAWATOMI TRIBAL,local_police,0.0,aggravated_assault,nibrs_srs_equivalent_annual,10.0,12.0,11.0,12.0,10.0,10.0,true_partial,True,False,False
KSDI00200,KS,POTAWATOMI TRIBAL,local_police,0.0,burglary,nibrs_srs_equivalent_annual,1.0,12.0,11.0,12.0,1.0,1.0,true_partial,True,False,False
KSDI00200,KS,POTAWATOMI TRIBAL,local_police,0.0,larceny,nibrs_srs_equivalent_annual,14.0,12.0,11.0,12.0,14.0,14.0,true_partial,True,False,False
KSDI00200,KS,POTAWATOMI TRIBAL,local_police,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,3.0,12.0,11.0,12.0,3.0,3.0,true_partial,True,False,False
KSDI00200,KS,POTAWATOMI TRIBAL,local_police,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KSDI00200,KS,POTAWATOMI TRIBAL,local_police,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KSDI00200,KS,POTAWATOMI TRIBAL,local_police,0.0,robbery,nibrs_srs_equivalent_annual,1.0,12.0,11.0,12.0,1.0,1.0,true_partial,True,False,False
KSKHP0000,KS,HIGHWAY PATROL TROOP B,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,9.0,12.0,7.0,12.0,9.0,9.0,true_partial,True,False,False
KSKHP0000,KS,HIGHWAY PATROL TROOP B,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0000,KS,HIGHWAY PATROL TROOP B,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,7.0,12.0,1.0,1.0,true_partial,True,False,False
KSKHP0000,KS,HIGHWAY PATROL TROOP B,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0000,KS,HIGHWAY PATROL TROOP B,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0000,KS,HIGHWAY PATROL TROOP B,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0000,KS,HIGHWAY PATROL TROOP B,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0200,KS,HIGHWAY PATROL TROOP C,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,3.0,12.0,7.0,12.0,3.0,3.0,true_partial,True,False,False
KSKHP0200,KS,HIGHWAY PATROL TROOP C,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0200,KS,HIGHWAY PATROL TROOP C,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,7.0,12.0,1.0,1.0,true_partial,True,False,False
KSKHP0200,KS,HIGHWAY PATROL TROOP C,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,12.0,7.0,12.0,1.0,1.0,true_partial,True,False,False
KSKHP0200,KS,HIGHWAY PATROL TROOP C,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0200,KS,HIGHWAY PATROL TROOP C,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0200,KS,HIGHWAY PATROL TROOP C,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0300,KS,HIGHWAY PATROL TROOP D,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,9.0,12.0,7.0,12.0,9.0,9.0,true_partial,True,False,False
KSKHP0300,KS,HIGHWAY PATROL TROOP D,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,1.0,12.0,7.0,12.0,1.0,1.0,true_partial,True,False,False
KSKHP0300,KS,HIGHWAY PATROL TROOP D,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0300,KS,HIGHWAY PATROL TROOP D,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0300,KS,HIGHWAY PATROL TROOP D,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0300,KS,HIGHWAY PATROL TROOP D,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0300,KS,HIGHWAY PATROL TROOP D,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0400,KS,HIGHWAY PATROL TROOP H,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,16.0,12.0,8.0,12.0,16.0,16.0,true_partial,True,False,False
KSKHP0400,KS,HIGHWAY PATROL TROOP H,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0400,KS,HIGHWAY PATROL TROOP H,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0400,KS,HIGHWAY PATROL TROOP H,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0400,KS,HIGHWAY PATROL TROOP H,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0400,KS,HIGHWAY PATROL TROOP H,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0400,KS,HIGHWAY PATROL TROOP H,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0500,KS,HIGHWAY PATROL TROOP F,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,12.0,12.0,10.0,12.0,12.0,12.0,true_partial,True,False,False
KSKHP0500,KS,HIGHWAY PATROL TROOP F,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0500,KS,HIGHWAY PATROL TROOP F,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,3.0,12.0,10.0,12.0,3.0,3.0,true_partial,True,False,False
KSKHP0500,KS,HIGHWAY PATROL TROOP F,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0500,KS,HIGHWAY PATROL TROOP F,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0500,KS,HIGHWAY PATROL TROOP F,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0500,KS,HIGHWAY PATROL TROOP F,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0700,KS,HIGHWAY PATROL TROOP G,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,7.0,12.0,11.0,12.0,7.0,7.0,true_partial,True,False,False
KSKHP0700,KS,HIGHWAY PATROL TROOP G,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0700,KS,HIGHWAY PATROL TROOP G,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,14.0,12.0,11.0,12.0,14.0,14.0,true_partial,True,False,False
KSKHP0700,KS,HIGHWAY PATROL TROOP G,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,3.0,12.0,11.0,12.0,3.0,3.0,true_partial,True,False,False
KSKHP0700,KS,HIGHWAY PATROL TROOP G,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0700,KS,HIGHWAY PATROL TROOP G,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0700,KS,HIGHWAY PATROL TROOP G,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0800,KS,HIGHWAY PATROL CAPITOL,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,4.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0800,KS,HIGHWAY PATROL CAPITOL,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,4.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0800,KS,HIGHWAY PATROL CAPITOL,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,4.0,12.0,4.0,12.0,4.0,4.0,true_partial,True,False,False
KSKHP0800,KS,HIGHWAY PATROL CAPITOL,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,2.0,12.0,4.0,12.0,2.0,2.0,true_partial,True,False,False
KSKHP0800,KS,HIGHWAY PATROL CAPITOL,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,4.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0800,KS,HIGHWAY PATROL CAPITOL,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,4.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP0800,KS,HIGHWAY PATROL CAPITOL,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,4.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP1100,KS,HIGHWAY PATROL TROOP N,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,1.0,12.0,1.0,12.0,1.0,1.0,true_partial,True,False,False
KSKHP1100,KS,HIGHWAY PATROL TROOP N,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP1100,KS,HIGHWAY PATROL TROOP N,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP1100,KS,HIGHWAY PATROL TROOP N,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP1100,KS,HIGHWAY PATROL TROOP N,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP1100,KS,HIGHWAY PATROL TROOP N,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHP1100,KS,HIGHWAY PATROL TROOP N,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
KSKHPQ000,KS,HIGHWAY PATROL HEADQUAR,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,1.0,6.0,1.0,6.0,1.0,1.0,true_partial,True,False,False
KSKHPQ000,KS,HIGHWAY PATROL HEADQUAR,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,6.0,1.0,6.0,0.0,0.0,true_partial,True,False,False
KSKHPQ000,KS,HIGHWAY PATROL HEADQUAR,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,0.0,6.0,1.0,6.0,0.0,0.0,true_partial,True,False,False
KSKHPQ000,KS,HIGHWAY PATROL HEADQUAR,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,6.0,1.0,6.0,0.0,1.0,true_partial,True,False,False
KSKHPQ000,KS,HIGHWAY PATROL HEADQUAR,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,6.0,1.0,6.0,0.0,0.0,true_partial,True,False,False
KSKHPQ000,KS,HIGHWAY PATROL HEADQUAR,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,6.0,1.0,6.0,0.0,0.0,true_partial,True,False,False
KSKHPQ000,KS,HIGHWAY PATROL HEADQUAR,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,6.0,1.0,6.0,0.0,0.0,true_partial,True,False,False
KY0010000,KY,ADAIR,sheriff,14779.0,aggravated_assault,nibrs_srs_equivalent_annual,2.0,12.0,7.0,12.0,2.0,2.0,true_partial,True,False,False
KY0010000,KY,ADAIR,sheriff,14779.0,burglary,nibrs_srs_equivalent_annual,2.0,12.0,7.0,12.0,2.0,2.0,true_partial,True,False,False
KY0010000,KY,ADAIR,sheriff,14779.0,larceny,nibrs_srs_equivalent_annual,2.0,12.0,7.0,12.0,2.0,2.0,true_partial,True,False,False
KY0010000,KY,ADAIR,sheriff,14779.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,12.0,7.0,12.0,1.0,1.0,true_partial,True,False,False
KY0010000,KY,ADAIR,sheriff,14779.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KY0010000,KY,ADAIR,sheriff,14779.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KY0010000,KY,ADAIR,sheriff,14779.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,7.0,12.0,0.0,0.0,true_partial,True,False,False
KY0010100,KY,COLUMBIA,local_police,4995.0,aggravated_assault,nibrs_srs_equivalent_annual,3.0,12.0,9.0,12.0,3.0,3.0,true_partial,True,False,False
KY0010100,KY,COLUMBIA,local_police,4995.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
KY0010100,KY,COLUMBIA,local_police,4995.0,larceny,nibrs_srs_equivalent_annual,3.0,12.0,9.0,12.0,3.0,3.0,true_partial,True,False,False
KY0010100,KY,COLUMBIA,local_police,4995.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,3.0,12.0,9.0,12.0,3.0,3.0,true_partial,True,False,False
KY0010100,KY,COLUMBIA,local_police,4995.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
KY0010100,KY,COLUMBIA,local_police,4995.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
KY0010100,KY,COLUMBIA,local_police,4995.0,robbery,nibrs_srs_equivalent_annual,1.0,12.0,9.0,12.0,1.0,1.0,true_partial,True,False,False
KY0050200,KY,CAVE CITY,local_police,2451.0,aggravated_assault,cius_publication_annual,0.0,12.0,6.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0050200,KY,CAVE CITY,local_police,2451.0,burglary,cius_publication_annual,2.0,12.0,6.0,12.0,2.0,2.0,annual_only_but_usable,True,False,False
KY0050200,KY,CAVE CITY,local_police,2451.0,larceny,cius_publication_annual,1.0,12.0,6.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0050200,KY,CAVE CITY,local_police,2451.0,motor_vehicle_theft,cius_publication_annual,3.0,12.0,6.0,12.0,3.0,3.0,annual_only_but_usable,True,False,False
KY0050200,KY,CAVE CITY,local_police,2451.0,murder,cius_publication_annual,0.0,12.0,6.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0050200,KY,CAVE CITY,local_police,2451.0,rape,cius_publication_annual,0.0,12.0,6.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0050200,KY,CAVE CITY,local_police,2451.0,robbery,cius_publication_annual,1.0,12.0,6.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0060100,KY,OWINGSVILLE,local_police,1598.0,aggravated_assault,cius_publication_annual,2.0,12.0,7.0,12.0,2.0,2.0,annual_only_but_usable,True,False,False
KY0060100,KY,OWINGSVILLE,local_police,1598.0,burglary,cius_publication_annual,1.0,12.0,7.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0060100,KY,OWINGSVILLE,local_police,1598.0,larceny,cius_publication_annual,4.0,12.0,7.0,12.0,4.0,4.0,annual_only_but_usable,True,False,False
KY0060100,KY,OWINGSVILLE,local_police,1598.0,motor_vehicle_theft,cius_publication_annual,1.0,12.0,7.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0060100,KY,OWINGSVILLE,local_police,1598.0,murder,cius_publication_annual,0.0,12.0,7.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0060100,KY,OWINGSVILLE,local_police,1598.0,rape,cius_publication_annual,0.0,12.0,7.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0060100,KY,OWINGSVILLE,local_police,1598.0,robbery,cius_publication_annual,0.0,12.0,7.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0090200,KY,MILLERSBURG,local_police,799.0,aggravated_assault,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0090200,KY,MILLERSBURG,local_police,799.0,burglary,cius_publication_annual,5.0,12.0,11.0,12.0,5.0,5.0,annual_only_but_usable,True,False,False
KY0090200,KY,MILLERSBURG,local_police,799.0,larceny,cius_publication_annual,5.0,12.0,11.0,12.0,5.0,5.0,annual_only_but_usable,True,False,False
KY0090200,KY,MILLERSBURG,local_police,799.0,motor_vehicle_theft,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0090200,KY,MILLERSBURG,local_police,799.0,murder,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0090200,KY,MILLERSBURG,local_police,799.0,rape,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0090200,KY,MILLERSBURG,local_police,799.0,robbery,cius_publication_annual,1.0,12.0,11.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0120100,KY,AUGUSTA,local_police,1143.0,aggravated_assault,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120100,KY,AUGUSTA,local_police,1143.0,burglary,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120100,KY,AUGUSTA,local_police,1143.0,larceny,cius_publication_annual,4.0,12.0,11.0,12.0,4.0,4.0,annual_only_but_usable,True,False,False
KY0120100,KY,AUGUSTA,local_police,1143.0,motor_vehicle_theft,cius_publication_annual,1.0,12.0,11.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0120100,KY,AUGUSTA,local_police,1143.0,murder,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120100,KY,AUGUSTA,local_police,1143.0,rape,cius_publication_annual,1.0,12.0,11.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0120100,KY,AUGUSTA,local_police,1143.0,robbery,cius_publication_annual,0.0,12.0,11.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120200,KY,BROOKSVILLE,local_police,662.0,aggravated_assault,cius_publication_annual,1.0,12.0,3.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
KY0120200,KY,BROOKSVILLE,local_police,662.0,burglary,cius_publication_annual,0.0,12.0,3.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120200,KY,BROOKSVILLE,local_police,662.0,larceny,cius_publication_annual,0.0,12.0,3.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120200,KY,BROOKSVILLE,local_police,662.0,motor_vehicle_theft,cius_publication_annual,0.0,12.0,3.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120200,KY,BROOKSVILLE,local_police,662.0,murder,cius_publication_annual,0.0,12.0,3.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120200,KY,BROOKSVILLE,local_police,662.0,rape,cius_publication_annual,0.0,12.0,3.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0120200,KY,BROOKSVILLE,local_police,662.0,robbery,cius_publication_annual,0.0,12.0,3.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
KY0130000,KY,BREATHITT,sheriff,11241.0,aggravated_assault,nibrs_srs_equivalent_annual,1.0,12.0,11.0,12.0,1.0,1.0,true_partial,True,False,False
KY0130000,KY,BREATHITT,sheriff,11241.0,burglary,nibrs_srs_equivalent_annual,3.0,12.0,11.0,12.0,3.0,3.0,true_partial,True,False,False
KY0130000,KY,BREATHITT,sheriff,11241.0,larceny,nibrs_srs_equivalent_annual,6.0,12.0,11.0,12.0,6.0,6.0,true_partial,True,False,False
KY0130000,KY,BREATHITT,sheriff,11241.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,12.0,11.0,12.0,1.0,1.0,true_partial,True,False,False
KY0130000,KY,BREATHITT,sheriff,11241.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KY0130000,KY,BREATHITT,sheriff,11241.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KY0130000,KY,BREATHITT,sheriff,11241.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
KY0130100,KY,JACKSON,local_police,2179.0,aggravated_assault,cius_publication_annual,1.0,12.0,11.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
