ori9,year,header_months,agency_indicator,city_name,header_population,state_abbr,in_nibrs_lane,in_srs_lane,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,defect,absent_from_both_lanes
NB0180200,2024,10,city,sutton,1454.0,NB,False,True,SUTTON,local_police,1454.0,035,47955,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KS0870700,2024,1,city,colwich,1449.0,KS,False,True,COLWICH,local_police,1509.0,173,15100,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0350400,2024,5,city,west liberty,1436.0,WV,False,True,WEST LIBERTY,local_police,1541.0,069,85876,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA0542800,2024,12,city,tower city,1432.0,PA,False,True,TOWER CITY,local_police,1433.0,107,77184,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0610200,2024,12,city,starbuck,1420.0,MN,False,True,STARBUCK,local_police,1435.0,121,62500,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0190600,2024,12,city,waterman,1417.0,IL,False,True,WATERMAN,local_police,1498.0,037,79163,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MT0060000,2024,12,county,ekalaka,1409.0,MT,False,True,CARTER,sheriff,1443.0,011,99011,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1660300,2024,12,city,thorndale,1399.0,TX,False,True,THORNDALE,local_police,1399.0,331,72776,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ME0151700,2024,12,city,milbridge,1395.0,ME,False,True,MILBRIDGE,local_police,1407.0,029,45600,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KY0290100,2024,12,city,burkesville,1394.0,KY,False,True,BURKESVILLE,local_police,1473.0,057,11098,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0141300,2024,12,city,germantown,1383.0,IL,False,True,GERMANTOWN,local_police,1383.0,027,29041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KS0190200,2024,1,city,arma,1376.0,KS,False,True,ARMA,local_police,1432.0,037,02375,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL1011000,2024,12,city,durand,1365.0,IL,False,True,DURAND,local_police,1393.0,201,21280,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0100300,2024,6,city,ravenna,1363.0,NB,False,True,RAVENNA,local_police,1430.0,019,40710,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0730300,2024,12,city,rosebud,1354.0,TX,False,True,ROSEBUD,local_police,1376.0,145,63188,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0030200,2024,8,city,fairfax,1351.0,SC,False,True,FAIRFAX,local_police,1706.0,005,24370,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0800400,2024,12,city,menahga,1347.0,MN,False,True,MENAHGA,local_police,1359.0,159,41660,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0871900,2024,1,city,pemberville,1334.0,OH,False,True,PEMBERVILLE,local_police,1427.0,173,61504,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0250600,2024,1,city,barneveld,1329.0,WI,False,True,BARNEVELD,local_police,1329.0,049,04775,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0912100,2024,12,city,tioga,1327.0,TX,False,True,TIOGA,local_police,1327.0,181,73112,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0330500,2024,6,city,forest,1324.0,OH,False,True,FOREST,local_police,1442.0,065,27636,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SD0310000,2024,12,county,buffalo,1321.0,SD,False,True,HARDING,sheriff,1346.0,063,99063,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SD0290100,2024,12,city,miller,1319.0,SD,False,True,MILLER,local_police,1361.0,059,42460,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ND0510300,2024,8,city,burlington,1312.0,ND,False,True,BURLINGTON,local_police,1312.0,101,10940,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0600500,2024,12,city,goodman,1311.0,MO,False,True,GOODMAN,local_police,1311.0,119,27874,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0450200,2024,7,city,atkinson,1311.0,NB,False,True,ATKINSON,local_police,1311.0,089,02550,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OR0200700,2024,1,city,coburg,1311.0,OR,False,True,COBURG,local_police,1314.0,039,14400,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0190100,2024,12,city,clinton,1304.0,LA,False,True,CLINTON,local_police,1516.0,037,15990,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CO0290000,2024,9,county,walden,1297.0,CO,False,True,JACKSON,sheriff,1395.0,057,99057,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0560200,2024,1,city,bernice,1295.0,LA,False,True,BERNICE,local_police,1630.0,111,07030,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0381100,2024,10,city,,1288.0,IL,False,True,CLIFTON,local_police,1288.0,075,14936,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0750000,2024,4,county,bassett,1287.0,NB,False,True,ROCK,sheriff,1421.0,149,99149,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ID0130000,2024,11,county,fairfield,1284.0,ID,False,True,CAMAS,sheriff,1284.0,025,99025,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NC0630300,2024,4,city,robbins,1281.0,NC,False,True,ROBBINS,local_police,1281.0,125,57000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO1050300,2024,12,city,reeds spring,1278.0,MO,False,True,REEDS SPRING,local_police,1278.0,209,61112,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CO0460200,2024,10,city,ridgway,1270.0,CO,False,True,RIDGWAY,local_police,1270.0,091,64200,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0550500,2024,1,city,pierce city,1270.0,MO,False,True,PIERCE CITY,local_police,1311.0,109,57494,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0380400,2024,6,city,onarga,1269.0,IL,False,True,ONARGA,local_police,1308.0,075,56081,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0100100,2024,3,city,ansted,1259.0,WV,False,True,ANSTED,local_police,1345.0,019,01996,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0700200,2024,5,city,plainview,1258.0,NB,False,True,PLAINVIEW,local_police,1272.0,139,39170,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0100400,2024,9,city,mount hope,1257.0,WV,False,True,MOUNT HOPE,local_police,1297.0,019,56404,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CO0480000,2024,12,county,holyoke,1251.0,CO,False,True,PHILLIPS,sheriff,1251.0,095,99095,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MA0070400,2024,12,city,chester,1231.0,MA,False,True,CHESTER,local_police,1388.0,013,13485,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0440200,2024,7,city,,1226.0,IN,False,True,TOPEKA,local_police,1228.0,087,76184,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NM0090400,2024,12,city,hurley,1221.0,NM,False,True,HURLEY,local_police,1232.0,017,33850,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1380300,2024,10,city,munday,1216.0,TX,False,True,MUNDAY,local_police,1287.0,275,50040,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0030200,2024,7,city,rock port,1212.0,MO,False,True,ROCK PORT,local_police,1251.0,005,62696,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OK0230700,2024,12,city,shattuck,1199.0,OK,False,True,SHATTUCK,local_police,1284.0,045,66750,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CO0450400,2024,6,city,fowler,1196.0,CO,False,True,FOWLER,local_police,1240.0,089,27975,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX2300300,2024,12,city,ore city,1196.0,TX,False,True,ORE CITY,local_police,1266.0,459,54216,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0060300,2024,12,city,clio,1194.0,AL,False,True,CLIO,local_police,1491.0,005,15640,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0170200,2024,12,city,palestine,1194.0,IL,False,True,PALESTINE,local_police,1285.0,033,57277,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0493300,2024,12,city,barrington,1193.0,IL,False,True,TOWER LAKES,local_police,1246.0,097,75874,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI3266600,2024,12,city,pigeon,1192.0,MI,False,True,PIGEON,local_police,1205.0,063,64060,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
VA0830200,2024,5,city,honaker,1190.0,VA,False,True,HONAKER,local_police,1343.0,167,38280,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0600200,2024,10,city,battle creek,1183.0,NB,False,True,BATTLE CREEK,local_police,1201.0,119,03250,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0200100,2024,11,city,basile,1180.0,LA,False,True,BASILE,local_police,1810.0,039,04580,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0221100,2024,8,city,hazel green,1177.0,WI,False,True,HAZEL GREEN,local_police,1230.0,043,33525,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0071600,2024,1,city,bethesda,1176.0,OH,False,True,BETHESDA,local_police,1231.0,013,06138,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MA0082000,2024,12,city,worthington,1175.0,MA,False,True,WORTHINGTON,local_police,1198.0,015,82175,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0830000,2024,2,county,harrison,1172.0,NB,False,True,SIOUX,sheriff,1199.0,165,99165,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0230400,2024,1,city,,1171.0,WI,False,True,MONTICELLO,local_police,1204.0,045,54000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0460300,2024,11,city,long beach,1170.0,IN,False,True,LONG BEACH,local_police,1188.0,091,44784,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0640700,2024,1,city,,1170.0,IN,False,True,OGDEN DUNES,local_police,1170.0,127,56088,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0090100,2024,12,city,ashland,1164.0,IL,False,True,ASHLAND,local_police,1203.0,017,02505,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1521100,2024,12,city,ransom canyon,1149.0,TX,False,True,RANSOM CANYON,local_police,1157.0,303,60672,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0450100,2024,11,city,fort deposit,1129.0,AL,False,True,FORT DEPOSIT,local_police,1165.0,085,27520,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0412200,2024,1,city,hammondsville,1124.0,OH,False,True,SALINE TOWNSHIP,local_police,1272.0,081,70086,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA0222100,2024,10,city,middletown,1124.0,PA,False,True,ROYALTON,local_police,1131.0,043,66560,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0912200,2024,12,city,southmayd,1114.0,TX,False,True,SOUTHMAYD,local_police,1196.0,181,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0140600,2024,12,city,albers,1111.0,IL,False,True,ALBERS,local_police,1152.0,027,00555,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0562500,2024,12,city,woodstock,1111.0,IL,False,True,BULL VALLEY,local_police,1122.0,111,09531,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0842900,2024,2,city,,1109.0,TX,False,True,TIKI ISLAND,local_police,1109.0,167,72989,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0140600,2024,11,city,,1104.0,TX,False,True,ROGERS,local_police,1255.0,027,62924,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0110500,2024,12,city,assumption,1103.0,IL,False,True,ASSUMPTION,local_police,1172.0,021,02609,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1940300,2024,12,city,bogata,1102.0,TX,False,True,BOGATA,local_police,1102.0,387,09172,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0900400,2024,12,city,hopedale,1101.0,IL,False,True,HOPEDALE,local_police,1101.0,179,36126,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0970300,2024,12,city,norris city,1094.0,IL,False,True,NORRIS CITY,local_police,1203.0,193,53403,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0410100,2024,12,city,,1093.0,MN,False,True,TYLER,local_police,1111.0,081,66046,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0930100,2024,11,city,appleton city,1092.0,MO,False,True,APPLETON CITY,local_police,1111.0,185,01522,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0580100,2024,12,city,blue mound,1076.0,IL,False,True,BLUE MOUND,local_police,1088.0,115,06756,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MA0021500,2024,2,city,monterey,1076.0,MA,False,True,MONTEREY,local_police,1091.0,003,42460,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0340200,2024,12,city,atwater,1073.0,MN,False,True,ATWATER,local_police,1117.0,067,02692,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0470200,2024,12,city,eden valley,1072.0,MN,False,True,EDEN VALLEY,local_police,1089.0,093,18134,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0600700,2024,1,city,sibley,1064.0,LA,False,True,SIBLEY,local_police,1161.0,119,70175,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0570700,2024,12,city,danvers,1063.0,IL,False,True,DANVERS,local_police,1110.0,113,18537,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1890000,2024,12,county,marfa,1063.0,TX,False,True,PRESIDIO,sheriff,1248.0,377,99377,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0710100,2024,5,city,stover,1062.0,MO,False,True,STOVER,local_police,1096.0,141,71044,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ND0180600,2024,10,city,thompson,1060.0,ND,False,True,THOMPSON,local_police,1086.0,035,78660,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KY0450400,2024,12,city,south shore,1056.0,KY,False,True,SOUTH SHORE,local_police,1061.0,089,72210,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
UT0210300,2024,11,city,,1054.0,UT,False,True,AURORA,local_police,1065.0,041,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WA0380900,2024,12,city,palouse,1050.0,WA,False,True,PALOUSE,local_police,1084.0,075,52950,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0110600,2024,2,city,edinburg,1049.0,IL,False,True,EDINBURG,local_police,1112.0,021,22645,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0240500,2024,11,city,green lake,1030.0,WI,False,True,GREEN LAKE,local_police,1030.0,047,31300,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
UT0201200,2024,7,city,spring city,1028.0,UT,False,True,SPRING CITY,local_police,1111.0,039,71730,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX2101600,2024,12,city,,1021.0,TX,False,True,TENAHA,local_police,1153.0,419,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0040200,2024,10,city,audubon,1013.0,NJ,False,True,AUDUBON PARK,local_police,1039.0,007,02230,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NH0084000,2024,12,city,new castle,1001.0,NH,False,True,NEW CASTLE,local_police,1004.0,015,50980,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI7859600,2024,12,city,morrice,999.0,MI,False,True,MORRICE,local_police,999.0,155,55560,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0600400,2024,11,city,tilden,987.0,NB,False,True,TILDEN,local_police,987.0,119,48935,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0600400,2024,8,city,south west city,986.0,MO,False,True,SOUTHWEST CITY,local_police,986.0,119,69230,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1550200,2024,8,city,tunnel hill,982.0,GA,False,True,TUNNEL HILL,local_police,982.0,313,77736,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KY0900200,2024,12,city,bloomfield,982.0,KY,False,True,BLOOMFIELD,local_police,1088.0,179,07516,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
