ori9,state_fips,state_abbr,offense,reported_count_cius,observation_weight_cius,mean_months_reported_cius,conversion_status_cius,cius_reference_flag_cius,reported_count_local_publication,observation_weight_local_publication,mean_months_reported_local_publication,conversion_status_local_publication,reported_count_state_publication,observation_weight_state_publication,mean_months_reported_state_publication,conversion_status_state_publication,reported_count_srs,observation_weight_srs,mean_months_reported_srs,conversion_status_srs,cius_reference_flag_summary,reported_count_nibrs,observation_weight_nibrs,mean_months_reported_nibrs,reporting_regime,preferred_source_by_regime,srs_months_reported,nibrs_months_reported,srs_observation_weight,nibrs_observation_weight,source_override_applied,published_nibrs_official_count,published_nibrs_agency_type,preferred_source,preferred_count,preferred_observation_weight,preferred_months_reported,preferred_source_lane,preferred_reporting_mode,preferred_conversion_status,preferred_source_family,preferred_source_origin,preferred_raw_data_source,preferred_state_exception_flag,preferred_cius_reference_flag,usable_as_observed,current_row_is_true_partial,year,months,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,zero_count
MO0940800,29,MO,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,LEADWOOD,local_police,1197.0,187,41078,srs_agency_header,True
MO0940800,29,MO,murder,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,LEADWOOD,local_police,1197.0,187,41078,srs_agency_header,True
MO0940800,29,MO,rape,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,LEADWOOD,local_police,1197.0,187,41078,srs_agency_header,True
MO0940800,29,MO,robbery,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,LEADWOOD,local_police,1197.0,187,41078,srs_agency_header,True
MO0941600,29,MO,murder,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,LEADINGTON,local_police,783.0,187,41024,srs_agency_header,True
MO0941600,29,MO,rape,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,LEADINGTON,local_police,783.0,187,41024,srs_agency_header,True
MO0941600,29,MO,robbery,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,LEADINGTON,local_police,783.0,187,41024,srs_agency_header,True
MO0950100,29,MO,burglary,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,WASHINGTON UNIVERSITY,local_police,,189,01612,srs_agency_header,True
MO0950100,29,MO,murder,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,WASHINGTON UNIVERSITY,local_police,,189,01612,srs_agency_header,True
MO0950100,29,MO,rape,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,WASHINGTON UNIVERSITY,local_police,,189,01612,srs_agency_header,True
MO0950100,29,MO,robbery,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,WASHINGTON UNIVERSITY,local_police,,189,01612,srs_agency_header,True
MO0950500,29,MO,aggravated_assault,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,BEL NOR,local_police,1453.0,189,04348,srs_agency_header,True
MO0950500,29,MO,burglary,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,BEL NOR,local_police,1453.0,189,04348,srs_agency_header,True
MO0950500,29,MO,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,BEL NOR,local_police,1453.0,189,04348,srs_agency_header,True
MO0950500,29,MO,murder,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,BEL NOR,local_police,1453.0,189,04348,srs_agency_header,True
MO0950500,29,MO,rape,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,BEL NOR,local_police,1453.0,189,04348,srs_agency_header,True
MO0950500,29,MO,robbery,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,BEL NOR,local_police,1453.0,189,04348,srs_agency_header,True
MO0950800,29,MO,murder,,,,,,,,,,,,,,0.0,0.8,10.0,as_released_return_a,False,0.0,0.8,10.0,true_partial,srs_return_a_annual,10.0,10.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,10.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,10.0,BRECKENRIDGE HILLS,local_police,4612.0,189,08164,srs_agency_header,True
MO0951100,29,MO,murder,,,,,,,,,,,,,,0.0,0.25,5.0,as_released_return_a,False,0.0,0.25,5.0,true_partial,srs_return_a_annual,5.0,5.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,5.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,5.0,CALVERTON PARK,local_police,1276.0,189,10612,srs_agency_header,True
MO0951100,29,MO,rape,,,,,,,,,,,,,,0.0,0.25,5.0,as_released_return_a,False,0.0,0.25,5.0,true_partial,srs_return_a_annual,5.0,5.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,5.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,5.0,CALVERTON PARK,local_police,1276.0,189,10612,srs_agency_header,True
MO1010100,29,MO,murder,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,CHAFFEE,local_police,3017.0,201,12988,srs_agency_header,True
MO1010100,29,MO,rape,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,CHAFFEE,local_police,3017.0,201,12988,srs_agency_header,True
MO1010100,29,MO,robbery,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,CHAFFEE,local_police,3017.0,201,12988,srs_agency_header,True
MO1010900,29,MO,murder,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,MINER,local_police,947.0,201,48656,srs_agency_header,True
MO1010900,29,MO,rape,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,MINER,local_police,947.0,201,48656,srs_agency_header,True
MO1010900,29,MO,robbery,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,MINER,local_police,947.0,201,48656,srs_agency_header,True
MO1100000,29,MO,robbery,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,WARREN,sheriff,22385.0,219,99219,srs_agency_header,True
MO1110000,29,MO,murder,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,WASHINGTON,sheriff,22355.0,221,99221,srs_agency_header,True
MO1110000,29,MO,rape,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,WASHINGTON,sheriff,22355.0,221,99221,srs_agency_header,True
MO1110000,29,MO,robbery,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,WASHINGTON,sheriff,22355.0,221,99221,srs_agency_header,True
MS0251600,28,MS,aggravated_assault,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,UNIV OF MS MEDICAL CTR,special_jurisdiction,0.0,049,36000,srs_agency_header,True
MS0251600,28,MS,murder,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,UNIV OF MS MEDICAL CTR,special_jurisdiction,0.0,049,36000,srs_agency_header,True
MS0251600,28,MS,rape,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,UNIV OF MS MEDICAL CTR,special_jurisdiction,0.0,049,36000,srs_agency_header,True
MTDI05000,30,MT,rape,,,,,,,,,,,,,,0.0,0.5,7.0,as_released_return_a,False,0.0,0.5,7.0,true_partial,srs_return_a_annual,7.0,7.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,7.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,7.0,CROW AGENCY,local_police,0.0,003,18250,srs_agency_header,True
MTDI05000,30,MT,robbery,,,,,,,,,,,,,,0.0,0.5,7.0,as_released_return_a,False,0.0,0.5,7.0,true_partial,srs_return_a_annual,7.0,7.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,7.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,7.0,CROW AGENCY,local_police,0.0,003,18250,srs_agency_header,True
MTDI05100,30,MT,larceny,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,NORTHERN CHEYENNE AGENCY,local_police,0.0,087,42250,srs_agency_header,True
MTDI05100,30,MT,murder,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,NORTHERN CHEYENNE AGENCY,local_police,0.0,087,42250,srs_agency_header,True
MTDI05100,30,MT,rape,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,NORTHERN CHEYENNE AGENCY,local_police,0.0,087,42250,srs_agency_header,True
MTDI05100,30,MT,robbery,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,NORTHERN CHEYENNE AGENCY,local_police,0.0,087,42250,srs_agency_header,True
NB0060100,31,NE,aggravated_assault,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,ALBION,local_police,1721.0,011,00555,srs_agency_header,True
NB0060100,31,NE,burglary,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,ALBION,local_police,1721.0,011,00555,srs_agency_header,True
NB0060100,31,NE,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,ALBION,local_police,1721.0,011,00555,srs_agency_header,True
NB0060100,31,NE,murder,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,ALBION,local_police,1721.0,011,00555,srs_agency_header,True
NB0060100,31,NE,rape,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,ALBION,local_police,1721.0,011,00555,srs_agency_header,True
NB0060100,31,NE,robbery,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,ALBION,local_police,1721.0,011,00555,srs_agency_header,True
NB0070000,31,NE,larceny,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,BOX BUTTE,sheriff,2740.0,013,99013,srs_agency_header,True
NB0070000,31,NE,murder,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,BOX BUTTE,sheriff,2740.0,013,99013,srs_agency_header,True
NB0070000,31,NE,rape,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,BOX BUTTE,sheriff,2740.0,013,99013,srs_agency_header,True
NB0070000,31,NE,robbery,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,BOX BUTTE,sheriff,2740.0,013,99013,srs_agency_header,True
NB0180000,31,NE,burglary,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,CLAY,sheriff,3829.0,035,99035,srs_agency_header,True
NB0180000,31,NE,larceny,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,CLAY,sheriff,3829.0,035,99035,srs_agency_header,True
NB0180000,31,NE,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,CLAY,sheriff,3829.0,035,99035,srs_agency_header,True
NB0180000,31,NE,murder,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,0.0,0.25,1.0,true_partial,srs_return_a_annual,1.0,1.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,1.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,1.0,CLAY,sheriff,3829.0,035,99035,srs_agency_header,True
