ori9,state_fips,state_abbr,offense,reported_count_cius,observation_weight_cius,mean_months_reported_cius,conversion_status_cius,cius_reference_flag_cius,reported_count_local_publication,observation_weight_local_publication,mean_months_reported_local_publication,conversion_status_local_publication,reported_count_state_publication,observation_weight_state_publication,mean_months_reported_state_publication,conversion_status_state_publication,reported_count_srs,observation_weight_srs,mean_months_reported_srs,conversion_status_srs,cius_reference_flag_summary,reported_count_nibrs,observation_weight_nibrs,mean_months_reported_nibrs,reporting_regime,preferred_source_by_regime,srs_months_reported,nibrs_months_reported,srs_observation_weight,nibrs_observation_weight,source_override_applied,published_nibrs_official_count,published_nibrs_agency_type,preferred_source,preferred_count,preferred_observation_weight,preferred_months_reported,preferred_source_lane,preferred_reporting_mode,preferred_conversion_status,preferred_source_family,preferred_source_origin,preferred_raw_data_source,preferred_state_exception_flag,preferred_cius_reference_flag,usable_as_observed,current_row_is_true_partial,year,months,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,zero_count
AK0011600,02,AK,murder,,,,,,,,,,,,,,0.0,0.8,10.0,as_released_return_a,False,0.0,0.8,10.0,true_partial,srs_return_a_annual,10.0,10.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,10.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,10.0,KOTZEBUE,local_police,3273.0,188,41830,srs_agency_header,True
AK0011600,02,AK,robbery,,,,,,,,,,,,,,0.0,0.8,10.0,as_released_return_a,False,0.0,0.8,10.0,true_partial,srs_return_a_annual,10.0,10.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,10.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,10.0,KOTZEBUE,local_police,3273.0,188,41830,srs_agency_header,True
AL0520000,01,AL,murder,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,MORGAN,sheriff,45139.0,103,99103,srs_agency_header,True
AL0520000,01,AL,robbery,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,MORGAN,sheriff,45139.0,103,99103,srs_agency_header,True
AL0630200,01,AL,murder,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,NORTHPORT,local_police,31081.0,125,55200,srs_agency_header,True
AL0660000,01,AL,murder,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,WILCOX,sheriff,7908.0,131,99131,srs_agency_header,True
AL0660000,01,AL,rape,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,WILCOX,sheriff,7908.0,131,99131,srs_agency_header,True
AL0660000,01,AL,robbery,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,0.0,0.8,11.0,true_partial,srs_return_a_annual,11.0,11.0,0.8,0.8,False,,,nibrs_srs_equivalent_annual,0.0,0.8,11.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,11.0,WILCOX,sheriff,7908.0,131,99131,srs_agency_header,True
ALDI00300,01,AL,burglary,,,,,,,,,,,,,,0.0,0.25,4.0,as_released_return_a,False,0.0,0.25,4.0,true_partial,srs_return_a_annual,4.0,4.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,4.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,4.0,POARCH CREEK TRIBAL,local_police,0.0,053,03004,srs_agency_header,True
ALDI00300,01,AL,murder,,,,,,,,,,,,,,0.0,0.25,4.0,as_released_return_a,False,0.0,0.25,4.0,true_partial,srs_return_a_annual,4.0,4.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,4.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,4.0,POARCH CREEK TRIBAL,local_police,0.0,053,03004,srs_agency_header,True
ALDI00300,01,AL,rape,,,,,,,,,,,,,,0.0,0.25,4.0,as_released_return_a,False,0.0,0.25,4.0,true_partial,srs_return_a_annual,4.0,4.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,4.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,4.0,POARCH CREEK TRIBAL,local_police,0.0,053,03004,srs_agency_header,True
ALDI00300,01,AL,robbery,,,,,,,,,,,,,,0.0,0.25,4.0,as_released_return_a,False,0.0,0.25,4.0,true_partial,srs_return_a_annual,4.0,4.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,4.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,4.0,POARCH CREEK TRIBAL,local_police,0.0,053,03004,srs_agency_header,True
AR0090400,05,AR,aggravated_assault,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LAKE CHICOT,unknown,,,,,True
AR0090400,05,AR,burglary,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LAKE CHICOT,unknown,,,,,True
AR0090400,05,AR,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LAKE CHICOT,unknown,,,,,True
AR0090400,05,AR,murder,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LAKE CHICOT,unknown,,,,,True
AR0090400,05,AR,rape,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LAKE CHICOT,unknown,,,,,True
AR0090400,05,AR,robbery,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LAKE CHICOT,unknown,,,,,True
AR0210100,05,AR,rape,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,MCGEHEE,local_police,3775.0,041,42770,srs_agency_header,True
AR0210100,05,AR,robbery,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,MCGEHEE,local_police,3775.0,041,42770,srs_agency_header,True
AR0350400,05,AR,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,UNIV OF AR PINE BLUFF,special_jurisdiction,0.0,069,55310,srs_agency_header,True
AR0350400,05,AR,murder,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,UNIV OF AR PINE BLUFF,special_jurisdiction,0.0,069,55310,srs_agency_header,True
AR0350400,05,AR,rape,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,UNIV OF AR PINE BLUFF,special_jurisdiction,0.0,069,55310,srs_agency_header,True
AR0350400,05,AR,robbery,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,UNIV OF AR PINE BLUFF,special_jurisdiction,0.0,069,55310,srs_agency_header,True
AR0380100,05,AR,murder,,,,,,,,,,,,,,0.0,0.5,6.0,as_released_return_a,False,0.0,0.5,6.0,true_partial,srs_return_a_annual,6.0,6.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,6.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,6.0,WALNUT RIDGE,local_police,5575.0,075,72890,srs_agency_header,True
AR0390400,05,AR,aggravated_assault,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LOUISIANA PU,unknown,,,,,True
AR0390400,05,AR,burglary,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LOUISIANA PU,unknown,,,,,True
AR0390400,05,AR,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LOUISIANA PU,unknown,,,,,True
AR0390400,05,AR,murder,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LOUISIANA PU,unknown,,,,,True
AR0390400,05,AR,rape,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LOUISIANA PU,unknown,,,,,True
AR0390400,05,AR,robbery,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,STATE PARK LOUISIANA PU,unknown,,,,,True
AR0620000,05,AR,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.5,7.0,as_released_return_a,False,0.0,0.5,7.0,true_partial,srs_return_a_annual,7.0,7.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,7.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,7.0,ST FRANCIS,sheriff,9511.0,123,99123,srs_agency_header,True
AR0620000,05,AR,murder,,,,,,,,,,,,,,0.0,0.5,7.0,as_released_return_a,False,0.0,0.5,7.0,true_partial,srs_return_a_annual,7.0,7.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,7.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,7.0,ST FRANCIS,sheriff,9511.0,123,99123,srs_agency_header,True
AR0620000,05,AR,robbery,,,,,,,,,,,,,,0.0,0.5,7.0,as_released_return_a,False,0.0,0.5,7.0,true_partial,srs_return_a_annual,7.0,7.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,7.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,7.0,ST FRANCIS,sheriff,9511.0,123,99123,srs_agency_header,True
AR0740100,05,AR,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,AUGUSTA,local_police,1958.0,147,02740,srs_agency_header,True
AR0740100,05,AR,robbery,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,AUGUSTA,local_police,1958.0,147,02740,srs_agency_header,True
AZ0020000,04,AZ,murder,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,COCHISE,sheriff,50515.0,003,99003,srs_agency_header,True
AZ0020000,04,AZ,rape,,,,,,,,,,,,,,0.0,0.5,8.0,as_released_return_a,False,0.0,0.5,8.0,true_partial,srs_return_a_annual,8.0,8.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,8.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,8.0,COCHISE,sheriff,50515.0,003,99003,srs_agency_header,True
AZ0030000,04,AZ,robbery,,,,,,,,,,,,,,0.0,0.5,7.0,as_released_return_a,False,0.0,0.5,7.0,true_partial,srs_return_a_annual,7.0,7.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,7.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,7.0,COCONINO,sheriff,55166.0,005,99005,srs_agency_header,True
AZ0050100,04,AZ,aggravated_assault,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,9.0,,0.5,,False,,,srs_return_a_annual,0.0,0.5,9.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,9.0,PIMA,local_police,3100.0,009,55560,srs_agency_header,True
AZ0050100,04,AZ,murder,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,9.0,,0.5,,False,,,srs_return_a_annual,0.0,0.5,9.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,9.0,PIMA,local_police,3100.0,009,55560,srs_agency_header,True
AZ0050100,04,AZ,rape,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,9.0,,0.5,,False,,,srs_return_a_annual,0.0,0.5,9.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,9.0,PIMA,local_police,3100.0,009,55560,srs_agency_header,True
AZ0050100,04,AZ,robbery,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,9.0,,0.5,,False,,,srs_return_a_annual,0.0,0.5,9.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,9.0,PIMA,local_police,3100.0,009,55560,srs_agency_header,True
AZ0111100,04,AZ,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,MAMMOTH,local_police,1740.0,021,43990,srs_agency_header,True
AZ0111100,04,AZ,murder,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,MAMMOTH,local_police,1740.0,021,43990,srs_agency_header,True
AZ0111100,04,AZ,rape,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,MAMMOTH,local_police,1740.0,021,43990,srs_agency_header,True
AZ0111100,04,AZ,robbery,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,MAMMOTH,local_police,1740.0,021,43990,srs_agency_header,True
AZ0120000,04,AZ,rape,,,,,,,,,,,,,,0.0,0.5,9.0,as_released_return_a,False,0.0,0.5,9.0,true_partial,srs_return_a_annual,9.0,9.0,0.5,0.5,False,,,nibrs_srs_equivalent_annual,0.0,0.5,9.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,9.0,SANTA CRUZ,sheriff,30404.0,023,99023,srs_agency_header,True
AZ0150000,04,AZ,murder,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,LA PAZ,sheriff,14288.0,012,99012,srs_agency_header,True
AZ0150000,04,AZ,rape,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,LA PAZ,sheriff,14288.0,012,99012,srs_agency_header,True
AZ0150000,04,AZ,robbery,,,,,,,,,,,,,,0.0,0.25,3.0,as_released_return_a,False,0.0,0.25,3.0,true_partial,srs_return_a_annual,3.0,3.0,0.25,0.25,False,,,nibrs_srs_equivalent_annual,0.0,0.25,3.0,reported_nibrs_rollup,annual_srs_equivalent_rollup,srs_rules_rollup_from_nibrs,nibrs_rollup_annual,nibrs_rollup,kaplan_fbi_nibrs_master_segments,False,False,True,False,2024,3.0,LA PAZ,sheriff,14288.0,012,99012,srs_agency_header,True
CA0011600,06,CA,motor_vehicle_theft,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,UPRR ALAMEDA COUNTY,special_jurisdiction,0.0,001,99001,srs_agency_header,True
CA0011600,06,CA,murder,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,UPRR ALAMEDA COUNTY,special_jurisdiction,0.0,001,99001,srs_agency_header,True
CA0011600,06,CA,rape,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,UPRR ALAMEDA COUNTY,special_jurisdiction,0.0,001,99001,srs_agency_header,True
CA0011600,06,CA,robbery,,,,,,,,,,,,,,0.0,0.8,11.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,11.0,,0.8,,False,,,srs_return_a_annual,0.0,0.8,11.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,11.0,UPRR ALAMEDA COUNTY,special_jurisdiction,0.0,001,99001,srs_agency_header,True
CA0040600,06,CA,aggravated_assault,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,UPRR BUTTE COUNTY,special_jurisdiction,0.0,007,13014,srs_agency_header,True
CA0040600,06,CA,larceny,,,,,,,,,,,,,,0.0,0.25,1.0,as_released_return_a,False,,,,true_partial,srs_return_a_annual,1.0,,0.25,,False,,,srs_return_a_annual,0.0,0.25,1.0,reported_srs_summary,annual_summary,as_released_return_a,summary_annual,srs,kaplan_openicpsr_srs_return_a,False,False,False,False,2024,1.0,UPRR BUTTE COUNTY,special_jurisdiction,0.0,007,13014,srs_agency_header,True
