ori9,year,source,n_offense_rows,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source
MS0480400,2024,state_publication_annual,2,SMITHVILLE,local_police,722.0,095,,fbi_cde_agency_roster
MS0500000,2024,state_publication_annual,5,NESHOBA,sheriff,22079.0,099,99099,srs_agency_header
MS0500100,2024,state_publication_annual,6,PHILADELPHIA,local_police,7243.0,099,56960,srs_agency_header
MS0510300,2024,state_publication_annual,2,UNION,local_police,1992.0,101,75360,srs_agency_header
MS0520000,2024,state_publication_annual,4,NOXUBEE,sheriff,8130.0,103,99103,srs_agency_header
MS0530000,2024,state_publication_annual,6,OKTIBBEHA,sheriff,27345.0,105,99105,srs_agency_header
MS0540000,2024,state_publication_annual,6,PANOLA,sheriff,24964.0,107,99107,srs_agency_header
MS0540100,2018,cius_publication_annual,6,BATESVILLE,local_police,7272.0,107,03620,srs_agency_header
MS0550000,2024,state_publication_annual,6,PEARL RIVER,sheriff,44071.0,109,99109,srs_agency_header
MS0550200,2024,state_publication_annual,6,POPLARVILLE,local_police,2945.0,109,59480,srs_agency_header
MS0570000,2024,state_publication_annual,6,PIKE,sheriff,24313.0,113,99113,srs_agency_header
MS0570300,2018,cius_publication_annual,6,SUMMIT,local_police,1593.0,113,71480,srs_agency_header
MS0570300,2019,cius_publication_annual,6,SUMMIT,local_police,1593.0,113,71480,srs_agency_header
MS0580100,2024,state_publication_annual,5,PONTOTOC,local_police,6297.0,115,59160,srs_agency_header
MS0590000,2024,state_publication_annual,6,PRENTISS,sheriff,14668.0,117,99117,srs_agency_header
MS0590100,2018,cius_publication_annual,6,BOONEVILLE,local_police,9075.0,117,07780,srs_agency_header
MS0590100,2019,cius_publication_annual,6,BOONEVILLE,local_police,9075.0,117,07780,srs_agency_header
MS0610200,2024,state_publication_annual,1,PEARL,local_police,28453.0,121,55760,srs_agency_header
MS0610400,2024,state_publication_annual,6,FLOWOOD,local_police,10824.0,121,25100,srs_agency_header
MS0610500,2024,state_publication_annual,5,RICHLAND,local_police,7486.0,121,62400,srs_agency_header
MS0610600,2018,cius_publication_annual,6,FLORENCE,local_police,4811.0,121,24980,srs_agency_header
MS0610600,2024,state_publication_annual,2,FLORENCE,local_police,4811.0,121,24980,srs_agency_header
MS0620100,2024,state_publication_annual,6,FOREST,local_police,5648.0,123,25340,srs_agency_header
MS0620200,2024,state_publication_annual,5,MORTON,local_police,3622.0,123,49080,srs_agency_header
MS0630000,2024,state_publication_annual,1,SHARKEY,sheriff,2428.0,125,99125,srs_agency_header
MS0640200,2024,state_publication_annual,5,MENDENHALL,local_police,2423.0,127,46600,srs_agency_header
MS0650000,2024,state_publication_annual,5,SMITH,sheriff,16016.0,129,99129,srs_agency_header
MS0660100,2018,cius_publication_annual,6,WIGGINS,local_police,4618.0,131,80160,srs_agency_header
MS0660100,2024,state_publication_annual,6,WIGGINS,local_police,4618.0,131,80160,srs_agency_header
MS0690000,2024,state_publication_annual,6,TATE,sheriff,19242.0,137,99137,srs_agency_header
MS0690100,2024,state_publication_annual,5,SENATOBIA,local_police,8316.0,137,66440,srs_agency_header
MS0700300,2024,state_publication_annual,3,WALNUT,local_police,733.0,139,77480,srs_agency_header
MS0710000,2024,state_publication_annual,6,TISHOMINGO,sheriff,16573.0,141,99141,srs_agency_header
MS0710100,2018,cius_publication_annual,6,IUKA,local_police,3073.0,141,35300,srs_agency_header
MS0710100,2019,cius_publication_annual,6,IUKA,local_police,3073.0,141,35300,srs_agency_header
MS0710100,2024,state_publication_annual,5,IUKA,local_police,3073.0,141,35300,srs_agency_header
MS0720100,2024,state_publication_annual,4,TUNICA,local_police,958.0,143,74760,srs_agency_header
MS0730100,2024,state_publication_annual,5,NEW ALBANY,local_police,8867.0,145,51000,srs_agency_header
MS0750100,2018,cius_publication_annual,6,VICKSBURG,local_police,22298.0,149,76720,srs_agency_header
MS0750100,2019,cius_publication_annual,6,VICKSBURG,local_police,22298.0,149,76720,srs_agency_header
MS0770000,2024,state_publication_annual,5,WAYNE,sheriff,15515.0,153,99153,srs_agency_header
MS0780000,2024,state_publication_annual,5,WEBSTER,sheriff,7668.0,155,99155,srs_agency_header
MS0780100,2024,state_publication_annual,4,EUPORA,local_police,2098.0,155,23420,srs_agency_header
MS0780300,2024,state_publication_annual,2,MATHISTON,local_police,863.0,155,45720,srs_agency_header
MS0800100,2024,state_publication_annual,6,LOUISVILLE,local_police,6231.0,159,42280,srs_agency_header
MS0810100,2024,state_publication_annual,6,WATER VALLEY,local_police,3384.0,161,78000,srs_agency_header
MS0810300,2024,state_publication_annual,4,OAKLAND,local_police,499.0,161,,fbi_cde_agency_roster
MT0160100,2019,cius_publication_annual,6,BOZEMAN,local_police,58509.0,031,08950,srs_agency_header
MT0210100,2019,cius_publication_annual,6,HAVRE,local_police,9821.0,041,35050,srs_agency_header
MT0560100,2019,cius_publication_annual,6,BILLINGS,local_police,122105.0,111,06550,srs_agency_header
NC0010100,2018,cius_publication_annual,6,BURLINGTON,local_police,60906.0,001,09060,srs_agency_header
NC0070400,2018,cius_publication_annual,6,CHOCOWINITY,local_police,794.0,013,12580,srs_agency_header
NC0080200,2018,cius_publication_annual,6,WINDSOR,local_police,3485.0,015,74680,srs_agency_header
NC0100200,2018,cius_publication_annual,6,SHALLOTTE,local_police,5548.0,019,60800,srs_agency_header
NC0100800,2018,cius_publication_annual,6,OCEAN ISLE BEACH,local_police,1019.0,019,48700,srs_agency_header
NC0101300,2018,cius_publication_annual,6,LELAND,local_police,33162.0,019,37680,srs_agency_header
NC0110100,2018,cius_publication_annual,6,ASHEVILLE,local_police,95219.0,021,02140,srs_agency_header
NC0110300,2018,cius_publication_annual,6,BILTMORE FOREST,local_police,1448.0,021,05880,srs_agency_header
NC0110400,2018,cius_publication_annual,6,WEAVERVILLE,local_police,4732.0,021,71560,srs_agency_header
NC0110600,2018,cius_publication_annual,6,WOODFIN,local_police,8133.0,021,75280,srs_agency_header
NC0120200,2018,cius_publication_annual,6,VALDESE,local_police,4703.0,023,69520,srs_agency_header
NC0120300,2018,cius_publication_annual,6,DREXEL,local_police,1859.0,023,17860,srs_agency_header
NC0130100,2018,cius_publication_annual,6,CONCORD,local_police,111922.0,025,14100,srs_agency_header
NC0130200,2018,cius_publication_annual,6,KANNAPOLIS,local_police,60725.0,025,35200,srs_agency_header
NC0140100,2018,cius_publication_annual,6,GRANITE FALLS,local_police,4923.0,027,27420,srs_agency_header
NC0140200,2018,cius_publication_annual,6,LENOIR,local_police,18208.0,027,37760,srs_agency_header
NC0160100,2018,cius_publication_annual,6,BEAUFORT,local_police,4920.0,031,04260,srs_agency_header
NC0160200,2018,cius_publication_annual,6,MOREHEAD CITY,local_police,10001.0,031,44320,srs_agency_header
NC0160300,2018,cius_publication_annual,6,ATLANTIC BEACH,local_police,1516.0,031,02500,srs_agency_header
NC0160400,2018,cius_publication_annual,6,NEWPORT,local_police,4691.0,031,46860,srs_agency_header
NC0160600,2018,cius_publication_annual,6,EMERALD ISLE,local_police,4007.0,031,21160,srs_agency_header
NC0160700,2018,cius_publication_annual,6,PINE KNOLL SHORES,local_police,1440.0,031,52000,srs_agency_header
NC0180100,2018,cius_publication_annual,6,CONOVER,local_police,8701.0,035,14340,srs_agency_header
NC0180200,2018,cius_publication_annual,6,HICKORY,local_police,44682.0,035,31060,srs_agency_header
NC0180400,2018,cius_publication_annual,6,NEWTON,local_police,13479.0,035,47000,srs_agency_header
NC0190100,2018,cius_publication_annual,6,SILER CITY,local_police,8473.0,037,61860,srs_agency_header
NC0190200,2018,cius_publication_annual,6,PITTSBORO,local_police,4934.0,037,52660,srs_agency_header
NC0200200,2018,cius_publication_annual,6,MURPHY,local_police,1673.0,039,45660,srs_agency_header
NC0210100,2018,cius_publication_annual,6,EDENTON,local_police,4671.0,041,20120,srs_agency_header
NC0230100,2018,cius_publication_annual,6,KINGS MOUNTAIN,local_police,12045.0,045,35880,srs_agency_header
NC0240200,2018,cius_publication_annual,6,CHADBOURN,local_police,1730.0,047,11640,srs_agency_header
NC0240500,2018,cius_publication_annual,6,WHITEVILLE,local_police,5401.0,047,73660,srs_agency_header
NC0250100,2018,cius_publication_annual,6,HAVELOCK,local_police,20128.0,049,30120,srs_agency_header
NC0250200,2018,cius_publication_annual,6,NEW BERN,local_police,32548.0,049,46340,srs_agency_header
NC0250400,2018,cius_publication_annual,6,TRENT WOODS,local_police,4118.0,049,68340,srs_agency_header
NC0260200,2018,cius_publication_annual,6,HOPE MILLS,local_police,18030.0,051,32640,srs_agency_header
NC0280300,2018,cius_publication_annual,6,NAGS HEAD,local_police,3218.0,055,45880,srs_agency_header
NC0280500,2018,cius_publication_annual,6,KITTY HAWK,local_police,3813.0,055,36060,srs_agency_header
NC0280700,2018,cius_publication_annual,6,DUCK,local_police,770.0,055,18060,srs_agency_header
NC0290100,2018,cius_publication_annual,6,LEXINGTON,local_police,19899.0,057,38060,srs_agency_header
NC0290200,2018,cius_publication_annual,6,THOMASVILLE,local_police,27525.0,057,67420,srs_agency_header
NC0300100,2018,cius_publication_annual,6,MOCKSVILLE,local_police,6222.0,059,43720,srs_agency_header
NC0320100,2018,cius_publication_annual,6,DURHAM,local_police,300208.0,063,19000,srs_agency_header
NC0320300,2018,cius_publication_annual,6,DUKE UNIVERSITY,special_jurisdiction,,063,19000,srs_agency_header
NC0330100,2018,cius_publication_annual,6,ROCKY MOUNT,local_police,54223.0,127,57500,srs_agency_header
NC0340100,2018,cius_publication_annual,6,KERNERSVILLE,local_police,28522.0,067,35600,srs_agency_header
NC0350300,2018,cius_publication_annual,6,YOUNGSVILLE,local_police,2368.0,069,76200,srs_agency_header
NC0360100,2018,cius_publication_annual,6,BELMONT,local_police,15672.0,071,04840,srs_agency_header
NC0360600,2018,cius_publication_annual,6,GASTONIA,local_police,85112.0,071,25580,srs_agency_header
NC0360700,2018,cius_publication_annual,6,STANLEY,local_police,4095.0,071,64500,srs_agency_header
NC0360900,2018,cius_publication_annual,6,MOUNT HOLLY,local_police,18581.0,071,44960,srs_agency_header
NC0390100,2018,cius_publication_annual,6,OXFORD,local_police,9032.0,077,49800,srs_agency_header
NC0390200,2018,cius_publication_annual,6,BUTNER,local_police,8618.0,077,09360,srs_agency_header
NC0390300,2018,cius_publication_annual,6,CREEDMOOR,local_police,5095.0,077,15320,srs_agency_header
NC0400200,2018,cius_publication_annual,6,SNOW HILL,local_police,1532.0,079,62760,srs_agency_header
NC0410100,2018,cius_publication_annual,6,GIBSONVILLE,local_police,9619.0,081,25980,srs_agency_header
NC0410200,2018,cius_publication_annual,6,GREENSBORO,local_police,304306.0,081,28000,srs_agency_header
NC0410300,2018,cius_publication_annual,6,HIGH POINT,local_police,117629.0,081,31400,srs_agency_header
NC0420300,2018,cius_publication_annual,6,SCOTLAND NECK,local_police,1880.0,083,59780,srs_agency_header
NC0430400,2018,cius_publication_annual,6,LILLINGTON,local_police,4648.0,085,38220,srs_agency_header
NC0440200,2018,cius_publication_annual,6,WAYNESVILLE,local_police,10813.0,087,71500,srs_agency_header
NC0450300,2018,cius_publication_annual,6,FLETCHER,local_police,8573.0,089,23760,srs_agency_header
NC0460200,2018,cius_publication_annual,6,MURFREESBORO,local_police,3072.0,091,45640,srs_agency_header
NC0470100,2018,cius_publication_annual,6,RAEFORD,local_police,5001.0,093,54580,srs_agency_header
NC0490100,2018,cius_publication_annual,6,MOORESVILLE,local_police,54823.0,097,44220,srs_agency_header
NC0510100,2018,cius_publication_annual,6,SMITHFIELD,local_police,13581.0,101,62520,srs_agency_header
NC0510200,2018,cius_publication_annual,6,BENSON,local_police,4542.0,101,05040,srs_agency_header
NC0510300,2018,cius_publication_annual,6,CLAYTON,local_police,31494.0,101,12860,srs_agency_header
NC0510400,2018,cius_publication_annual,6,FOUR OAKS,local_police,2624.0,101,24520,srs_agency_header
NC0510800,2018,cius_publication_annual,6,SELMA,local_police,7454.0,101,60320,srs_agency_header
NC0520200,2018,cius_publication_annual,6,MAYSVILLE,local_police,955.0,103,42100,srs_agency_header
NC0530100,2018,cius_publication_annual,6,SANFORD,local_police,32687.0,105,59280,srs_agency_header
NC0540100,2018,cius_publication_annual,6,KINSTON,local_police,20341.0,107,35920,srs_agency_header
NC0570200,2018,cius_publication_annual,6,HIGHLANDS,local_police,1122.0,113,31360,srs_agency_header
NC0580300,2018,cius_publication_annual,6,MARS HILL,local_police,2276.0,115,41620,srs_agency_header
NC0600500,2018,cius_publication_annual,6,DAVIDSON,local_police,16089.0,119,16400,srs_agency_header
NC0600600,2018,cius_publication_annual,6,HUNTERSVILLE,local_police,65752.0,119,33120,srs_agency_header
NC0600700,2018,cius_publication_annual,6,MATTHEWS,local_police,34438.0,119,41960,srs_agency_header
NC0602900,2018,cius_publication_annual,6,MINT HILL,local_police,28701.0,119,43480,srs_agency_header
NC0620100,2018,cius_publication_annual,6,TROY,local_police,3326.0,123,68520,srs_agency_header
NC0620200,2018,cius_publication_annual,6,BISCOE,local_police,1868.0,123,06000,srs_agency_header
NC0620400,2018,cius_publication_annual,6,MOUNT GILEAD,local_police,1181.0,123,44900,srs_agency_header
NC0620500,2018,cius_publication_annual,6,STAR,local_police,855.0,123,64580,srs_agency_header
NC0630100,2018,cius_publication_annual,6,ABERDEEN,local_police,9795.0,125,00160,srs_agency_header
NC0630200,2018,cius_publication_annual,6,PINEHURST,local_police,18802.0,125,51940,srs_agency_header
NC0630300,2018,cius_publication_annual,6,ROBBINS,local_police,1281.0,125,57000,srs_agency_header
NC0630400,2018,cius_publication_annual,6,SOUTHERN PINES,local_police,17092.0,125,63120,srs_agency_header
NC0630500,2018,cius_publication_annual,6,CARTHAGE,local_police,3011.0,125,10680,srs_agency_header
NC0630600,2018,cius_publication_annual,6,PINEBLUFF,local_police,1686.0,125,51840,srs_agency_header
NC0630800,2018,cius_publication_annual,6,WHISPERING PINES,local_police,5431.0,125,73140,srs_agency_header
NC0650100,2018,cius_publication_annual,6,CAROLINA BEACH,local_police,6917.0,129,10500,srs_agency_header
NC0650200,2018,cius_publication_annual,6,WILMINGTON,local_police,126759.0,129,74440,srs_agency_header
NC0650300,2018,cius_publication_annual,6,WRIGHTSVILLE BEACH,local_police,2563.0,129,75820,srs_agency_header
NC0670100,2018,cius_publication_annual,6,JACKSONVILLE,local_police,76130.0,133,34200,srs_agency_header
NC0670200,2018,cius_publication_annual,6,HOLLY RIDGE,local_police,5523.0,133,32180,srs_agency_header
NC0670300,2018,cius_publication_annual,6,RICHLANDS,local_police,2457.0,133,56360,srs_agency_header
NC0670400,2018,cius_publication_annual,6,SWANSBORO,local_police,4273.0,133,66360,srs_agency_header
NC0670800,2018,cius_publication_annual,6,NORTH TOPSAIL BEACH,local_police,1090.0,133,47845,srs_agency_header
NC0680200,2018,cius_publication_annual,6,HILLSBOROUGH,local_police,9812.0,135,31620,srs_agency_header
NC0680300,2018,cius_publication_annual,6,CARRBORO,local_police,21841.0,135,10620,srs_agency_header
NC0700100,2018,cius_publication_annual,6,ELIZABETH CITY,local_police,19064.0,139,20580,srs_agency_header
NC0710100,2018,cius_publication_annual,6,BURGAW,local_police,4182.0,141,08960,srs_agency_header
NC0710300,2018,cius_publication_annual,6,SURF CITY,local_police,5120.0,141,66040,srs_agency_header
NC0730100,2018,cius_publication_annual,6,ROXBORO,local_police,8387.0,145,58160,srs_agency_header
NC0740100,2018,cius_publication_annual,6,AYDEN,local_police,5174.0,147,02840,srs_agency_header
NC0740200,2018,cius_publication_annual,6,FARMVILLE,local_police,4775.0,147,22820,srs_agency_header
NC0740300,2018,cius_publication_annual,6,GREENVILLE,local_police,95815.0,147,28080,srs_agency_header
NC0740800,2018,cius_publication_annual,6,WINTERVILLE,local_police,10926.0,147,75060,srs_agency_header
NC0740900,2018,cius_publication_annual,6,EAST CAROLINA UNIVERSITY,special_jurisdiction,0.0,147,28080,srs_agency_header
NC0750300,2018,cius_publication_annual,6,COLUMBUS,local_police,1109.0,149,13980,srs_agency_header
NC0760100,2018,cius_publication_annual,6,ASHEBORO,local_police,27896.0,151,02080,srs_agency_header
NC0760400,2018,cius_publication_annual,6,RAMSEUR,local_police,1790.0,151,55040,srs_agency_header
NC0760500,2018,cius_publication_annual,6,RANDLEMAN,local_police,4697.0,151,55080,srs_agency_header
NC0760600,2018,cius_publication_annual,6,ARCHDALE,local_police,12143.0,151,01720,srs_agency_header
NC0770300,2018,cius_publication_annual,6,ROCKINGHAM,local_police,8913.0,153,57260,srs_agency_header
NC0780400,2018,cius_publication_annual,6,ST PAULS,local_police,2344.0,155,58720,srs_agency_header
NC0780800,2018,cius_publication_annual,6,ROWLAND,local_police,1010.0,155,58140,srs_agency_header
NC0790100,2018,cius_publication_annual,6,EDEN,local_police,15307.0,157,20080,srs_agency_header
NC0790300,2018,cius_publication_annual,6,MADISON,local_police,2165.0,157,40560,srs_agency_header
NC0790400,2018,cius_publication_annual,6,MAYODAN,local_police,2464.0,157,42060,srs_agency_header
NC0790500,2018,cius_publication_annual,6,REIDSVILLE,local_police,14584.0,157,55900,srs_agency_header
NC0800100,2018,cius_publication_annual,6,CHINA GROVE,local_police,4612.0,159,12480,srs_agency_header
NC0800500,2018,cius_publication_annual,6,SALISBURY,local_police,36564.0,159,58860,srs_agency_header
NC0800600,2018,cius_publication_annual,6,ROCKWELL,local_police,2391.0,159,57340,srs_agency_header
NC0800700,2018,cius_publication_annual,6,SPENCER,local_police,3372.0,159,63760,srs_agency_header
NC0800900,2018,cius_publication_annual,6,CLEVELAND,local_police,888.0,159,13000,srs_agency_header
NC0810200,2018,cius_publication_annual,6,RUTHERFORDTON,local_police,4081.0,161,58460,srs_agency_header
NC0810400,2018,cius_publication_annual,6,LAKE LURE,local_police,1393.0,161,36500,srs_agency_header
NC0840100,2018,cius_publication_annual,6,ALBEMARLE,local_police,17126.0,167,00680,srs_agency_header
NC0850300,2018,cius_publication_annual,6,KING,local_police,7680.0,169,35760,srs_agency_header
NC0860300,2018,cius_publication_annual,6,PILOT MOUNTAIN,local_police,1432.0,171,51820,srs_agency_header
NC0880100,2018,cius_publication_annual,6,BREVARD,local_police,7954.0,175,07720,srs_agency_header
NC0900100,2018,cius_publication_annual,6,MARSHVILLE,local_police,2875.0,179,41640,srs_agency_header
NC0900400,2018,cius_publication_annual,6,WINGATE,local_police,4873.0,179,74760,srs_agency_header
NC0910100,2018,cius_publication_annual,6,HENDERSON,local_police,15067.0,181,30660,srs_agency_header
NC0920200,2018,cius_publication_annual,6,APEX,local_police,74774.0,183,01520,srs_agency_header
NC0920300,2018,cius_publication_annual,6,CARY,local_police,182878.0,183,10740,srs_agency_header
NC0920700,2018,cius_publication_annual,6,WAKE FOREST,local_police,55872.0,183,70540,srs_agency_header
NC0921700,2018,cius_publication_annual,6,HOLLY SPRINGS,local_police,48199.0,183,32260,srs_agency_header
NC0923500,2018,cius_publication_annual,6,MEREDITH COLLEGE,special_jurisdiction,0.0,183,,fbi_cde_agency_roster
NC0940100,2018,cius_publication_annual,6,PLYMOUTH,local_police,3448.0,187,53040,srs_agency_header
NC0950100,2018,cius_publication_annual,6,BOONE,local_police,20321.0,189,07080,srs_agency_header
NC0950200,2018,cius_publication_annual,6,BLOWING ROCK,local_police,1399.0,189,06500,srs_agency_header
NC0970100,2018,cius_publication_annual,6,NORTH WILKESBORO,local_police,4323.0,193,47880,srs_agency_header
NC0970200,2018,cius_publication_annual,6,WILKESBORO,local_police,3652.0,193,74020,srs_agency_header
NC0980100,2018,cius_publication_annual,6,WILSON,local_police,49507.0,195,74540,srs_agency_header
NC0990200,2018,cius_publication_annual,6,YADKINVILLE,local_police,3025.0,197,75960,srs_agency_header
NY0514100,2018,cius_publication_annual,6,NISSEQUOGUE VILLAGE,local_police,1751.0,103,51286,srs_agency_header
OH0020200,2018,cius_publication_annual,6,DELPHOS,local_police,7077.0,003,21602,srs_agency_header
OH0020200,2019,cius_publication_annual,6,DELPHOS,local_police,7077.0,003,21602,srs_agency_header
OH0181000,2018,cius_publication_annual,6,BROOKLYN,local_police,11043.0,035,09246,srs_agency_header
OH0182300,2018,cius_publication_annual,6,HIGHLAND HEIGHTS,local_police,8554.0,035,35252,srs_agency_header
OH0280300,2019,cius_publication_annual,6,BURTON,local_police,1454.0,055,10436,srs_agency_header
OH0280500,2018,cius_publication_annual,6,MIDDLEFIELD,local_police,2755.0,055,49700,srs_agency_header
OH0280500,2019,cius_publication_annual,6,MIDDLEFIELD,local_police,2755.0,055,49700,srs_agency_header
OH0300100,2018,cius_publication_annual,6,CAMBRIDGE,local_police,10369.0,059,10996,srs_agency_header
OH0300100,2019,cius_publication_annual,6,CAMBRIDGE,local_police,10369.0,059,10996,srs_agency_header
OH0430400,2019,cius_publication_annual,6,KIRTLAND HILLS,local_police,691.0,085,40670,srs_agency_header
OH0720300,2018,cius_publication_annual,6,FREMONT,local_police,16125.0,143,28826,srs_agency_header
OH0720300,2019,cius_publication_annual,6,FREMONT,local_police,16125.0,143,28826,srs_agency_header
OH0770800,2018,cius_publication_annual,6,MOGADORE,local_police,3832.0,153,51058,srs_agency_header
OH0770800,2019,cius_publication_annual,6,MOGADORE,local_police,3832.0,153,51058,srs_agency_header
OH0790300,2018,cius_publication_annual,6,NEWCOMERSTOWN,local_police,3756.0,157,54432,srs_agency_header
OH0790300,2019,cius_publication_annual,6,NEWCOMERSTOWN,local_police,3756.0,157,54432,srs_agency_header
OR0150100,2019,cius_publication_annual,6,ASHLAND,local_police,21797.0,029,03050,srs_agency_header
SC0020100,2018,cius_publication_annual,6,AIKEN,local_police,33221.0,003,00550,srs_agency_header
SC0150100,2018,cius_publication_annual,6,WALTERBORO,local_police,5465.0,029,74275,srs_agency_header
SC0260700,2018,cius_publication_annual,6,NORTH MYRTLE BEACH,local_police,20790.0,051,51280,srs_agency_header
TX0610800,2018,cius_publication_annual,6,SANGER,local_police,10153.0,121,65408,srs_agency_header
TX0890100,2018,cius_publication_annual,6,GONZALES,local_police,7687.0,177,30116,srs_agency_header
TX1020100,2018,cius_publication_annual,6,HALLSVILLE,local_police,4997.0,203,31904,srs_agency_header
TX1020200,2019,cius_publication_annual,6,MARSHALL,local_police,24382.0,203,46776,srs_agency_header
TX1130100,2018,cius_publication_annual,6,CROCKETT,local_police,6484.0,225,17744,srs_agency_header
VA1110000,2018,cius_publication_annual,6,HAMPTON,local_police,138843.0,650,35000,srs_agency_header
