ori9,year,source,n_offense_rows,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source
IL0520300,2020,cius_publication_annual,6,DIXON,local_police,15396.0,103,20162,srs_agency_header
IL0520400,2020,cius_publication_annual,6,FRANKLIN GROVE,local_police,948.0,103,27689,srs_agency_header
IL0530200,2020,cius_publication_annual,6,PONTIAC,local_police,11795.0,105,61015,srs_agency_header
IL0530300,2020,cius_publication_annual,6,FAIRBURY,local_police,3602.0,105,24764,srs_agency_header
IL0550100,2020,cius_publication_annual,6,BLANDINSVILLE,local_police,605.0,109,06470,srs_agency_header
IL0550300,2020,cius_publication_annual,6,COLCHESTER,local_police,1306.0,109,15378,srs_agency_header
IL0550400,2020,cius_publication_annual,6,MACOMB,local_police,18124.0,109,45889,srs_agency_header
IL0560100,2020,cius_publication_annual,6,ALGONQUIN,local_police,31156.0,111,00685,srs_agency_header
IL0560200,2020,cius_publication_annual,6,CARY,local_police,18036.0,111,11592,srs_agency_header
IL0560300,2020,cius_publication_annual,6,CRYSTAL LAKE,local_police,41074.0,111,17887,srs_agency_header
IL0560400,2020,cius_publication_annual,6,FOX RIVER GROVE,local_police,4684.0,111,27533,srs_agency_header
IL0560500,2020,cius_publication_annual,6,HARVARD,local_police,9461.0,111,33331,srs_agency_header
IL0560700,2020,cius_publication_annual,6,HUNTLEY,local_police,28439.0,111,36750,srs_agency_header
IL0560900,2020,cius_publication_annual,6,LAKE IN THE HILLS,local_police,28961.0,111,41183,srs_agency_header
IL0561300,2020,cius_publication_annual,6,RICHMOND,local_police,2125.0,111,63641,srs_agency_header
IL0561500,2020,cius_publication_annual,6,WOODSTOCK,local_police,25778.0,111,83349,srs_agency_header
IL0561700,2020,cius_publication_annual,6,LAKEWOOD,local_police,4321.0,111,41651,srs_agency_header
IL0561900,2020,cius_publication_annual,6,SPRING GROVE,local_police,5718.0,111,72052,srs_agency_header
IL0562200,2020,cius_publication_annual,6,WONDER LAKE,local_police,5248.0,111,82855,srs_agency_header
IL0562900,2020,cius_publication_annual,6,MCHENRY COUNTY COLLEGE,special_jurisdiction,0.0,111,17887,srs_agency_header
IL0570100,2020,cius_publication_annual,6,BLOOMINGTON,local_police,78955.0,113,06613,srs_agency_header
IL0570200,2020,cius_publication_annual,6,NORMAL,local_police,55013.0,113,53234,srs_agency_header
IL0570300,2020,cius_publication_annual,6,CHENOA,local_police,3147.0,113,12931,srs_agency_header
IL0570500,2020,cius_publication_annual,6,LE ROY,local_police,3542.0,113,42971,srs_agency_header
IL0570800,2020,cius_publication_annual,6,COLFAX,local_police,1021.0,113,15495,srs_agency_header
IL0571100,2020,cius_publication_annual,6,HUDSON,local_police,1823.0,113,36438,srs_agency_header
IL0571200,2020,cius_publication_annual,6,MCLEAN,local_police,799.0,113,45811,srs_agency_header
IL0571400,2020,cius_publication_annual,6,STANFORD,local_police,597.0,113,72260,srs_agency_header
IL0580100,2020,cius_publication_annual,6,BLUE MOUND,local_police,1088.0,115,06756,srs_agency_header
IL0580200,2020,cius_publication_annual,6,DECATUR,local_police,71625.0,115,18823,srs_agency_header
IL0580400,2020,cius_publication_annual,6,MOUNT ZION,local_police,5874.0,115,51206,srs_agency_header
IL0580900,2020,cius_publication_annual,6,WARRENSBURG,local_police,1133.0,115,78916,srs_agency_header
IL0590400,2020,cius_publication_annual,6,CARLINVILLE,local_police,5520.0,117,11202,srs_agency_header
IL0591000,2020,cius_publication_annual,6,VIRDEN,local_police,3344.0,117,78149,srs_agency_header
IL0600100,2020,cius_publication_annual,6,ALTON,local_police,26563.0,119,01114,srs_agency_header
IL0600200,2020,cius_publication_annual,6,BETHALTO,local_police,9311.0,119,05599,srs_agency_header
IL0600400,2020,cius_publication_annual,6,EAST ALTON,local_police,6073.0,119,21553,srs_agency_header
IL0600500,2020,cius_publication_annual,6,EDWARDSVILLE,local_police,26663.0,119,22697,srs_agency_header
IL0600700,2020,cius_publication_annual,6,GRANITE CITY,local_police,28593.0,119,30926,srs_agency_header
IL0600800,2020,cius_publication_annual,6,HARTFORD,local_police,1359.0,119,33279,srs_agency_header
IL0600900,2020,cius_publication_annual,6,HIGHLAND,local_police,10026.0,119,34670,srs_agency_header
IL0601200,2020,cius_publication_annual,6,MARYVILLE,local_police,8336.0,119,47397,srs_agency_header
IL0601300,2020,cius_publication_annual,6,ROXANA,local_police,1455.0,119,66131,srs_agency_header
IL0601400,2020,cius_publication_annual,6,TROY,local_police,11297.0,119,76199,srs_agency_header
IL0601900,2020,cius_publication_annual,6,SOUTH ROXANA,local_police,1991.0,119,71240,srs_agency_header
IL0602300,2020,cius_publication_annual,6,GLEN CARBON,local_police,13870.0,119,29639,srs_agency_header
IL0602800,2020,cius_publication_annual,6,HAMEL,local_police,931.0,119,32408,srs_agency_header
IL0603800,2020,cius_publication_annual,6,GRANTFORK,local_police,344.0,119,30978,srs_agency_header
IL0610200,2020,cius_publication_annual,5,CENTRALIA,local_police,12372.0,121,12164,srs_agency_header
IL0610400,2020,cius_publication_annual,6,SALEM,local_police,7136.0,121,67236,srs_agency_header
IL0610500,2020,cius_publication_annual,6,SANDOVAL,local_police,1214.0,121,67444,srs_agency_header
IL0620200,2020,cius_publication_annual,6,LACON,local_police,1861.0,123,40559,srs_agency_header
IL0620300,2020,cius_publication_annual,6,TOLUCA,local_police,1334.0,123,75653,srs_agency_header
IL0630100,2020,cius_publication_annual,6,HAVANA,local_police,3046.0,125,33513,srs_agency_header
IL0630300,2020,cius_publication_annual,6,MANITO,local_police,1511.0,125,46383,srs_agency_header
IL0630400,2020,cius_publication_annual,6,SAN JOSE,local_police,607.0,107,67613,srs_agency_header
IL0640300,2020,cius_publication_annual,6,METROPOLIS,local_police,6076.0,127,48645,srs_agency_header
IL0650100,2020,cius_publication_annual,6,PETERSBURG,local_police,2214.0,129,59312,srs_agency_header
IL0650200,2020,cius_publication_annual,6,ATHENS,local_police,1923.0,129,02674,srs_agency_header
IL0660700,2020,cius_publication_annual,6,VIOLA,local_police,891.0,131,78123,srs_agency_header
IL0680100,2020,cius_publication_annual,6,HILLSBORO,local_police,6016.0,135,35047,srs_agency_header
IL0680200,2020,cius_publication_annual,6,LITCHFIELD,local_police,6747.0,135,43965,srs_agency_header
IL0680300,2020,cius_publication_annual,6,NOKOMIS,local_police,2124.0,135,53169,srs_agency_header
IL0680500,2020,cius_publication_annual,6,WITT,local_police,852.0,135,82725,srs_agency_header
IL0690100,2020,cius_publication_annual,6,JACKSONVILLE,local_police,18667.0,137,38115,srs_agency_header
IL0700100,2020,cius_publication_annual,6,BETHANY,local_police,1265.0,139,05612,srs_agency_header
IL0700200,2020,cius_publication_annual,6,LOVINGTON,local_police,1061.0,139,45044,srs_agency_header
IL0700300,2020,cius_publication_annual,6,SULLIVAN,local_police,4487.0,139,73495,srs_agency_header
IL0710200,2020,cius_publication_annual,6,MOUNT MORRIS,local_police,2810.0,141,50998,srs_agency_header
IL0710500,2020,cius_publication_annual,6,ROCHELLE,local_police,9307.0,141,64746,srs_agency_header
IL0710600,2020,cius_publication_annual,6,BYRON,local_police,3768.0,141,10240,srs_agency_header
IL0720100,2020,cius_publication_annual,6,BARTONVILLE,local_police,6221.0,143,04039,srs_agency_header
IL0720400,2020,cius_publication_annual,6,ELMWOOD,local_police,2054.0,143,23698,srs_agency_header
IL0720700,2020,cius_publication_annual,6,PEORIA,local_police,112595.0,143,59000,srs_agency_header
IL0720900,2020,cius_publication_annual,6,PEORIA HEIGHTS,local_police,5828.0,143,59026,srs_agency_header
IL0730200,2020,cius_publication_annual,6,PINCKNEYVILLE,local_police,5404.0,145,59884,srs_agency_header
IL0740300,2020,cius_publication_annual,6,MONTICELLO,local_police,6041.0,147,50244,srs_agency_header
IL0750300,2020,cius_publication_annual,6,PITTSFIELD,local_police,4397.0,149,60222,srs_agency_header
IL0790100,2020,cius_publication_annual,6,CHESTER,local_police,8505.0,157,13139,srs_agency_header
IL0790200,2020,cius_publication_annual,6,RED BUD,local_police,3773.0,157,63043,srs_agency_header
IL0790900,2020,cius_publication_annual,6,RUMA,local_police,311.0,157,66287,srs_agency_header
IL0810300,2020,cius_publication_annual,6,COAL VALLEY,local_police,3820.0,161,15235,srs_agency_header
IL0810400,2020,cius_publication_annual,6,EAST MOLINE,local_police,21081.0,161,22073,srs_agency_header
IL0810500,2020,cius_publication_annual,6,MILAN,local_police,5046.0,161,49009,srs_agency_header
IL0810600,2020,cius_publication_annual,6,MOLINE,local_police,42051.0,161,49867,srs_agency_header
IL0810800,2020,cius_publication_annual,6,ROCK ISLAND,local_police,37985.0,161,65078,srs_agency_header
IL0810900,2020,cius_publication_annual,6,SILVIS,local_police,7922.0,161,69979,srs_agency_header
IL0811100,2020,cius_publication_annual,6,HAMPTON,local_police,1807.0,161,32564,srs_agency_header
IL0820200,2020,cius_publication_annual,5,BELLEVILLE,local_police,41291.0,163,04845,srs_agency_header
IL0820300,2020,cius_publication_annual,6,CAHOKIA,local_police,14004.0,163,10370,srs_agency_header
IL0820400,2020,cius_publication_annual,6,CASEYVILLE,local_police,4391.0,163,11644,srs_agency_header
IL0820600,2020,cius_publication_annual,6,DUPO,local_police,3896.0,163,21254,srs_agency_header
IL0820700,2018,cius_publication_annual,6,EAST ST LOUIS,local_police,26630.0,163,22255,srs_agency_header
IL0820800,2020,cius_publication_annual,6,FREEBURG,local_police,4501.0,163,27806,srs_agency_header
IL0821000,2020,cius_publication_annual,6,MARISSA,local_police,1820.0,163,46955,srs_agency_header
IL0821100,2020,cius_publication_annual,6,MASCOUTAH,local_police,8977.0,163,47423,srs_agency_header
IL0821200,2020,cius_publication_annual,6,MILLSTADT,local_police,3986.0,163,49386,srs_agency_header
IL0821500,2020,cius_publication_annual,6,NEW ATHENS,local_police,1903.0,163,52116,srs_agency_header
IL0821600,2020,cius_publication_annual,6,O FALLON,local_police,32250.0,163,55249,srs_agency_header
IL0822200,2020,cius_publication_annual,6,SAUGET,local_police,167.0,163,67756,srs_agency_header
IL0822400,2020,cius_publication_annual,6,FAIRVIEW HEIGHTS,local_police,16516.0,163,25141,srs_agency_header
IL0822500,2020,cius_publication_annual,6,SHILOH,local_police,14950.0,163,69524,srs_agency_header
IL0822800,2020,cius_publication_annual,6,SMITHTON,local_police,3969.0,163,70252,srs_agency_header
IL0824400,2020,cius_publication_annual,6,SOUTHWESTERN IL COLLEGE,special_jurisdiction,0.0,163,04845,srs_agency_header
IL0830300,2020,cius_publication_annual,6,HARRISBURG,local_police,8697.0,165,33136,srs_agency_header
IL0840200,2020,cius_publication_annual,6,SPRINGFIELD,local_police,114623.0,167,72000,srs_agency_header
IL0840300,2020,cius_publication_annual,6,AUBURN,local_police,4695.0,167,02921,srs_agency_header
IL0840400,2020,cius_publication_annual,6,CHATHAM,local_police,14562.0,167,12684,srs_agency_header
IL0840600,2020,cius_publication_annual,6,PAWNEE,local_police,2754.0,167,58174,srs_agency_header
IL0840700,2020,cius_publication_annual,6,RIVERTON,local_police,3474.0,167,64486,srs_agency_header
IL0840800,2020,cius_publication_annual,6,WILLIAMSVILLE,local_police,1496.0,167,81854,srs_agency_header
IL0841500,2020,cius_publication_annual,6,SOUTHERN VIEW,local_police,1590.0,167,70759,srs_agency_header
IL0842400,2020,cius_publication_annual,6,PLEASANT PLAINS,local_police,806.0,167,60599,srs_agency_header
IL0843000,2020,cius_publication_annual,6,THAYER,local_police,664.0,167,74860,srs_agency_header
IL0870100,2020,cius_publication_annual,6,MOWEAQUA,local_police,1732.0,173,51232,srs_agency_header
IL0890100,2020,cius_publication_annual,6,FREEPORT,local_police,23887.0,177,27884,srs_agency_header
IL0900400,2020,cius_publication_annual,6,HOPEDALE,local_police,1101.0,179,36126,srs_agency_header
IL0900500,2020,cius_publication_annual,6,MARQUETTE HEIGHTS,local_police,2669.0,179,47111,srs_agency_header
IL0900600,2020,cius_publication_annual,6,MINIER,local_police,1196.0,179,49555,srs_agency_header
IL0900700,2020,cius_publication_annual,6,MORTON,local_police,17592.0,179,50621,srs_agency_header
IL0900800,2020,cius_publication_annual,6,NORTH PEKIN,local_police,1543.0,179,54092,srs_agency_header
IL0900900,2018,cius_publication_annual,6,PEKIN,local_police,32541.0,179,58447,srs_agency_header
IL0901000,2020,cius_publication_annual,6,WASHINGTON,local_police,17048.0,179,79033,srs_agency_header
IL0901100,2020,cius_publication_annual,6,MACKINAW,local_police,1915.0,179,45785,srs_agency_header
IL0901200,2020,cius_publication_annual,6,SOUTH PEKIN,local_police,1098.0,179,71175,srs_agency_header
IL0901800,2020,cius_publication_annual,6,ARMINGTON,local_police,323.0,179,02206,srs_agency_header
IL0901900,2020,cius_publication_annual,6,DEER CREEK,local_police,1611.0,179,18940,srs_agency_header
IL0920100,2020,cius_publication_annual,6,BELGIUM,local_police,386.0,183,04689,srs_agency_header
IL0920200,2020,cius_publication_annual,6,CATLIN,local_police,1958.0,183,11774,srs_agency_header
IL0920300,2020,cius_publication_annual,6,DANVILLE,local_police,31203.0,183,18563,srs_agency_header
IL0920400,2020,cius_publication_annual,6,FAIRMOUNT,local_police,612.0,183,24985,srs_agency_header
IL0920500,2020,cius_publication_annual,6,GEORGETOWN,local_police,3265.0,183,28963,srs_agency_header
IL0920700,2020,cius_publication_annual,6,POTOMAC,local_police,711.0,183,61366,srs_agency_header
IL0920800,2020,cius_publication_annual,6,RANKIN,local_police,528.0,183,62744,srs_agency_header
IL0920900,2020,cius_publication_annual,6,RIDGE FARM,local_police,828.0,183,63862,srs_agency_header
IL0921000,2020,cius_publication_annual,6,ROSSVILLE,local_police,1247.0,183,65962,srs_agency_header
IL0921100,2020,cius_publication_annual,6,TILTON,local_police,2683.0,183,75276,srs_agency_header
IL0921200,2020,cius_publication_annual,6,WESTVILLE,local_police,3084.0,183,80931,srs_agency_header
IL0921300,2020,cius_publication_annual,6,OAKWOOD,local_police,1523.0,183,55002,srs_agency_header
IL0921600,2020,cius_publication_annual,6,SIDELL,local_police,579.0,183,69836,srs_agency_header
IL0921800,2020,cius_publication_annual,6,FITHIAN,local_police,474.0,183,26233,srs_agency_header
IL0921900,2020,cius_publication_annual,6,HENNING,local_police,236.0,183,34137,srs_agency_header
IL0922000,2020,cius_publication_annual,6,INDIANOLA,local_police,263.0,183,37348,srs_agency_header
IL0930100,2020,cius_publication_annual,6,MOUNT CARMEL,local_police,6988.0,185,50868,srs_agency_header
IL0940100,2020,cius_publication_annual,6,ALEXIS,local_police,789.0,187,00672,srs_agency_header
IL0940300,2020,cius_publication_annual,6,MONMOUTH,local_police,9042.0,187,50010,srs_agency_header
IL0950300,2020,cius_publication_annual,6,OKAWVILLE,local_police,1368.0,189,55470,srs_agency_header
IL0960100,2020,cius_publication_annual,6,FAIRFIELD,local_police,5013.0,191,24816,srs_agency_header
IL0980200,2020,cius_publication_annual,6,FULTON,local_police,3609.0,195,28144,srs_agency_header
IL0980400,2020,cius_publication_annual,6,MORRISON,local_police,4054.0,195,50530,srs_agency_header
IL0980600,2020,cius_publication_annual,6,ROCK FALLS,local_police,8844.0,195,64928,srs_agency_header
IL0980700,2020,cius_publication_annual,6,STERLING,local_police,14681.0,195,72546,srs_agency_header
IL0980900,2020,cius_publication_annual,6,ERIE,local_police,1519.0,195,24374,srs_agency_header
IL0990100,2020,cius_publication_annual,6,BEECHER,local_police,4681.0,197,04585,srs_agency_header
IL0990200,2020,cius_publication_annual,6,BOLINGBROOK,local_police,75451.0,197,07133,srs_agency_header
IL0990300,2020,cius_publication_annual,6,BRAIDWOOD,local_police,6217.0,197,07770,srs_agency_header
IL0990400,2020,cius_publication_annual,6,CREST HILL,local_police,21221.0,197,17458,srs_agency_header
IL0990500,2020,cius_publication_annual,6,CRETE,local_police,8371.0,197,17523,srs_agency_header
IL0990600,2020,cius_publication_annual,6,FRANKFORT,local_police,21108.0,197,27624,srs_agency_header
IL0990800,2020,cius_publication_annual,6,LOCKPORT,local_police,26668.0,197,44225,srs_agency_header
IL0990900,2020,cius_publication_annual,6,MONEE,local_police,5118.0,197,49945,srs_agency_header
IL0991000,2020,cius_publication_annual,6,PEOTONE,local_police,4209.0,197,59052,srs_agency_header
IL0991200,2020,cius_publication_annual,6,ROCKDALE,local_police,1975.0,197,64902,srs_agency_header
IL0991500,2020,cius_publication_annual,6,NEW LENOX,local_police,28315.0,197,52584,srs_agency_header
IL0991700,2020,cius_publication_annual,6,ELWOOD,local_police,2262.0,197,23945,srs_agency_header
IL0991800,2020,cius_publication_annual,6,CHANNAHON,local_police,14366.0,197,12476,srs_agency_header
IL0992000,2020,cius_publication_annual,6,UNIVERSITY PARK,local_police,7038.0,197,76935,srs_agency_header
IL0992100,2020,cius_publication_annual,6,SHOREWOOD,local_police,18433.0,197,69758,srs_agency_header
IL0992200,2020,cius_publication_annual,6,MOKENA,local_police,20573.0,197,49854,srs_agency_header
IL0993100,2020,cius_publication_annual,6,JOLIET JUNIOR COLLEGE,special_jurisdiction,0.0,197,38570,srs_agency_header
IL0996000,2020,cius_publication_annual,6,DIAMOND,local_police,2701.0,063,19837,srs_agency_header
IL0999000,2020,cius_publication_annual,6,HOMER GLEN,local_police,,197,35835,srs_agency_header
IL0999200,2020,cius_publication_annual,6,LEWIS UNIVERSITY,special_jurisdiction,0.0,197,65442,srs_agency_header
IL1000200,2020,cius_publication_annual,6,HERRIN,local_police,12930.0,199,34358,srs_agency_header
IL1000400,2020,cius_publication_annual,6,MARION,local_police,17839.0,199,46916,srs_agency_header
IL1000500,2020,cius_publication_annual,6,CAMBRIA,local_police,1988.0,199,10630,srs_agency_header
IL1000800,2020,cius_publication_annual,6,ENERGY,local_police,1127.0,199,24166,srs_agency_header
IL1010200,2020,cius_publication_annual,6,LOVES PARK,local_police,23348.0,201,45031,srs_agency_header
IL1010600,2020,cius_publication_annual,6,ROSCOE,local_police,10829.0,201,65611,srs_agency_header
IL1010700,2020,cius_publication_annual,6,SOUTH BELOIT,local_police,7893.0,201,70590,srs_agency_header
IL1011000,2020,cius_publication_annual,6,DURAND,local_police,1393.0,201,21280,srs_agency_header
IL1011200,2020,cius_publication_annual,6,ROCK VALLEY COLLEGE,special_jurisdiction,0.0,201,65000,srs_agency_header
IL1020200,2020,cius_publication_annual,6,EUREKA,local_police,5335.0,203,24543,srs_agency_header
IL1021300,2020,cius_publication_annual,6,GOODFIELD,local_police,1000.0,203,30445,srs_agency_header
ILCPD0000,2020,cius_publication_annual,6,CHICAGO,local_police,2721948.0,031,14000,srs_agency_header
IN0120100,2018,cius_publication_annual,6,FRANKFORT,local_police,16572.0,023,25324,srs_agency_header
IN0450800,2018,cius_publication_annual,6,HIGHLAND,local_police,23498.0,089,33466,srs_agency_header
KS0160100,2018,cius_publication_annual,6,BURLINGTON,local_police,2637.0,031,09400,srs_agency_header
KS0190100,2019,cius_publication_annual,6,PITTSBURG,local_police,20774.0,037,56025,srs_agency_header
KS0210200,2018,cius_publication_annual,6,HERINGTON,local_police,2305.0,041,31400,srs_agency_header
KS0280100,2019,cius_publication_annual,6,GARDEN CITY,local_police,27701.0,055,25325,srs_agency_header
KS0300100,2019,cius_publication_annual,6,OTTAWA,local_police,12702.0,059,53550,srs_agency_header
KS0460900,2019,cius_publication_annual,6,SHAWNEE,local_police,70098.0,091,64500,srs_agency_header
KS0520200,2019,cius_publication_annual,6,TONGANOXIE,local_police,6282.0,103,70800,srs_agency_header
KS0570100,2018,cius_publication_annual,5,MCPHERSON,local_police,13855.0,113,43950,srs_agency_header
KS0630200,2018,cius_publication_annual,6,INDEPENDENCE,local_police,8629.0,125,33875,srs_agency_header
KS0750100,2019,cius_publication_annual,6,ST MARYS,local_police,2768.0,149,62400,srs_agency_header
KS0870100,2019,cius_publication_annual,6,DERBY,local_police,26409.0,173,17800,srs_agency_header
KY0180100,2018,cius_publication_annual,6,MURRAY,local_police,19605.0,035,54642,srs_agency_header
KY0470200,2018,cius_publication_annual,6,RADCLIFF,local_police,22998.0,093,63912,srs_agency_header
KY0510100,2018,cius_publication_annual,6,HENDERSON,local_police,28618.0,101,35866,srs_agency_header
KY0540100,2018,cius_publication_annual,6,MADISONVILLE,local_police,19294.0,107,49368,srs_agency_header
KY0560300,2018,cius_publication_annual,6,ST MATTHEWS,local_police,18275.0,111,67944,srs_agency_header
KY0561000,2018,cius_publication_annual,6,JEFFERSONTOWN,local_police,28563.0,111,40222,srs_agency_header
KY0900100,2018,cius_publication_annual,6,BARDSTOWN,local_police,13917.0,179,03628,srs_agency_header
KY1070100,2018,cius_publication_annual,6,FRANKLIN,local_police,10556.0,213,28918,srs_agency_header
LA0420200,2018,cius_publication_annual,5,RAYVILLE,local_police,3557.0,083,63680,srs_agency_header
LANPD0000,2023,local_publication_annual,6,NEW ORLEANS,local_police,396374.0,071,55000,srs_agency_header
LANPD0000,2024,local_publication_annual,6,NEW ORLEANS,local_police,396374.0,071,55000,srs_agency_header
MI2539800,2019,cius_publication_annual,1,FLINT,local_police,95677.0,049,29000,srs_agency_header
MI2583900,2019,cius_publication_annual,6,BURTON,local_police,29373.0,049,12060,srs_agency_header
MI7254200,2018,cius_publication_annual,6,LYON TOWNSHIP,local_police,1353.0,143,49840,srs_agency_header
MO0190500,2018,cius_publication_annual,6,PLEASANT HILL,local_police,8811.0,037,58394,srs_agency_header
MO0460300,2018,cius_publication_annual,6,WILLOW SPRINGS,local_police,2233.0,091,80098,srs_agency_header
MO0951800,2018,cius_publication_annual,6,CRESTWOOD,local_police,12267.0,189,17218,srs_agency_header
MO0952800,2019,cius_publication_annual,6,FERGUSON,local_police,20664.0,189,23986,srs_agency_header
MO1070300,2018,cius_publication_annual,6,HOLLISTER,local_police,4706.0,213,32662,srs_agency_header
MS0020000,2024,state_publication_annual,6,ALCORN,sheriff,22567.0,003,99003,srs_agency_header
MS0020100,2024,state_publication_annual,6,CORINTH,local_police,14652.0,003,15700,srs_agency_header
MS0030000,2024,state_publication_annual,5,AMITE,sheriff,11746.0,005,99005,srs_agency_header
MS0040000,2024,state_publication_annual,5,ATTALA,sheriff,11508.0,007,99007,srs_agency_header
MS0060000,2024,state_publication_annual,6,BOLIVAR,sheriff,13217.0,011,99011,srs_agency_header
MS0070000,2024,state_publication_annual,5,CALHOUN,sheriff,10904.0,013,99013,srs_agency_header
MS0070100,2024,state_publication_annual,4,BRUCE,local_police,1834.0,013,09180,srs_agency_header
MS0070400,2024,state_publication_annual,3,VARDAMAN,local_police,1275.0,013,76320,srs_agency_header
MS0080000,2024,state_publication_annual,5,CARROLL,sheriff,9840.0,015,99015,srs_agency_header
MS0090000,2024,state_publication_annual,5,CHICKASAW,sheriff,11123.0,017,99017,srs_agency_header
MS0100000,2024,state_publication_annual,5,CHOCTAW,sheriff,6793.0,019,99019,srs_agency_header
MS0100100,2024,state_publication_annual,3,ACKERMAN,local_police,1558.0,019,00300,srs_agency_header
MS0110000,2024,state_publication_annual,6,CLAIBORNE,sheriff,7605.0,021,99021,srs_agency_header
MS0110100,2024,state_publication_annual,5,PORT GIBSON,local_police,1339.0,021,59560,srs_agency_header
MS0120100,2024,state_publication_annual,2,QUITMAN,local_police,2128.0,023,60720,srs_agency_header
MS0130000,2024,state_publication_annual,6,CLAY,sheriff,8918.0,025,99025,srs_agency_header
MS0140000,2024,state_publication_annual,5,COAHOMA,sheriff,7316.0,027,99027,srs_agency_header
MS0150300,2024,state_publication_annual,5,WESSON,local_police,1785.0,029,78640,srs_agency_header
MS0160100,2024,state_publication_annual,6,COLLINS,local_police,2466.0,031,15140,srs_agency_header
MS0170200,2024,state_publication_annual,6,OLIVE BRANCH,local_police,47341.0,033,54040,srs_agency_header
MS0170600,2024,state_publication_annual,1,WALLS,local_police,1476.0,033,,fbi_cde_agency_roster
MS0180000,2024,state_publication_annual,6,FORREST,sheriff,25846.0,035,99035,srs_agency_header
MS0180200,2024,state_publication_annual,6,PETAL,local_police,11580.0,035,56800,srs_agency_header
MS0200100,2024,state_publication_annual,5,LUCEDALE,local_police,3179.0,039,42440,srs_agency_header
MS0210000,2024,state_publication_annual,4,GREENE,sheriff,12129.0,041,99041,srs_agency_header
MS0210100,2018,cius_publication_annual,6,LEAKESVILLE,local_police,3768.0,041,39840,srs_agency_header
MS0230000,2024,state_publication_annual,6,HANCOCK,sheriff,28488.0,045,99045,srs_agency_header
MS0230300,2018,cius_publication_annual,6,WAVELAND,local_police,6923.0,045,78200,srs_agency_header
MS0230300,2024,state_publication_annual,4,WAVELAND,local_police,6923.0,045,78200,srs_agency_header
MS0240300,2024,state_publication_annual,6,LONG BEACH,local_police,17251.0,047,41680,srs_agency_header
MS0240400,2024,state_publication_annual,3,PASS CHRISTIAN,local_police,6724.0,047,55400,srs_agency_header
MS0240800,2024,state_publication_annual,6,D IBERVILLE,local_police,14298.0,047,19180,srs_agency_header
MS0250100,2018,cius_publication_annual,6,JACKSON,local_police,166024.0,049,36000,srs_agency_header
MS0250100,2019,cius_publication_annual,6,JACKSON,local_police,166024.0,049,36000,srs_agency_header
MS0250200,2024,state_publication_annual,3,RAYMOND,local_police,2591.0,049,61160,srs_agency_header
MS0250300,2024,state_publication_annual,6,CLINTON,local_police,27001.0,049,14420,srs_agency_header
MS0250700,2024,state_publication_annual,1,EDWARDS,local_police,1006.0,049,21580,srs_agency_header
MS0251000,2024,state_publication_annual,3,JACKSON STATE UNIVERSITY,special_jurisdiction,0.0,049,36000,srs_agency_header
MS0290100,2018,cius_publication_annual,6,FULTON,local_police,4537.0,057,26300,srs_agency_header
MS0290100,2019,cius_publication_annual,6,FULTON,local_police,4537.0,057,26300,srs_agency_header
MS0290100,2024,state_publication_annual,5,FULTON,local_police,4537.0,057,26300,srs_agency_header
MS0300600,2024,state_publication_annual,6,GAUTIER,local_police,19023.0,059,26860,srs_agency_header
MS0310000,2024,state_publication_annual,5,JASPER,sheriff,14134.0,061,99061,srs_agency_header
MS0310100,2024,state_publication_annual,4,BAY SPRINGS,local_police,1714.0,061,04060,srs_agency_header
MS0310200,2024,state_publication_annual,3,HEIDELBERG,local_police,672.0,061,31420,srs_agency_header
MS0320000,2024,state_publication_annual,6,JEFFERSON,sheriff,5751.0,063,99063,srs_agency_header
MS0340100,2024,state_publication_annual,6,ELLISVILLE,local_police,4975.0,067,22020,srs_agency_header
MS0360000,2024,state_publication_annual,6,LAFAYETTE,sheriff,31996.0,071,99071,srs_agency_header
MS0360100,2018,cius_publication_annual,6,OXFORD,local_police,29367.0,071,54840,srs_agency_header
MS0370100,2024,state_publication_annual,4,PURVIS,local_police,2420.0,073,60480,srs_agency_header
MS0370200,2024,state_publication_annual,6,LUMBERTON,local_police,2262.0,073,42640,srs_agency_header
MS0370300,2024,state_publication_annual,3,SUMRALL,local_police,2171.0,073,71560,srs_agency_header
MS0400000,2024,state_publication_annual,6,LEAKE,sheriff,17845.0,079,99079,srs_agency_header
MS0410000,2024,state_publication_annual,6,LEE,sheriff,34494.0,081,99081,srs_agency_header
MS0410700,2024,state_publication_annual,4,GUNTOWN,local_police,2882.0,081,29940,srs_agency_header
MS0430000,2024,state_publication_annual,6,LINCOLN,sheriff,23197.0,085,99085,srs_agency_header
MS0440000,2024,state_publication_annual,6,LOWNDES,sheriff,35211.0,087,99087,srs_agency_header
MS0450400,2024,state_publication_annual,5,MADISON,local_police,28064.0,089,44520,srs_agency_header
MS0460000,2024,state_publication_annual,6,MARION,sheriff,18836.0,091,99091,srs_agency_header
MS0470100,2024,state_publication_annual,6,HOLLY SPRINGS,local_police,7799.0,093,33100,srs_agency_header
MS0470300,2024,state_publication_annual,4,BYHALIA,local_police,1379.0,093,10060,srs_agency_header
MS0480000,2024,state_publication_annual,6,MONROE,sheriff,23517.0,095,99095,srs_agency_header
MS0480200,2024,state_publication_annual,5,AMORY,local_police,6911.0,095,01260,srs_agency_header
