ori9,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source
PA043DE00,BN MERCER COUNTY,special_jurisdiction,0.0,085,99085,srs_agency_header
PA0441100,SPR REEDS GAP,unknown,0.0,087,,fbi_cde_agency_roster
PA044BF00,BF MIFFLIN COUNTY,special_jurisdiction,0.0,087,99087,srs_agency_header
PA0451000,COUNTY DET MONROE CNTY,special_jurisdiction,0.0,089,99089,srs_agency_header
PA0451200,SPR TOBYHANNA,unknown,0.0,089,,fbi_cde_agency_roster
PA045BF00,BF MONROE COUNTY,special_jurisdiction,0.0,089,99089,srs_agency_header
PA045DE00,BN MONROE COUNTY,special_jurisdiction,0.0,089,99089,srs_agency_header
PA046BF00,BF MONTGOMERY COUNTY,special_jurisdiction,0.0,091,99091,srs_agency_header
PA0470300,COUNTY DET MONTOUR CNTY,special_jurisdiction,0.0,093,18136,srs_agency_header
PA047BF00,BF MONTOUR COUNTY,special_jurisdiction,0.0,093,99093,srs_agency_header
PA0483700,BANGOR AREA SCHOOL DIST,special_jurisdiction,0.0,095,04032,srs_agency_header
PA0483800,SPR JACOBSBURG ENVIR ED,unknown,0.0,095,,fbi_cde_agency_roster
PA0484100,EASTON AREA SCHOOL DIST,special_jurisdiction,0.0,095,21648,srs_agency_header
PA048BF00,BF NORTHAMPTON COUNTY,special_jurisdiction,0.0,095,99095,srs_agency_header
PA0490000,NORTHUMBERLAND,sheriff,0.0,097,99097,srs_agency_header
PA0492100,SPR SHIKELLAMY,unknown,0.0,097,,fbi_cde_agency_roster
PA049BF00,BF NORTHUMBERLAND CNTY,special_jurisdiction,0.0,097,99097,srs_agency_header
PA049DE00,BN NORTHUMBERLAND CNTY,special_jurisdiction,0.0,097,99097,srs_agency_header
PA0501500,SPR LITTLE BUFFALO,unknown,0.0,099,,fbi_cde_agency_roster
PA050BF00,BF PERRY COUNTY,special_jurisdiction,0.0,099,99099,srs_agency_header
PA050DE00,BN PERRY COUNTY,special_jurisdiction,0.0,099,99099,srs_agency_header
PA051BF00,BF PHILADELPHIA COUNTY,special_jurisdiction,0.0,101,99101,srs_agency_header
PA051DE00,BN PHILADELPHIA COUNTY,special_jurisdiction,0.0,101,99101,srs_agency_header
PA0520000,PIKE,sheriff,0.0,103,99103,srs_agency_header
PA0520700,SPR PROMISED LAND,unknown,0.0,103,,fbi_cde_agency_roster
PA052BF00,BF PIKE COUNTY,special_jurisdiction,0.0,103,99103,srs_agency_header
PA052DE00,BN PIKE COUNTY,special_jurisdiction,0.0,103,99103,srs_agency_header
PA0531400,SPR OLE BULL,unknown,0.0,105,,fbi_cde_agency_roster
PA053BF00,BF POTTER COUNTY,special_jurisdiction,0.0,105,99105,srs_agency_header
PA053DE00,BN POTTER COUNTY,special_jurisdiction,0.0,105,99105,srs_agency_header
PA0540100,CRESSONA,local_police,1614.0,107,17152,srs_agency_header
PA0541600,NEW PHILADELPHIA,local_police,1067.0,107,53944,srs_agency_header
PA0543000,UNION TOWNSHIP,local_police,1234.0,107,78400,srs_agency_header
PA0543500,COUNTY DET SCHUYLKILL C,special_jurisdiction,0.0,107,99107,srs_agency_header
PA0545200,PA ST UNIV SCHUYLKILL,special_jurisdiction,0.0,107,78704,srs_agency_header
PA054BF00,BF SCHUYLKILL COUNTY,special_jurisdiction,0.0,107,99107,srs_agency_header
PA054DE00,BN SCHUYLKILL COUNTY,special_jurisdiction,0.0,107,99107,srs_agency_header
PA055DE00,BN SNYDER COUNTY,special_jurisdiction,0.0,109,99109,srs_agency_header
PA0560600,CENTRAL CITY,local_police,1045.0,111,12296,srs_agency_header
PA056BF00,BF SOMERSET COUNTY,special_jurisdiction,0.0,111,99111,srs_agency_header
PA056DE00,BN SOMERSET COUNTY,special_jurisdiction,0.0,111,99111,srs_agency_header
PA057BF00,BF SULLIVAN COUNTY,special_jurisdiction,0.0,113,99113,srs_agency_header
PA057DE00,BN SULLIVAN COUNTY,special_jurisdiction,0.0,113,99113,srs_agency_header
PA0581500,HOP BOTTOM BOROUGH,local_police,310.0,115,35624,srs_agency_header
PA058BF00,BF SUSQUEHANNA COUNTY,special_jurisdiction,0.0,115,99115,srs_agency_header
PA058DE00,BN SUSQUEHANNA COUNTY,special_jurisdiction,0.0,115,99115,srs_agency_header
PA0590000,TIOGA,sheriff,0.0,117,99117,srs_agency_header
PA059BF00,BF TIOGA COUNTY,special_jurisdiction,0.0,117,99117,srs_agency_header
PA0600000,UNION,sheriff,0.0,119,99119,srs_agency_header
PA0600900,SPR RAYMOND B WINTER,unknown,0.0,119,,fbi_cde_agency_roster
PA060BF00,BF UNION COUNTY,special_jurisdiction,0.0,119,99119,srs_agency_header
PA0611500,SPR OIL CREEK,unknown,0.0,121,,fbi_cde_agency_roster
PA061BF00,BF VENANGO COUNTY,special_jurisdiction,0.0,121,99121,srs_agency_header
PA0620000,WARREN,sheriff,0.0,123,99123,srs_agency_header
PA0620700,COUNTY DET WARREN CNTY,special_jurisdiction,0.0,123,99123,srs_agency_header
PA0621200,SPR CHAPMAN,unknown,0.0,123,,fbi_cde_agency_roster
PA062BF00,BF WARREN COUNTY,special_jurisdiction,0.0,123,99123,srs_agency_header
PA0631200,BEALLSVILLE,local_police,463.0,125,04568,srs_agency_header
PA0632700,INDEPENDENCE TOWNSHIP,local_police,1507.0,125,36800,srs_agency_header
PA0633000,NORTH FRANKLIN TOWNSHIP,local_police,4776.0,125,55040,srs_agency_header
PA0634300,WASHINGTON COUNTY DISTRI,special_jurisdiction,0.0,125,99125,srs_agency_header
PA0635300,JEFFERSON TOWNSHIP WASH,local_police,1137.0,125,37936,srs_agency_header
PA063BF00,BF WASHINGTON COUNTY,special_jurisdiction,0.0,125,99125,srs_agency_header
PA063DE00,BN WASHINGTON COUNTY,special_jurisdiction,0.0,125,99125,srs_agency_header
PA064BF00,BF WAYNE COUNTY,special_jurisdiction,0.0,127,99127,srs_agency_header
PA064DE00,BN WAYNE COUNTY,special_jurisdiction,0.0,127,99127,srs_agency_header
PA0650000,WESTMORELAND,sheriff,0.0,129,99129,srs_agency_header
PA065BF00,BF WESTMORELAND COUNTY,special_jurisdiction,0.0,129,99129,srs_agency_header
PA065DE00,BN WESTMORELAND COUNTY,special_jurisdiction,0.0,129,99129,srs_agency_header
PA0660000,WYOMING,sheriff,0.0,131,99131,srs_agency_header
PA066BF00,BF WYOMING COUNTY,special_jurisdiction,0.0,131,99131,srs_agency_header
PA0673000,WRIGHTSVILLE,local_police,2294.0,133,86640,srs_agency_header
PA0676100,DOVER BOROUGH,local_police,,133,19696,srs_agency_header
PA0676400,SPR SAMUEL S LEWIS,unknown,0.0,133,,fbi_cde_agency_roster
PA067BF00,BF YORK COUNTY,special_jurisdiction,0.0,133,99133,srs_agency_header
PA067DE00,BN YORK COUNTY,special_jurisdiction,0.0,133,99133,srs_agency_header
PA10BCI00,SP BCI BUTLER COUNTY,state_law_enforcement,,019,99019,srs_agency_header
PA16BCI00,SP BCI CLARION COUNTY,state_law_enforcement,,031,99031,srs_agency_header
PA40BCI00,SP BCI LUZERNE COUNTY,state_law_enforcement,,079,99079,srs_agency_header
PA42BCI00,SP BCI MCKEAN COUNTY,state_law_enforcement,,083,99083,srs_agency_header
PA45BCI00,SP BCI MONROE COUNTY,state_law_enforcement,,089,99089,srs_agency_header
PA56BCI00,SP BCI SOMERSET COUNTY,state_law_enforcement,,111,99111,srs_agency_header
PA59BCI00,SP BCI TIOGA COUNTY,state_law_enforcement,,117,99117,srs_agency_header
PA61BCI00,SP BCI VENANGO COUNTY,state_law_enforcement,,121,99121,srs_agency_header
PA66BCI00,SP BCI WYOMING COUNTY,state_law_enforcement,,131,99131,srs_agency_header
PAGEA0700,SP GAMING ENFORCEMENT,special_jurisdiction,0.0,077,32800,srs_agency_header
PAPDH0200,COUNTY DET ADAMS COUNTY,unknown,,,,
PAPDN1900,MIFFLIN TOWNSHIP,unknown,,,,
RIDI00300,NARRAGANSETT TRIBAL,local_police,0.0,009,14320,srs_agency_header
SC0029900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0049900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0079900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0089900,DEPT OF HEALTH ENV CON,unknown,,,,
SC0099900,DEPT OF HEALTH ENV CON,unknown,,,,
SC0119900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0149900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0219900,DEPT OF HEALTH ENV CON,unknown,,,,
SC0239900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0289900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0319900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0322800,ATLANTIC RAILWAYS,unknown,,,,
SC0329900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0349900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0389900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0399900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0429900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0439900,DEPT OF HEALTH ENV CON,unknown,,,,
SC0459900,DEPARTMENT OF HEALTH AND,unknown,,,,
SC0469900,DEPT OF HEALTH ENV CON,unknown,,,,
TN0192100,TN DEPT OF REVENUE SIU,special_jurisdiction,0.0,037,52000,srs_agency_header
TN0229900,SPR HARPETH SCNC RIVERS,special_jurisdiction,,043,99043,srs_agency_header
TN0300300,DTF 3RD JUDICIAL DISTRIC,special_jurisdiction,0.0,059,30980,srs_agency_header
TN0490500,SPR FORT PILLOW ST HST P,special_jurisdiction,0.0,097,33360,srs_agency_header
TN0550400,SPR BIG HILL POND,special_jurisdiction,0.0,109,99109,srs_agency_header
TX0031500,INDEPENDENT SCHOOL DISTR,unknown,0.0,005,,fbi_cde_agency_roster
TX0130600,INDEPENDENT SCHOOL DISTR,unknown,0.0,025,,fbi_cde_agency_roster
TX0192000,INDEPENDENT SCHOOL DISTR,unknown,0.0,037,,fbi_cde_agency_roster
TX0192400,INDEPENDENT SCHOOL DISTR,unknown,0.0,037,,fbi_cde_agency_roster
TX0313100,INDEPENDENT SCHOOL DISTR,unknown,0.0,061,,fbi_cde_agency_roster
TX0431300,COLLIN COUNTY CONSTABLE,unknown,0.0,085,,fbi_cde_agency_roster
TX0578400,ISD HIGHLAND PARK,unknown,0.0,113,,fbi_cde_agency_roster
TX0614800,INDEPENDENT SCHOOL DISTR,unknown,0.0,121,,fbi_cde_agency_roster
TX0615200,INDEPENDENT SCHOOL DISTR,unknown,0.0,121,,fbi_cde_agency_roster
TX0741800,INDEPENDENT SCHOOL DISTR,unknown,0.0,147,,fbi_cde_agency_roster
TX0912700,INDEPENDENT SCHOOL DISTR,unknown,0.0,181,,fbi_cde_agency_roster
TX0913400,INDEPENDENT SCHOOL DISTR,unknown,0.0,181,,fbi_cde_agency_roster
TX1001200,INDEPENDENT SCHOOL DISTR,unknown,0.0,199,,fbi_cde_agency_roster
TX1001400,INDEPENDENT SCHOOL DISTR,unknown,0.0,199,,fbi_cde_agency_roster
TX1131100,INDEPENDENT SCHOOL DISTR,unknown,0.0,225,,fbi_cde_agency_roster
TX1261700,INDEPENDENT SCHOOL DISTR,unknown,0.0,251,,fbi_cde_agency_roster
TX1261800,INDEPENDENT SCHOOL DISTR,unknown,0.0,251,,fbi_cde_agency_roster
TX1292000,INDEPENDENT SCHOOL DISTR,unknown,0.0,257,,fbi_cde_agency_roster
TX1471100,ISD MEXIA,special_jurisdiction,0.0,293,47916,srs_agency_header
TX1500900,INDEPENDENT SCHOOL DISTR,unknown,0.0,299,,fbi_cde_agency_roster
TX2100900,INDEPENDENT SCHOOL DISTR,special_jurisdiction,0.0,419,13732,srs_agency_header
TX2274000,CONCORDIA UNIVERSITY,unknown,,,,
TX2275800,INDEPENDENT SCHOOL DISTR,unknown,0.0,453,,fbi_cde_agency_roster
TX2420100,SHAMROCK,local_police,1866.0,483,67160,srs_agency_header
UT0200400,FOUNTAIN GREEN,local_police,1302.0,039,26720,srs_agency_header
UT0200500,GUNNISON,local_police,3564.0,039,32660,srs_agency_header
UT0230500,STOCKTON,local_police,691.0,045,73050,srs_agency_header
VA0070500,U S FEDERAL DEPOSIT INS,unknown,,,,
VA0260300,CLINCHCO,local_police,302.0,051,17504,srs_agency_header
VA0820900,BRIDGEWATER COLLEGE,unknown,,,,
VA108SP00,SP FALLS CHURCH,state_law_enforcement,0.0,610,27200,srs_agency_header
WA0342200,ST INSUR CMSNR SPC INV U,special_jurisdiction,,067,72905,srs_agency_header
WADI06300,SAUK SUIATTLE TRIBAL,local_police,0.0,061,16690,srs_agency_header
WAWSP0000,WASHINGTON STATE PATROL,state_law_enforcement,0.0,067,51300,srs_agency_header
WI0710500,TOWN OF MENASHA,local_police,0.0,139,50850,srs_agency_header
WV0050500,BETHANY,local_police,869.0,009,06844,srs_agency_header
WV0061000,HUNTINGTON DRUG VCTF,special_jurisdiction,0.0,011,39460,srs_agency_header
WV0140200,DNR HAMPSHIRE COUNTY,special_jurisdiction,0.0,027,70084,srs_agency_header
WV0170700,NUTTER FORT,local_police,1532.0,033,59836,srs_agency_header
WV0230400,DNR LOGAN COUNTY,special_jurisdiction,0.0,045,99045,srs_agency_header
WV0250900,DNR MARION COUNTY,special_jurisdiction,0.0,049,99049,srs_agency_header
WV0260600,DNR MARSHALL COUNTY,special_jurisdiction,0.0,051,99051,srs_agency_header
WV0310700,DNR MONONGALIA COUNTY,special_jurisdiction,0.0,061,99061,srs_agency_header
WV0380200,DNR POCAHONTAS COUNTY,special_jurisdiction,0.0,075,99075,srs_agency_header
WV0390800,DNR PRESTON COUNTY,special_jurisdiction,0.0,077,99077,srs_agency_header
WV0470300,DNR TUCKER COUNTY,special_jurisdiction,0.0,093,99093,srs_agency_header
WV0550200,PINEVILLE,local_police,630.0,109,63940,srs_agency_header
WVWSP8800,SP BCI BECKLEY,state_law_enforcement,0.0,081,05332,srs_agency_header
WVWSP9300,SP BCI BLUEFIELD,state_law_enforcement,0.0,055,08524,srs_agency_header
