ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,months,preferred_count,implied_full_year_if_annualized,understatement,reporting_regime,preferred_source
MO0570100,MO,ELSBERRY,local_police,2115.0,aggravated_assault,8.0,7.0,10.5,3.5,true_partial,nibrs_srs_equivalent_annual
IN0710700,IN,ROSELAND,local_police,851.0,aggravated_assault,8.0,7.0,10.5,3.5,true_partial,nibrs_srs_equivalent_annual
TX0470200,TX,DE LEON,local_police,2362.0,larceny,8.0,7.0,10.5,3.5,true_partial,nibrs_srs_equivalent_annual
WADI06800,WA,TULALIP TRIBAL,local_police,0.0,burglary,10.0,17.0,20.4,3.3999999999999986,true_partial,nibrs_srs_equivalent_annual
WADI06600,WA,PORT GAMBLE S KLALLAM TB,local_police,0.0,larceny,10.0,17.0,20.4,3.3999999999999986,true_partial,nibrs_srs_equivalent_annual
NC0100100,NC,OAK ISLAND,local_police,9838.0,burglary,10.0,17.0,20.4,3.3999999999999986,true_partial,nibrs_srs_equivalent_annual
NJ0130300,NJ,ASBURY PARK,local_police,15717.0,burglary,11.0,37.0,40.36363636363637,3.363636363636367,true_partial,nibrs_srs_equivalent_annual
TX1020500,TX,WASKOM,local_police,1952.0,larceny,9.0,10.0,13.333333333333334,3.333333333333334,true_partial,nibrs_srs_equivalent_annual
SC0070500,SC,UNIV OF SC BEAUFORT,special_jurisdiction,0.0,larceny,9.0,10.0,13.333333333333334,3.333333333333334,true_partial,nibrs_srs_equivalent_annual
OH0185300,OH,VALLEY VIEW,local_police,2005.0,larceny,9.0,10.0,13.333333333333334,3.333333333333334,true_partial,nibrs_srs_equivalent_annual
WI0141400,WI,IRON RIDGE,local_police,915.0,larceny,9.0,10.0,13.333333333333334,3.333333333333334,true_partial,nibrs_srs_equivalent_annual
IL0993000,IL,WILL CO FOREST PRESERVE,special_jurisdiction,0.0,burglary,11.0,34.0,37.09090909090909,3.0909090909090935,true_partial,nibrs_srs_equivalent_annual
AZ0021100,AZ,TOMBSTONE,local_police,1315.0,aggravated_assault,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
NC0180800,NC,CATAWBA,local_police,723.0,aggravated_assault,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
MN0460300,MN,TRUMAN,local_police,1084.0,larceny,8.0,6.0,9.0,3.0,true_partial,nibrs_srs_equivalent_annual
GA0170300,GA,SARDIS,local_police,999.0,larceny,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
CO0220000,CO,FREMONT,sheriff,30008.0,motor_vehicle_theft,9.0,9.0,12.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0782600,OH,KINSMAN,local_police,1711.0,burglary,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0790900,OH,BOLIVAR,local_police,989.0,burglary,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
KS0420000,KS,HODGEMAN,sheriff,1825.0,larceny,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
NC0260400,NC,FAYETTEVILLE STATE UNIV,special_jurisdiction,0.0,motor_vehicle_theft,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0850400,OH,APPLE CREEK,local_police,1194.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
ND0220000,ND,KIDDER,sheriff,1754.0,larceny,9.0,9.0,12.0,3.0,true_partial,nibrs_srs_equivalent_annual
GA0441100,GA,STONE MOUNTAIN PARK,special_jurisdiction,0.0,larceny,8.0,6.0,9.0,3.0,true_partial,nibrs_srs_equivalent_annual
KS0550000,KS,LOGAN,sheriff,774.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
CO0470000,CO,PARK,sheriff,18236.0,burglary,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
GA0850000,GA,LAMAR,sheriff,13915.0,motor_vehicle_theft,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
CO0470000,CO,PARK,sheriff,18236.0,murder,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
ND0340300,ND,DRAYTON,local_police,741.0,aggravated_assault,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
FL0670100,FL,CHIPLEY,local_police,3734.0,larceny,10.0,15.0,18.0,3.0,true_partial,nibrs_srs_equivalent_annual
VA0350500,VA,NARROWS,local_police,2038.0,larceny,9.0,9.0,12.0,3.0,true_partial,nibrs_srs_equivalent_annual
KS0560300,KS,AMERICUS,local_police,889.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
NC0630700,NC,VASS,local_police,1038.0,burglary,11.0,33.0,36.0,3.0,true_partial,nibrs_srs_equivalent_annual
AR0370200,AR,STAMPS,local_police,1482.0,rape,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
GA0850000,GA,LAMAR,sheriff,13915.0,burglary,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
MI7331100,MI,CHESANING,local_police,2440.0,larceny,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
GA0850000,GA,LAMAR,sheriff,13915.0,aggravated_assault,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
CO0200200,CO,SIMLA,local_police,698.0,burglary,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
TN0270300,TN,TRENTON,local_police,4243.0,larceny,10.0,15.0,18.0,3.0,true_partial,nibrs_srs_equivalent_annual
NB0120000,NE,BUTLER,sheriff,8548.0,aggravated_assault,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
CO0200200,CO,SIMLA,local_police,698.0,aggravated_assault,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
TN0310400,TN,MONTEAGLE,local_police,1409.0,aggravated_assault,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
MO0492800,MO,MO SOUTHERN STATE UNIV,special_jurisdiction,0.0,larceny,9.0,9.0,12.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0070600,OH,SHADYSIDE,local_police,3594.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
WV0470100,WV,PARSONS,local_police,1407.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
WV0202700,WV,KANAWHA CNTY PARKS REC,special_jurisdiction,0.0,burglary,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0183200,OH,MORELAND HILLS,local_police,3460.0,larceny,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
TX1451100,TX,OAKWOOD,local_police,410.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
MO0230100,MO,KAHOKA,local_police,2034.0,larceny,9.0,9.0,12.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0181600,OH,CUYAHOGA HEIGHTS,local_police,554.0,motor_vehicle_theft,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
NBNSP2800,NE,ST PTRL DOUGLAS COUNTY,state_law_enforcement,0.0,aggravated_assault,8.0,6.0,9.0,3.0,true_partial,nibrs_srs_equivalent_annual
TN0792400,TN,SOUTHWEST TN COMM COLLEG,special_jurisdiction,0.0,larceny,8.0,6.0,9.0,3.0,true_partial,nibrs_srs_equivalent_annual
WI0620800,WI,STRUM,local_police,1094.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
IL0842300,IL,LOAMI,local_police,797.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
TN0331700,TN,CHATTANOOGA ST COMM COLL,special_jurisdiction,0.0,larceny,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
NB0790600,NE,MINATARE,local_police,801.0,aggravated_assault,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0431700,OH,TIMBERLAKE,local_police,652.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
TN0360500,TN,SALTILLO,local_police,536.0,larceny,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
IN0760600,IN,CLEAR LAKE,local_police,364.0,larceny,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0010300,OH,WEST UNION,local_police,3153.0,larceny,6.0,3.0,6.0,3.0,true_partial,nibrs_srs_equivalent_annual
IN0700000,IN,RUSH,sheriff,10775.0,motor_vehicle_theft,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
WVWSP3800,WV,SP POINT PLEASANT,state_law_enforcement,0.0,burglary,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
OH0430400,OH,KIRTLAND HILLS,local_police,691.0,burglary,3.0,1.0,4.0,3.0,true_partial,nibrs_srs_equivalent_annual
ID0120000,ID,BUTTE,sheriff,2814.0,aggravated_assault,7.0,4.0,6.857142857142857,2.8571428571428568,true_partial,nibrs_srs_equivalent_annual
GA0331300,GA,COBB CNTY BOARD OF EDUC,special_jurisdiction,0.0,aggravated_assault,7.0,4.0,6.857142857142857,2.8571428571428568,true_partial,nibrs_srs_equivalent_annual
WI0720600,WI,PITTSVILLE,local_police,835.0,larceny,7.0,4.0,6.857142857142857,2.8571428571428568,true_partial,nibrs_srs_equivalent_annual
NJ0130300,NJ,ASBURY PARK,local_police,15717.0,robbery,11.0,31.0,33.81818181818182,2.81818181818182,true_partial,nibrs_srs_equivalent_annual
TN0270300,TN,TRENTON,local_police,4243.0,aggravated_assault,10.0,14.0,16.8,2.8000000000000007,true_partial,nibrs_srs_equivalent_annual
TN0070100,TN,JELLICO,local_police,2198.0,larceny,10.0,14.0,16.8,2.8000000000000007,true_partial,nibrs_srs_equivalent_annual
GA0080500,GA,WHITE,local_police,731.0,larceny,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
TX2205300,TX,INDEPENDENT SCHOOL DISTR,unknown,0.0,aggravated_assault,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
IL0492000,IL,WAUCONDA,local_police,13945.0,burglary,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
NB0340200,NE,WYMORE,local_police,1375.0,larceny,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
WI0720400,WI,PORT EDWARDS,local_police,1772.0,larceny,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
WV0450100,WV,HINTON,local_police,2417.0,larceny,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
KS0010400,KS,LA HARPE,local_police,532.0,burglary,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
CO0510000,CO,PUEBLO,sheriff,60352.0,robbery,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
CO0510000,CO,PUEBLO,sheriff,60352.0,rape,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
NV0150000,NV,STOREY,sheriff,4261.0,motor_vehicle_theft,5.0,2.0,4.8,2.8,true_partial,nibrs_srs_equivalent_annual
KS0190700,KS,PITTSBURG STATE UNIV,special_jurisdiction,0.0,larceny,11.0,30.0,32.72727272727273,2.7272727272727266,true_partial,nibrs_srs_equivalent_annual
TX0310700,TX,PRIMERA,local_police,5405.0,larceny,11.0,30.0,32.72727272727273,2.7272727272727266,true_partial,nibrs_srs_equivalent_annual
WI0370700,WI,SPENCER,local_police,1908.0,larceny,9.0,8.0,10.666666666666666,2.666666666666666,true_partial,nibrs_srs_equivalent_annual
IN0480100,IN,ALEXANDRIA,local_police,5173.0,aggravated_assault,9.0,8.0,10.666666666666666,2.666666666666666,true_partial,nibrs_srs_equivalent_annual
TN079279E,TN,MEMPHIS,special_jurisdiction,0.0,larceny,9.0,8.0,10.666666666666666,2.666666666666666,annual_only_but_usable,nibrs_srs_equivalent_annual
GA0130000,GA,BRANTLEY,sheriff,17522.0,aggravated_assault,9.0,8.0,10.666666666666666,2.666666666666666,true_partial,nibrs_srs_equivalent_annual
MI1964300,MI,OVID,local_police,1618.0,larceny,9.0,8.0,10.666666666666666,2.666666666666666,true_partial,nibrs_srs_equivalent_annual
TN0500200,TN,LORETTO,local_police,1825.0,aggravated_assault,9.0,8.0,10.666666666666666,2.666666666666666,true_partial,nibrs_srs_equivalent_annual
WVWSP4300,WV,SP ROMNEY,state_law_enforcement,0.0,larceny,10.0,13.0,15.6,2.5999999999999996,true_partial,nibrs_srs_equivalent_annual
WADI06800,WA,TULALIP TRIBAL,local_police,0.0,aggravated_assault,10.0,13.0,15.6,2.5999999999999996,true_partial,nibrs_srs_equivalent_annual
WI0137800,WI,CAPITOL POLICE,special_jurisdiction,0.0,larceny,10.0,13.0,15.6,2.5999999999999996,true_partial,nibrs_srs_equivalent_annual
CA0390200,CA,LODI,local_police,68811.0,robbery,11.0,28.0,30.545454545454547,2.5454545454545467,true_partial,nibrs_srs_equivalent_annual
GA1200000,GA,RANDOLPH,sheriff,3397.0,larceny,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
MO074015Y,MO,MARYVILLE,special_jurisdiction,0.0,rape,8.0,5.0,7.5,2.5,annual_only_but_usable,nibrs_srs_equivalent_annual
TN0300200,TN,BAILEYTON,local_police,465.0,larceny,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
TN0330300,TN,LOOKOUT MOUNTAIN,local_police,2051.0,larceny,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
IN0451800,IN,INDIANA UNIV NORTHWEST,special_jurisdiction,0.0,larceny,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
OH0740200,OH,TIFFIN,local_police,17773.0,burglary,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
AZ0040500,AZ,MIAMI,local_police,1787.0,larceny,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
AZ0040500,AZ,MIAMI,local_police,1787.0,burglary,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
NJ0110500,NJ,HOPEWELL BOROUGH,local_police,1974.0,larceny,8.0,5.0,7.5,2.5,true_partial,nibrs_srs_equivalent_annual
IN0660000,IN,PULASKI,sheriff,12479.0,larceny,11.0,27.0,29.454545454545453,2.4545454545454533,true_partial,nibrs_srs_equivalent_annual
OR0201300,OR,UNIVERSITY OF OREGON,special_jurisdiction,0.0,burglary,11.0,27.0,29.454545454545453,2.4545454545454533,true_partial,nibrs_srs_equivalent_annual
UT0201300,UT,SNOW COLLEGE,special_jurisdiction,0.0,larceny,10.0,12.0,14.4,2.4000000000000004,true_partial,nibrs_srs_equivalent_annual
OH0254400,OH,COLUMBUS STATE COMM COLL,special_jurisdiction,0.0,larceny,11.0,26.0,28.363636363636363,2.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0710000,MO,MORGAN,sheriff,17528.0,rape,9.0,7.0,9.333333333333334,2.333333333333334,true_partial,nibrs_srs_equivalent_annual
SC0150300,SC,COTTAGEVILLE,local_police,745.0,larceny,9.0,7.0,9.333333333333334,2.333333333333334,true_partial,nibrs_srs_equivalent_annual
WV0120000,WV,GRANT,sheriff,8717.0,larceny,9.0,7.0,9.333333333333334,2.333333333333334,true_partial,nibrs_srs_equivalent_annual
WV0510000,WV,WEBSTER,sheriff,7459.0,larceny,9.0,7.0,9.333333333333334,2.333333333333334,true_partial,nibrs_srs_equivalent_annual
WV0203400,WV,CAPITOL PROTECTIVE SRVCS,special_jurisdiction,0.0,larceny,9.0,7.0,9.333333333333334,2.333333333333334,true_partial,nibrs_srs_equivalent_annual
TX2540100,TX,CRYSTAL CITY,local_police,7283.0,aggravated_assault,10.0,11.0,13.2,2.1999999999999993,true_partial,nibrs_srs_equivalent_annual
GA0910000,GA,LONG,sheriff,19003.0,larceny,10.0,11.0,13.2,2.1999999999999993,true_partial,nibrs_srs_equivalent_annual
WI0131300,WI,CROSS PLAINS,local_police,4362.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
OH0259900,OH,OTTERBEIN UNIVERSITY,special_jurisdiction,0.0,rape,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
OH025A10X,OH,BEXLEY,special_jurisdiction,0.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,annual_only_but_usable,nibrs_srs_equivalent_annual
OH0770700,OH,MACEDONIA,local_police,12248.0,burglary,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
GA0331300,GA,COBB CNTY BOARD OF EDUC,special_jurisdiction,0.0,rape,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
OH0259900,OH,OTTERBEIN UNIVERSITY,special_jurisdiction,0.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
TN0590400,TN,PETERSBURG,local_police,579.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
TN013059E,TN,HARROGATE,special_jurisdiction,0.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,annual_only_but_usable,nibrs_srs_equivalent_annual
TX1782500,TX,INDEPENDENT SCHOOL DISTR,unknown,0.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
SC0380300,SC,BOWMAN,local_police,907.0,aggravated_assault,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
NJ013559E,NJ,WEST LONG BRANCH,special_jurisdiction,0.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,annual_only_but_usable,nibrs_srs_equivalent_annual
KS0100100,KS,SEDAN,local_police,1023.0,motor_vehicle_theft,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
WV0251400,WV,FAIRMONT STATE UNIVERSIT,special_jurisdiction,0.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
TX0615500,TX,COPPER CANYON,local_police,2328.0,larceny,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
OK0710700,OK,TIPTON,local_police,911.0,aggravated_assault,7.0,3.0,5.142857142857143,2.1428571428571432,true_partial,nibrs_srs_equivalent_annual
KS0400500,KS,BURRTON,local_police,870.0,aggravated_assault,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0570200,IN,LIGONIER,local_police,4623.0,robbery,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
NC0930200,NC,WARRENTON,local_police,861.0,aggravated_assault,9.0,6.0,8.0,2.0,true_partial,nibrs_srs_equivalent_annual
MI6160300,MI,MUSKEGON,local_police,38188.0,murder,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
WI0330200,WI,BLANCHARDVILLE,local_police,833.0,rape,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
TN0350700,TN,TOONE,local_police,338.0,larceny,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0570200,IN,LIGONIER,local_police,4623.0,aggravated_assault,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0570200,IN,LIGONIER,local_police,4623.0,motor_vehicle_theft,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
MO0261800,MO,LINCOLN UNIVERSITY,special_jurisdiction,0.0,rape,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
KS0400500,KS,BURRTON,local_police,870.0,larceny,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0860000,IN,WARREN,sheriff,8596.0,larceny,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
PA002B800,PA,EASTERN REGIONAL MON VAL,local_police,7732.0,robbery,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0711100,IN,ST JOSEPH CO AIRPORT AU,special_jurisdiction,0.0,motor_vehicle_theft,9.0,6.0,8.0,2.0,true_partial,nibrs_srs_equivalent_annual
OH0781300,OH,BROOKFIELD TOWNSHIP,local_police,8434.0,motor_vehicle_theft,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
OH0781300,OH,BROOKFIELD TOWNSHIP,local_police,8434.0,rape,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0860000,IN,WARREN,sheriff,8596.0,aggravated_assault,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
CO0220000,CO,FREMONT,sheriff,30008.0,aggravated_assault,9.0,6.0,8.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0710500,IN,NEW CARLISLE,local_police,2183.0,larceny,11.0,22.0,24.0,2.0,true_partial,nibrs_srs_equivalent_annual
TN0370200,TN,SURGOINSVILLE,local_police,1925.0,larceny,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
TN0400400,TN,HENRY,local_police,474.0,larceny,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
TX0470200,TX,DE LEON,local_police,2362.0,burglary,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
GA1330100,GA,BUTLER,local_police,1819.0,burglary,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
GA0720200,GA,WAVERLY HALL,local_police,830.0,larceny,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
WVWSP6600,WV,SP NEW CUMBERLAND,state_law_enforcement,0.0,rape,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
TX1083800,TX,SOUTH TEXAS COLLEGE,special_jurisdiction,0.0,larceny,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
NJNPIPP00,NJ,PALISADES INTERSTATE PWY,special_jurisdiction,0.0,burglary,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
NC0800800,NC,GRANITE QUARRY,local_police,3094.0,aggravated_assault,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
TN0350700,TN,TOONE,local_police,338.0,burglary,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
WA0350000,WA,WAHKIAKUM,sheriff,4948.0,larceny,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
SC0321600,SC,MIDLANDS TECHNICAL COLLE,special_jurisdiction,0.0,larceny,10.0,10.0,12.0,2.0,true_partial,nibrs_srs_equivalent_annual
WV0290300,WV,RIDGELEY,local_police,624.0,larceny,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
NB0530000,NE,KIMBALL,sheriff,1240.0,motor_vehicle_theft,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
KS0480000,KS,KINGMAN,sheriff,4326.0,aggravated_assault,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
GA0020200,GA,WILLACOOCHEE,local_police,1389.0,aggravated_assault,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
NBNSP3300,NE,ST PTRL FURNAS COUNTY,state_law_enforcement,0.0,aggravated_assault,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
KS0890300,KS,SILVER LAKE,local_police,1417.0,motor_vehicle_theft,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
WI0141900,WI,THERESA,local_police,1257.0,aggravated_assault,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
TN0170500,TN,GADSDEN,local_police,479.0,aggravated_assault,9.0,6.0,8.0,2.0,true_partial,nibrs_srs_equivalent_annual
KS0080800,KS,BENTON,local_police,945.0,motor_vehicle_theft,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
NBNSP5400,NE,ST PTRL KNOX COUNTY,state_law_enforcement,0.0,aggravated_assault,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
NBNSP5500,NE,ST PTRL LANCASTER CNTY,state_law_enforcement,0.0,aggravated_assault,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
IN0350000,IN,HUNTINGTON,sheriff,18268.0,larceny,9.0,6.0,8.0,2.0,true_partial,nibrs_srs_equivalent_annual
MO0491400,MO,DUENWEG,local_police,2008.0,motor_vehicle_theft,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
NC0630900,NC,FOXFIRE VILLAGE,local_police,1405.0,burglary,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
NC0630900,NC,FOXFIRE VILLAGE,local_police,1405.0,larceny,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
MO0200200,MO,STOCKTON,local_police,1948.0,motor_vehicle_theft,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
OR0010100,OR,BAKER CITY,local_police,10305.0,motor_vehicle_theft,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
KS0330100,KS,HILL CITY,local_police,1409.0,aggravated_assault,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
IA0771400,IA,PLEASANT HILL,local_police,12137.0,motor_vehicle_theft,11.0,22.0,24.0,2.0,true_partial,nibrs_srs_equivalent_annual
SC0090000,SC,CALHOUN,sheriff,12310.0,aggravated_assault,8.0,4.0,6.0,2.0,true_partial,nibrs_srs_equivalent_annual
MI6243800,MI,GRANT,local_police,985.0,rape,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
MI6243800,MI,GRANT,local_police,985.0,motor_vehicle_theft,6.0,2.0,4.0,2.0,true_partial,nibrs_srs_equivalent_annual
ID0250100,ID,COTTONWOOD,local_police,984.0,aggravated_assault,4.0,1.0,3.0,2.0,true_partial,nibrs_srs_equivalent_annual
