ori7c,ori9,state_abbr,state_fips,year,aggravated_assault,burglary,larceny,motor_vehicle_theft,murder,rape,robbery,total,sig,preferred_sources,max_preferred_months,n_usable,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,cw_n_jurisdictions,cw_weight_sum,cw_relationship,cw_jurisdictions,estimated_count_2024_all_offenses,n_ori9,n_ori7,group_total_sum,group_total_max,group_excess_mass,duplicate_class,match_evidence
PA01559,PA0155900,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR WHITE CLAY,unknown,0.0,029,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01606,PA0160600,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,7.0,0,COUNTY DET CLARION CNTY,special_jurisdiction,0.0,031,99031,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,1.7142857142857142,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01901,PA0190100,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,BENTON AREA,local_police,1928.0,037,05680,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4203705680,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02114,PA0211400,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,cius_publication_annual,12.0,7,MOUNT HOLLY SPRINGS,local_police,2055.0,041,51592,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4204151592,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02123,PA0212300,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR COLONEL DENNING,unknown,0.0,041,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02522,PA0252200,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,ERIE MUNICIPAL ARPRT AUT,special_jurisdiction,0.0,049,99049,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02640,PA0264000,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,PA ST UNIV FAYETTE,special_jurisdiction,0.0,051,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02804,PA0280400,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,2.0,7,MERCERSBURG,local_police,1552.0,055,48704,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4205548704,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02903,PA0290300,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,12.0,7,SPR COWANS GAP,unknown,0.0,057,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03008,PA0300800,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR RYERSON STATION,unknown,0.0,059,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03113,PA0311300,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,JUNIATA COLLEGE,unknown,,,,,1.0,1.0,overlap,42:statewide_overlap_layer,6.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03207,PA0320700,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,cius_publication_annual,12.0,7,SALTSBURG,local_police,811.0,063,67648,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4206367648,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03314,PA0331400,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,INDIANA UNIVERSITY PUNX,special_jurisdiction,0.0,065,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03707,PA0370700,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,cius_publication_annual,12.0,7,NORTH BEAVER,local_police,3967.0,073,54768,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207354768,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03829,PA0382900,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR MEMORIAL LAKE,unknown,,,,,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04022,PA0402200,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,cius_publication_annual,12.0,7,SUGAR NOTCH,local_police,998.0,079,75072,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207975072,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04055,PA0405500,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,6.0,0,COUNTY DET LUZERNE COUN,special_jurisdiction,0.0,079,99079,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,2.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04072,PA0407200,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,3.0,0,PA ST UN WILKES BARRE,special_jurisdiction,0.0,079,99079,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,4.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04215,PA0421500,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,UNIV OF PITT BRADFORD,special_jurisdiction,0.0,083,08040,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04327,PA0432700,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,PENNSYLVANIA STATE UNIVE,special_jurisdiction,0.0,085,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04639,PA0463900,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR EVANSBURG,unknown,0.0,091,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05304,PA0530400,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,cius_publication_annual,12.0,7,SHINGLEHOUSE,local_police,1089.0,105,70304,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4210570304,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05627,PA0562700,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR KOOSER,unknown,0.0,111,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05704,PA0570400,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR WORLDS END,unknown,0.0,113,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05909,PA0590900,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,MANSFIELD UNIVERSITY,special_jurisdiction,0.0,117,47080,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,12.284953867991483,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05920,PA0592000,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR HILLS CREEK,unknown,0.0,117,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05921,PA0592100,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR LEONARD HARRISON,unknown,0.0,117,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06114,PA0611400,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,POLK,local_police,778.0,121,61936,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4212161936,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06300,PA0630000,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,WASHINGTON,sheriff,0.0,125,99125,srs_agency_header,1.0,1.0,exclusive,42:state_nonmunicipal_remainder,12.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06538,PA0653800,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,cius_publication_annual,12.0,7,DELMONT,local_police,2620.0,129,18768,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4212918768,1.0,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PADAA21,PADAA2100,PA,42,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,9.0,0,CUMBERLAND COUNTY DISTRI,unknown,,,,,1.0,1.0,overlap,42:statewide_overlap_layer,1.3333333333333333,43,43,43.0,1.0,42.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MI25593,MI2559300,MI,26,2024,1.0,9.0,22.0,5.0,0.0,4.0,0.0,41.0,0|4|0|1|9|22|5,cius_publication_annual,12.0,7,MONTROSE,local_police,1715.0,049,55280,srs_agency_header,1.0,1.0,exclusive,26:municipal:place:2655280,41.0,2,2,82.0,41.0,41.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MI25899,MI2589900,MI,26,2024,1.0,9.0,22.0,5.0,0.0,4.0,0.0,41.0,0|4|0|1|9|22|5,nibrs_srs_equivalent_annual|srs_return_a_annual,12.0,7,MONTROSE TOWNSHIP,local_police,7662.0,049,55300,srs_agency_header,1.0,1.0,exclusive,26:municipal:cousub:2604955300,41.0,2,2,82.0,41.0,41.0,T2_different_ori7_identical_signature,identical_7_offense_vector
GA06040,GA0604000,GA,13,2024,0.0,1.0,35.0,1.0,0.0,0.0,1.0,38.0,0|0|1|0|1|35|1,cius_publication_annual,12.0,7,MOREHOUSE COLLEGE,special_jurisdiction,,121,04000,srs_agency_header,1.0,1.0,overlap,13:statewide_overlap_layer,38.0,2,2,76.0,38.0,38.0,T2_different_ori7_identical_signature,identical_7_offense_vector
GA06044,GA0604400,GA,13,2024,0.0,1.0,35.0,1.0,0.0,0.0,1.0,38.0,0|0|1|0|1|35|1,nibrs_srs_equivalent_annual,12.0,7,ATLANTA,special_jurisdiction,0.0,121,,fbi_cde_agency_roster,1.0,1.0,overlap,13:statewide_overlap_layer,38.0,2,2,76.0,38.0,38.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01009,PA0100900,PA,42,2024,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0|0|0|0|0|18|0,srs_return_a_annual,8.0,0,MIDDLESEX TOWNSHIP,local_police,7574.0,019,49056,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4201949056,27.0,3,3,54.0,18.0,36.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01111,PA0111100,PA,42,2024,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0|0|0|0|0|12|0,cius_publication_annual,12.0,7,GEISTOWN,local_police,2325.0,021,28720,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4202128720,12.0,4,4,48.0,12.0,36.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02023,PA0202300,PA,42,2024,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0|0|0|0|0|12|0,srs_return_a_annual,8.0,0,ALLEGHENY COLLEGE,unknown,,,,,1.0,1.0,overlap,42:statewide_overlap_layer,18.0,4,4,48.0,12.0,36.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03714,PA0371400,PA,42,2024,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0|0|0|0|0|12|0,srs_return_a_annual,7.0,0,PULASKI TOWNSHIP,local_police,3290.0,073,62904,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207362904,39.621172310957256,4,4,48.0,12.0,36.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04005,PA0400500,PA,42,2024,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0|0|0|0|0|18|0,srs_return_a_annual,4.0,0,FREELAND,local_police,3821.0,079,27744,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207927744,64.92626363067293,3,3,54.0,18.0,36.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05202,PA0520200,PA,42,2024,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0|0|0|0|0|12|0,cius_publication_annual,12.0,7,MILFORD,local_police,1149.0,103,49400,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4210349400,12.0,4,4,48.0,12.0,36.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06552,PA0655200,PA,42,2024,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0|0|0|0|0|18|0,srs_return_a_annual,12.0,7,WESTMORELAND COUNTY PARK,special_jurisdiction,0.0,129,99129,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,18.0,3,3,54.0,18.0,36.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA00708,PA0070800,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,cius_publication_annual,12.0,7,DUNCANSVILLE,local_police,1235.0,013,20248,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4201320248,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01019,PA0101900,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,cius_publication_annual,12.0,7,SAXONBURG,local_police,1456.0,019,68056,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4201968056,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01025,PA0102500,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,12.0,7,LANCASTER TOWNSHIP,local_police,3662.0,019,41208,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4201941208,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01037,PA0103700,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,2.0,0,BUTLER COUNTY COMMUNITY,special_jurisdiction,0.0,019,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01418,PA0141800,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,1.0,0,SPR BALD EAGLE,unknown,0.0,027,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,24.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01560,PA0156000,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,1.0,0,SPR MARSH CREEK,unknown,0.0,029,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,24.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01922,PA0192200,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,cius_publication_annual,12.0,7,MAIN TOWNSHIP,local_police,1282.0,037,46688,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4203746688,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02009,PA0200900,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,12.0,7,SPR PYMATUNING,special_jurisdiction,0.0,039,99039,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03535,PA0353500,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,cius_publication_annual,12.0,7,CARBONDALE TOWNSHIP,local_police,1148.0,069,,fbi_cde_agency_roster,1.0,1.0,exclusive,42:municipal:cousub:4206911240,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03618,PA0361800,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,cius_publication_annual,12.0,7,CHRISTIANA,local_police,1175.0,071,13512,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207113512,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03659,PA0365900,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,2.0,0,SPR SUSQUEHANNOCK,unknown,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03931,PA0393100,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,3.0,0,PA STATE UNIV LEHIGH VA,special_jurisdiction,0.0,077,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,8.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05126,PA0512600,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,2.0,0,SPR BEN RUSH,unknown,0.0,101,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05415,PA0541500,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,cius_publication_annual,12.0,7,HEGINS TOWNSHIP,local_police,3391.0,107,33584,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4210733584,2.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05628,PA0562800,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,1.0,0,SPR LAUREL RIDGE,unknown,0.0,111,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,24.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05629,PA0562900,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,2.0,0,SPR LAUREL HILL,unknown,0.0,111,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06745,PA0674500,PA,42,2024,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0|0|0|0|0|2|0,srs_return_a_annual,5.0,0,COUNTY DET YORK COUNTY,special_jurisdiction,0.0,133,99133,srs_agency_header,1.0,1.0,exclusive,42:state_nonmunicipal_remainder,4.8,17,17,34.0,2.0,32.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01321,PA0132100,PA,42,2024,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,srs_return_a_annual,4.0,0,SPR HICKORY RUN,unknown,0.0,025,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,27.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01812,PA0181200,PA,42,2024,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,srs_return_a_annual,8.0,0,LOCK HAVEN UNIVERSITY,special_jurisdiction,0.0,035,44128,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,17.676329081111717,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03914,PA0391400,PA,42,2024,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,cius_publication_annual,12.0,7,ALBURTIS,local_police,2674.0,077,00660,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207700660,9.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05436,PA0543600,PA,42,2024,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,cius_publication_annual,12.0,7,RUSH TOWNSHIP,local_police,3495.0,107,66760,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4210766760,9.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MI25314,MI2531400,MI,26,2024,9.0,2.0,12.0,2.0,0.0,0.0,0.0,25.0,0|0|0|9|2|12|2,nibrs_srs_equivalent_annual|srs_return_a_annual,12.0,7,CLAYTON TOWNSHIP,local_police,7274.0,049,16260,srs_agency_header,1.0,1.0,exclusive,26:municipal:cousub:2604916260,25.0,2,2,50.0,25.0,25.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MI46317,MI4631700,MI,26,2024,9.0,2.0,12.0,2.0,0.0,0.0,0.0,25.0,0|0|0|9|2|12|2,cius_publication_annual,12.0,7,CLAYTON,local_police,330.0,091,16280,srs_agency_header,1.0,1.0,exclusive,26:municipal:place:2616280,25.0,2,2,50.0,25.0,25.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY01952,NY0195200,NY,36,2024,0.0,1.0,24.0,0.0,0.0,0.0,0.0,25.0,0|0|0|0|1|24|0,cius_publication_annual,12.0,7,CAIRO TOWN,local_police,6853.0,039,11649,srs_agency_header,1.0,1.0,exclusive,36:municipal:cousub:3603911649,25.0,2,2,50.0,25.0,25.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY02621,NY0262100,NY,36,2024,0.0,1.0,24.0,0.0,0.0,0.0,0.0,25.0,0|0|0|0|1|24|0,cius_publication_annual,12.0,7,CAZENOVIA VILLAGE,local_police,2851.0,053,13145,srs_agency_header,1.0,1.0,exclusive,36:municipal:place:3613145,25.0,2,2,50.0,25.0,25.0,T2_different_ori7_identical_signature,identical_7_offense_vector
IL01103,IL0110300,IL,17,2024,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0|0|0|0|0|3|0,cius_publication_annual,12.0,7,KINCAID,local_police,1397.0,021,39909,srs_agency_header,1.0,1.0,exclusive,17:municipal:place:1739909,3.0,11,10,27.0,3.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
IL0166L,IL0166L00,IL,17,2024,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0|0|0|0|0|3|0,cius_publication_annual,12.0,7,CHICAGO STATE UNIVERSITY,special_jurisdiction,0.0,031,14000,srs_agency_header,1.0,1.0,overlap,17:statewide_overlap_layer,3.0,11,10,27.0,3.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
IL01701,IL0170100,IL,17,2024,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,0|0|0|0|1|7|0,cius_publication_annual,12.0,7,OBLONG,local_police,1381.0,033,55106,srs_agency_header,1.0,1.0,exclusive,17:municipal:place:1755106,8.0,4,4,32.0,8.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
IL01909,IL0190900,IL,17,2024,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0|0|0|0|0|3|0,nibrs_srs_equivalent_annual,9.0,7,KIRKLAND,local_police,1727.0,037,40156,srs_agency_header,1.0,1.0,exclusive,17:municipal:place:1740156,3.0,11,10,27.0,3.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
IL03404,IL0340400,IL,17,2024,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,0|0|0|0|1|7|0,cius_publication_annual,12.0,7,HAMILTON,local_police,2743.0,067,32434,srs_agency_header,1.0,1.0,exclusive,17:municipal:place:1732434,8.0,4,4,32.0,8.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
