ori9,year,offense,count,quarters_reported,months_reported,state_abbr,source,raw_data_source,assumed_months_reported
MS0253200,2024,motor_vehicle_theft,30.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0253200,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0253200,2024,rape,5.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0253200,2024,robbery,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0290100,2024,aggravated_assault,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0290100,2024,burglary,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0290100,2024,larceny,71.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0290100,2024,motor_vehicle_theft,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0290100,2024,rape,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300300,2024,aggravated_assault,41.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300300,2024,burglary,108.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300300,2024,larceny,837.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300300,2024,motor_vehicle_theft,114.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300300,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300300,2024,rape,23.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300300,2024,robbery,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300600,2024,aggravated_assault,35.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300600,2024,burglary,47.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300600,2024,larceny,280.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300600,2024,motor_vehicle_theft,50.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300600,2024,rape,14.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0300600,2024,robbery,7.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310000,2024,aggravated_assault,14.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310000,2024,burglary,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310000,2024,larceny,39.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310000,2024,motor_vehicle_theft,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310000,2024,rape,8.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310100,2024,aggravated_assault,5.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310100,2024,burglary,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310100,2024,larceny,10.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310100,2024,motor_vehicle_theft,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310200,2024,aggravated_assault,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310200,2024,burglary,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0310200,2024,larceny,8.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0320000,2024,aggravated_assault,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0320000,2024,burglary,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0320000,2024,larceny,34.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0320000,2024,motor_vehicle_theft,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0320000,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0320000,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340100,2024,aggravated_assault,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340100,2024,burglary,14.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340100,2024,larceny,31.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340100,2024,motor_vehicle_theft,10.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340100,2024,rape,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340100,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340200,2024,aggravated_assault,141.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340200,2024,burglary,123.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340200,2024,larceny,460.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340200,2024,motor_vehicle_theft,67.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340200,2024,murder,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340200,2024,rape,19.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0340200,2024,robbery,16.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0350000,2024,aggravated_assault,7.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0350000,2024,burglary,7.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0350000,2024,larceny,17.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0350000,2024,motor_vehicle_theft,9.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0350000,2024,murder,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0350000,2024,rape,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0350000,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360000,2024,aggravated_assault,15.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360000,2024,burglary,28.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360000,2024,larceny,56.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360000,2024,motor_vehicle_theft,14.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360000,2024,rape,9.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360000,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360100,2024,aggravated_assault,22.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360100,2024,burglary,31.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360100,2024,larceny,458.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360100,2024,motor_vehicle_theft,15.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360100,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360100,2024,rape,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0360100,2024,robbery,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370000,2024,aggravated_assault,18.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370000,2024,burglary,123.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370000,2024,larceny,161.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370000,2024,motor_vehicle_theft,48.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370000,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370000,2024,rape,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370000,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370100,2024,burglary,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370100,2024,larceny,16.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370100,2024,motor_vehicle_theft,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370100,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370200,2024,aggravated_assault,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370200,2024,burglary,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370200,2024,larceny,15.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370200,2024,motor_vehicle_theft,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370200,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370200,2024,rape,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370300,2024,burglary,7.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370300,2024,larceny,9.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0370300,2024,motor_vehicle_theft,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0400000,2024,aggravated_assault,47.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0400000,2024,burglary,20.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0400000,2024,larceny,60.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0400000,2024,motor_vehicle_theft,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0400000,2024,rape,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0400000,2024,robbery,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410000,2024,aggravated_assault,41.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410000,2024,burglary,118.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410000,2024,larceny,219.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410000,2024,motor_vehicle_theft,30.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410000,2024,rape,16.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410000,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410100,2024,aggravated_assault,91.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410100,2024,burglary,423.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410100,2024,larceny,898.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410100,2024,motor_vehicle_theft,110.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410100,2024,murder,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410100,2024,rape,36.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410100,2024,robbery,27.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410700,2024,aggravated_assault,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410700,2024,burglary,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410700,2024,larceny,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0410700,2024,motor_vehicle_theft,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0430000,2024,aggravated_assault,13.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0430000,2024,burglary,36.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0430000,2024,larceny,137.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0430000,2024,motor_vehicle_theft,32.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0430000,2024,rape,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0430000,2024,robbery,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0440000,2024,aggravated_assault,42.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0440000,2024,burglary,136.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0440000,2024,larceny,157.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0440000,2024,motor_vehicle_theft,22.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0440000,2024,rape,9.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0440000,2024,robbery,10.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450000,2024,aggravated_assault,58.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450000,2024,burglary,20.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450000,2024,larceny,100.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450000,2024,motor_vehicle_theft,8.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450000,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450000,2024,rape,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450000,2024,robbery,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450200,2024,aggravated_assault,54.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450200,2024,burglary,41.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450200,2024,larceny,266.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450200,2024,motor_vehicle_theft,37.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450200,2024,murder,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450200,2024,rape,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450200,2024,robbery,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450400,2024,aggravated_assault,13.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450400,2024,burglary,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450400,2024,larceny,104.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450400,2024,motor_vehicle_theft,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0450400,2024,rape,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0460000,2024,aggravated_assault,19.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0460000,2024,burglary,37.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0460000,2024,larceny,50.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0460000,2024,motor_vehicle_theft,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0460000,2024,rape,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0460000,2024,robbery,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470100,2024,aggravated_assault,7.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470100,2024,larceny,17.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470100,2024,motor_vehicle_theft,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470100,2024,murder,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470100,2024,rape,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470100,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470300,2024,aggravated_assault,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470300,2024,burglary,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470300,2024,larceny,13.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0470300,2024,motor_vehicle_theft,5.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480000,2024,aggravated_assault,21.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480000,2024,burglary,24.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480000,2024,larceny,127.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480000,2024,motor_vehicle_theft,30.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480000,2024,rape,17.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480000,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480200,2024,aggravated_assault,36.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480200,2024,burglary,32.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480200,2024,larceny,121.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480200,2024,motor_vehicle_theft,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480200,2024,rape,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480400,2024,larceny,7.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0480400,2024,motor_vehicle_theft,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500000,2024,aggravated_assault,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500000,2024,burglary,20.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500000,2024,larceny,37.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500000,2024,motor_vehicle_theft,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500000,2024,rape,10.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500100,2024,aggravated_assault,30.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500100,2024,burglary,27.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500100,2024,larceny,133.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500100,2024,motor_vehicle_theft,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500100,2024,rape,8.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0500100,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0510300,2024,aggravated_assault,5.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0510300,2024,larceny,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0520000,2024,aggravated_assault,22.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0520000,2024,burglary,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0520000,2024,larceny,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0520000,2024,motor_vehicle_theft,10.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530000,2024,aggravated_assault,35.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530000,2024,burglary,65.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530000,2024,larceny,128.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530000,2024,motor_vehicle_theft,18.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530000,2024,murder,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530000,2024,rape,13.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530100,2024,aggravated_assault,17.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530100,2024,burglary,199.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530100,2024,larceny,295.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530100,2024,motor_vehicle_theft,22.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530100,2024,murder,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530100,2024,rape,7.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0530100,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540000,2024,aggravated_assault,50.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540000,2024,burglary,53.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540000,2024,larceny,147.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540000,2024,motor_vehicle_theft,72.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540000,2024,murder,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540000,2024,rape,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540100,2024,aggravated_assault,19.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540100,2024,burglary,32.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540100,2024,larceny,350.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540100,2024,motor_vehicle_theft,51.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540100,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540100,2024,rape,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0540100,2024,robbery,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550000,2024,aggravated_assault,31.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550000,2024,burglary,39.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550000,2024,larceny,107.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550000,2024,motor_vehicle_theft,25.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550000,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550000,2024,rape,13.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550100,2024,aggravated_assault,15.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550100,2024,burglary,33.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550100,2024,larceny,256.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550100,2024,motor_vehicle_theft,34.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550100,2024,murder,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550100,2024,rape,9.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550100,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550200,2024,aggravated_assault,5.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550200,2024,burglary,9.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550200,2024,larceny,22.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550200,2024,motor_vehicle_theft,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550200,2024,rape,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0550200,2024,robbery,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0570000,2024,aggravated_assault,55.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0570000,2024,burglary,85.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0570000,2024,larceny,144.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0570000,2024,motor_vehicle_theft,55.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0570000,2024,rape,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0570000,2024,robbery,8.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580000,2024,aggravated_assault,18.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580000,2024,burglary,34.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580000,2024,larceny,74.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580000,2024,motor_vehicle_theft,24.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580000,2024,murder,3.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580000,2024,rape,26.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580000,2024,robbery,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580100,2024,aggravated_assault,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580100,2024,burglary,11.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580100,2024,larceny,93.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580100,2024,motor_vehicle_theft,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0580100,2024,rape,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590000,2024,aggravated_assault,43.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590000,2024,burglary,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590000,2024,larceny,51.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590000,2024,motor_vehicle_theft,9.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590000,2024,murder,1.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590000,2024,rape,16.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590100,2024,aggravated_assault,12.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590100,2024,burglary,32.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590100,2024,larceny,284.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590100,2024,motor_vehicle_theft,19.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590100,2024,murder,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590100,2024,rape,15.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0590100,2024,robbery,2.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0610100,2024,aggravated_assault,14.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0610100,2024,burglary,10.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0610100,2024,larceny,81.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0610100,2024,motor_vehicle_theft,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0610100,2024,murder,4.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
MS0610100,2024,rape,6.0,,,MS,state_publication_annual,ms_tops_offense_detail_annual,12.0
