ori9,state_abbr,state_fips,year,total,max_months,min_months,n_usable,n_partial,sources,own_history_median_full_year_total,own_history_full_years,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,population,rate_per_100k,own_history_ratio,pop_band,peer_median_rate_per_100k,peer_rate_ratio,screen_own_history,screen_peer_floor,REVIEW_both,REVIEW_peer_only_no_history
IA0840100,IA,19,2024,15.0,12.0,12.0,7,0,cius_publication_annual,49.0,1.0,ORANGE CITY,local_police,6438.0,167,59475,srs_agency_header,6438.0,232.9916123019571,0.30612244897959184,"(5000.0, 10000.0]",1096.8692275851467,0.21241512337337465,True,True,True,False
TN0140000,TN,47,2024,9.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual|srs_return_a_annual,39.0,6.0,CLAY,sheriff,6398.0,027,99027,srs_agency_header,6398.0,140.66895904970303,0.23076923076923078,"(5000.0, 10000.0]",593.5221298965575,0.23700710043317108,True,True,True,False
MO0920700,MO,29,2024,4.0,12.0,12.0,7,0,cius_publication_annual,17.0,5.0,COTTLEVILLE,local_police,6333.0,183,16678,srs_agency_header,6333.0,63.161219011526924,0.23529411764705882,"(5000.0, 10000.0]",1096.8692275851467,0.057583180768578816,True,True,True,False
PA0140100,PA,42,2024,0.0,12.0,12.0,7,0,cius_publication_annual,31.0,3.0,BELLEFONTE,local_police,6325.0,027,05256,srs_agency_header,6325.0,0.0,0.0,"(5000.0, 10000.0]",1096.8692275851467,0.0,True,True,True,False
NJ0142600,NJ,34,2024,9.0,12.0,12.0,7,0,cius_publication_annual,33.0,5.0,MOUNT ARLINGTON,local_police,6161.0,027,48690,srs_agency_header,6161.0,146.08018178867067,0.2727272727272727,"(5000.0, 10000.0]",1096.8692275851467,0.1331792141805992,True,True,True,False
IL0630000,IL,17,2024,6.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual,98.5,4.0,MASON,sheriff,6148.0,125,99125,srs_agency_header,6148.0,97.59271307742355,0.06091370558375635,"(5000.0, 10000.0]",593.5221298965575,0.16442977971930478,True,True,True,False
MI6616600,MI,26,2024,4.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual,21.5,6.0,ONTONAGON,sheriff,6008.0,131,99131,srs_agency_header,6008.0,66.57789613848203,0.18604651162790697,"(5000.0, 10000.0]",593.5221298965575,0.11217424386532245,True,True,True,False
PA0550100,PA,42,2024,16.0,12.0,12.0,7,0,cius_publication_annual,118.0,4.0,SELINSGROVE,local_police,5962.0,109,69216,srs_agency_header,5962.0,268.3663200268366,0.13559322033898305,"(5000.0, 10000.0]",1096.8692275851467,0.24466573888454182,True,True,True,False
NB0840000,NE,31,2024,2.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual|srs_return_a_annual,16.5,4.0,STANTON,sheriff,5953.0,167,99167,srs_agency_header,5953.0,33.59650596337981,0.12121212121212122,"(5000.0, 10000.0]",593.5221298965575,0.056605313047443075,True,True,True,False
FL0460400,FL,12,2024,1.0,12.0,12.0,7,0,state_publication_annual,52.0,3.0,VALPARAISO,local_police,5941.0,091,73675,srs_agency_header,5941.0,16.8321831341525,0.019230769230769232,"(5000.0, 10000.0]",1096.8692275851467,0.015345660823405558,True,True,True,False
