ori9,state_abbr,2018,2019,2020,2021,2022,2023,2024,max_months,min_months,n_usable,n_partial,src,baseline_median_2021_2023,ratio_2024_vs_baseline,estimated_2024,fill_sources,agency_name_std,agency_type_norm,population_latest_nibrs,published_as_full_year
ME0020100,ME,88.0,134.0,152.0,57.0,49.0,58.0,0.0,0.0,0.0,0,0,srs_return_a_annual,57.0,0.0,45.17144461785911,trend_log_linear,CARIBOU,local_police,7617.0,False
NY0282400,NY,124.0,62.0,60.0,58.0,57.0,23.0,5.0,12.0,12.0,7,0,cius_publication_annual,57.0,0.08771929824561403,5.0,observed,FORT PLAIN VILLAGE,local_police,2224.0,True
KY1160000,KY,49.0,43.0,50.0,56.0,56.0,41.0,16.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual,56.0,0.2857142857142857,16.0,observed,WAYNE,sheriff,14587.0,True
IN0100400,IN,95.0,81.0,79.0,68.0,56.0,50.0,0.0,0.0,0.0,0,0,srs_return_a_annual,56.0,0.0,72.59295508584658,hist_median|trend_log_linear,SELLERSBURG,local_police,10417.0,False
NY0152700,NY,49.0,40.0,29.0,35.0,56.0,81.0,12.0,12.0,12.0,7,0,state_publication_annual,56.0,0.21428571428571427,12.0,observed,TICONDEROGA TOWN,local_police,4853.0,True
GA0800000,GA,131.0,101.0,88.0,55.0,59.0,45.0,0.0,0.0,0.0,0,0,srs_return_a_annual,55.0,0.0,92.42401572155829,hist_median|trend_log_linear,JEFF DAVIS,sheriff,11123.0,False
OH0450300,OH,26.0,32.0,75.0,55.0,34.0,70.0,3.0,2.0,2.0,5,2,nibrs_srs_equivalent_annual|srs_return_a_annual,55.0,0.05454545454545454,18.0,observed|true_partial_month_ratio,GRANVILLE,local_police,6405.0,False
PA0380300,PA,107.0,96.0,70.0,38.0,71.0,54.0,18.0,5.0,5.0,3,4,nibrs_srs_equivalent_annual|srs_return_a_annual,54.0,0.3333333333333333,43.2,observed|true_partial_month_ratio,PALMYRA,local_police,7714.0,False
NY301SG00,NY,158.0,150.0,103.0,0.0,131.0,54.0,0.0,0.0,0.0,0,0,srs_return_a_annual,54.0,0.0,65.6920558919282,trend_log_linear,SP ALBANY COUNTY,state_law_enforcement,0.0,False
GA0252700,GA,,,0.0,0.0,54.0,73.0,17.0,7.0,7.0,7,0,nibrs_srs_equivalent_annual,54.0,0.3148148148148148,17.0,observed,SAVANNAH AIRPORT,unknown,0.0,False
GA0445100,GA,424.0,230.0,19.0,54.0,96.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,54.0,0.0,37.47429179536528,hist_median,DEKALB CO SCHOOL SYSTEM,special_jurisdiction,0.0,False
MS0620200,MS,0.0,0.0,105.0,54.0,59.0,15.0,15.0,12.0,3.0,7,0,nibrs_srs_equivalent_annual|state_publication_annual,54.0,0.2777777777777778,15.0,observed,MORTON,local_police,3622.0,False
WV0180100,WV,50.0,68.0,43.0,53.0,64.0,35.0,8.0,11.0,11.0,7,0,nibrs_srs_equivalent_annual,53.0,0.1509433962264151,8.0,observed,RAVENSWOOD,local_police,3838.0,False
MO0540600,MO,76.0,52.0,98.0,54.0,53.0,40.0,18.0,12.0,12.0,7,0,cius_publication_annual,53.0,0.33962264150943394,18.0,observed,ODESSA,local_police,5648.0,True
TX0800200,TX,,,2.0,53.0,131.0,19.0,16.0,12.0,12.0,7,0,cius_publication_annual,53.0,0.3018867924528302,16.0,observed,MOUNT VERNON,local_police,2765.0,True
IN0190000,IN,0.0,42.0,63.0,72.0,53.0,44.0,0.0,0.0,0.0,0,0,srs_return_a_annual,53.0,0.0,49.13644949760783,hist_median|trend_log_linear,DUBOIS,sheriff,20970.0,False
GA1400000,GA,50.0,39.0,49.0,53.0,59.0,27.0,5.0,2.0,2.0,3,4,nibrs_srs_equivalent_annual|srs_return_a_annual,53.0,0.09433962264150944,30.0,observed|true_partial_month_ratio,TREUTLEN,sheriff,3740.0,False
GA1390000,GA,183.0,111.0,74.0,53.0,55.0,36.0,18.0,8.0,8.0,7,0,nibrs_srs_equivalent_annual,53.0,0.33962264150943394,18.0,observed,TOWNS,sheriff,12252.0,False
TX2030100,TX,6.0,0.0,2.0,105.0,52.0,16.0,18.0,12.0,12.0,7,0,cius_publication_annual,52.0,0.34615384615384615,18.0,observed,SAN AUGUSTINE,local_police,1868.0,True
NC0520000,NC,0.0,0.0,0.0,0.0,52.0,57.0,0.0,0.0,0.0,0,0,srs_return_a_annual,52.0,0.0,0.0,hist_median|trend_log_linear,JONES,sheriff,8707.0,False
IA0430000,IA,90.0,50.0,68.0,53.0,52.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,52.0,0.0,51.51962608695086,hist_median,HARRISON,sheriff,12186.0,False
WV0130100,WV,96.0,84.0,63.0,52.0,55.0,31.0,5.0,3.0,3.0,7,0,nibrs_srs_equivalent_annual,52.0,0.09615384615384616,5.0,observed,LEWISBURG,local_police,3917.0,False
NJ0190400,NJ,48.0,73.0,32.0,52.0,68.0,7.0,4.0,5.0,5.0,7,0,nibrs_srs_equivalent_annual,52.0,0.07692307692307693,4.0,observed,BYRAM TOWNSHIP,local_police,8202.0,False
TX2230000,TX,25.0,31.0,48.0,51.0,58.0,30.0,16.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual,51.0,0.3137254901960784,16.0,observed,TERRY,sheriff,3023.0,True
MO0320000,MO,37.0,56.0,87.0,50.0,62.0,35.0,8.0,5.0,5.0,5,2,nibrs_srs_equivalent_annual|srs_return_a_annual,50.0,0.16,19.2,observed|true_partial_month_ratio,DEKALB,sheriff,7102.0,False
NM0200100,NM,0.0,0.0,73.0,68.0,50.0,10.0,0.0,0.0,0.0,0,0,srs_return_a_annual,50.0,0.0,46.701618225968396,carryforward_state_trend|hist_median|trend_log_linear,TUCUMCARI,local_police,5162.0,False
GA1560000,GA,61.0,53.0,68.0,50.0,62.0,41.0,13.0,5.0,5.0,2,5,nibrs_srs_equivalent_annual|srs_return_a_annual,50.0,0.26,31.199999999999996,observed|true_partial_month_ratio,WILCOX,sheriff,4499.0,False
GA1470300,GA,84.0,80.0,89.0,50.0,102.0,46.0,14.0,4.0,4.0,1,6,nibrs_srs_equivalent_annual|srs_return_a_annual,50.0,0.28,42.0,observed|true_partial_month_ratio,SOCIAL CIRCLE,local_police,5442.0,False
