ori9,state_abbr,year,total,months,lane,median_hist_total_2018_2023,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,published_as_full_year_zero
PA0450100,PA,2024,0.0,12.0,cius,38.0,DELAWARE WATER GAP,local_police,755.0,089,18736,srs_agency_header,True
PA0100400,PA,2024,0.0,12.0,cius,28.0,ZELIENOPLE,local_police,3795.0,019,87272,srs_agency_header,True
AL0080200,AL,2024,0.0,12.0,cius,25.0,BLOUNTSVILLE,local_police,1825.0,009,07456,srs_agency_header,True
IL0170200,IL,2024,0.0,12.0,cius,25.0,PALESTINE,local_police,1285.0,033,57277,srs_agency_header,True
OK0120500,OK,2024,0.0,12.0,cius,25.0,FORT TOWSON,local_police,504.0,023,27400,srs_agency_header,True
TX1940300,TX,2024,0.0,12.0,cius,24.0,BOGATA,local_police,1102.0,387,09172,srs_agency_header,True
GA0710300,GA,2024,0.0,12.0,cius,23.0,BUCHANAN,local_police,1205.0,143,11616,srs_agency_header,True
NY0082000,NY,2024,0.0,12.0,cius,23.0,AFTON VILLAGE,local_police,796.0,017,00342,srs_agency_header,True
VT0110300,VT,2024,0.0,12.0,cius,22.0,CASTLETON,local_police,4599.0,021,11950,srs_agency_header,True
MN0701000,MN,2024,0.0,12.0,cius,21.5,ELKO NEW MARKET,local_police,5128.0,139,,fbi_cde_agency_roster,True
VT0141000,VT,2024,0.0,12.0,cius,21.5,NORWICH,local_police,3681.0,027,52900,srs_agency_header,True
MN0120200,MN,2024,0.0,12.0,cius,20.0,MONTEVIDEO,local_police,5247.0,023,43720,srs_agency_header,True
PA0140100,PA,2024,0.0,12.0,cius,20.0,BELLEFONTE,local_police,6325.0,027,05256,srs_agency_header,True
IL0580100,IL,2024,0.0,12.0,cius,17.0,BLUE MOUND,local_police,1088.0,115,06756,srs_agency_header,True
OK0340800,OK,2024,0.0,12.0,cius,17.0,RINGLING,local_police,977.0,067,63350,srs_agency_header,True
PA0032200,PA,2024,0.0,12.0,cius,17.0,EAST FRANKLIN TOWNSHIP,local_police,3854.0,005,21160,srs_agency_header,True
TX2300300,TX,2024,0.0,12.0,cius,16.0,ORE CITY,local_police,1266.0,459,54216,srs_agency_header,True
KY1130300,KY,2024,0.0,12.0,cius,15.5,UNIONTOWN,local_police,943.0,225,78492,srs_agency_header,True
AL0340400,AL,2024,0.0,12.0,cius,15.0,SLOCOMB,local_police,2149.0,061,71040,srs_agency_header,True
AL0530100,AL,2024,0.0,12.0,cius,15.0,MARION,local_police,3265.0,105,46768,srs_agency_header,True
IL0970300,IL,2024,0.0,12.0,cius,14.0,NORRIS CITY,local_police,1203.0,193,53403,srs_agency_header,True
LA0190100,LA,2024,0.0,12.0,cius,14.0,CLINTON,local_police,1516.0,037,15990,srs_agency_header,True
MN0181100,MN,2024,0.0,12.0,cius,14.0,PEQUOT LAKES,local_police,2486.0,035,50416,srs_agency_header,True
IL0141300,IL,2024,0.0,12.0,cius,13.0,GERMANTOWN,local_police,1383.0,027,29041,srs_agency_header,True
IL0750400,IL,2024,0.0,12.0,cius,13.0,PLEASANT HILL,local_police,928.0,149,60534,srs_agency_header,True
ME0101300,ME,2024,0.0,12.0,cius,13.0,VEAZIE,local_police,1831.0,019,78780,srs_agency_header,True
TX0980200,TX,2024,0.0,12.0,cius,13.0,SPEARMAN,local_police,3275.0,195,69476,srs_agency_header,True
PA0021H00,PA,2024,0.0,12.0,cius,12.0,CRESCENT TOWNSHIP,local_police,2569.0,003,17048,srs_agency_header,True
IA0820500,IA,2024,0.0,12.0,cius,11.0,BLUE GRASS,local_police,1715.0,163,07075,srs_agency_header,True
TX1100400,TX,2024,0.0,12.0,cius,11.0,SOUTH PLAINS COLLEGE,special_jurisdiction,0.0,219,42448,srs_agency_header,True
MN0610200,MN,2024,0.0,12.0,cius,10.5,STARBUCK,local_police,1435.0,121,62500,srs_agency_header,True
MO0600500,MO,2024,0.0,12.0,cius,10.0,GOODMAN,local_police,1311.0,119,27874,srs_agency_header,True
NJ0191600,NJ,2024,0.0,12.0,cius,10.0,OGDENSBURG,local_police,2307.0,037,54660,srs_agency_header,True
PA0071000,PA,2024,0.0,12.0,cius,10.0,WILLIAMSBURG,local_police,1222.0,013,85272,srs_agency_header,True
IA0540100,IA,2024,0.0,12.0,cius,9.0,SIGOURNEY,local_police,2013.0,107,73110,srs_agency_header,True
IL0090100,IL,2024,0.0,12.0,cius,9.0,ASHLAND,local_police,1203.0,017,02505,srs_agency_header,True
IL0110500,IL,2024,0.0,12.0,cius,9.0,ASSUMPTION,local_police,1172.0,021,02609,srs_agency_header,True
KY0470400,KY,2024,0.0,12.0,cius,9.0,WEST POINT,local_police,942.0,093,81930,srs_agency_header,True
MN0400600,MN,2024,0.0,12.0,cius,9.0,CLEVELAND,local_police,783.0,079,,fbi_cde_agency_roster,True
OH0070300,OH,2024,0.0,12.0,cius,9.0,BRIDGEPORT,local_police,1756.0,013,08560,srs_agency_header,True
MO0570700,MO,2024,0.0,12.0,cius,8.5,HAWK POINT,local_police,752.0,113,31024,srs_agency_header,True
MO0830300,MO,2024,0.0,12.0,cius,8.5,PLATTE WOODS,local_police,409.0,165,58196,srs_agency_header,True
CA0309600,CA,2024,0.0,12.0,cius,8.0,IRVINE VALLEY COLLEGE,special_jurisdiction,0.0,059,,fbi_cde_agency_roster,True
IL0169C00,IL,2024,0.0,12.0,cius,8.0,SOUTH SUBURBAN COLLEGE,special_jurisdiction,0.0,031,70850,srs_agency_header,True
KY1140400,KY,2024,0.0,12.0,cius,8.0,WOODBURN,local_police,381.0,227,84414,srs_agency_header,True
ME0151700,ME,2024,0.0,12.0,cius,8.0,MILBRIDGE,local_police,1407.0,029,45600,srs_agency_header,True
NM0090400,NM,2024,0.0,12.0,cius,8.0,HURLEY,local_police,1232.0,017,33850,srs_agency_header,True
IL0920900,IL,2024,0.0,12.0,cius,7.5,RIDGE FARM,local_police,828.0,183,63862,srs_agency_header,True
KY0110200,KY,2024,0.0,12.0,cius,7.5,JUNCTION CITY,local_police,2347.0,021,41338,srs_agency_header,True
MO0540700,MO,2024,0.0,12.0,cius,7.0,WAVERLY,local_police,846.0,107,77866,srs_agency_header,True
NY0262500,NY,2024,0.0,12.0,cius,7.0,HAMILTON VILLAGE,local_police,4100.0,053,31709,srs_agency_header,True
SC0231900,SC,2024,0.0,12.0,cius,7.0,BOB JONES UNIVERSITY,special_jurisdiction,0.0,045,30850,srs_agency_header,True
IL0900400,IL,2024,0.0,12.0,cius,6.5,HOPEDALE,local_police,1101.0,179,36126,srs_agency_header,True
MN0540100,MN,2024,0.0,12.0,cius,6.5,ADA,local_police,1741.0,107,00172,srs_agency_header,True
NY0582100,NY,2024,0.0,12.0,cius,6.5,WOLCOTT VILLAGE,local_police,1613.0,117,82678,srs_agency_header,True
TX1660300,TX,2024,0.0,12.0,cius,6.5,THORNDALE,local_police,1399.0,331,72776,srs_agency_header,True
CA0470700,CA,2024,0.0,12.0,cius,6.0,TULELAKE,local_police,991.0,093,80686,srs_agency_header,True
IL1011000,IL,2024,0.0,12.0,cius,6.0,DURAND,local_police,1393.0,201,21280,srs_agency_header,True
KY1130200,KY,2024,0.0,12.0,cius,6.0,STURGIS,local_police,1824.0,225,74316,srs_agency_header,True
OK0230700,OK,2024,0.0,12.0,cius,6.0,SHATTUCK,local_police,1284.0,045,66750,srs_agency_header,True
OK0241500,OK,2024,0.0,12.0,cius,6.0,LAHOMA,local_police,629.0,047,40700,srs_agency_header,True
PA0420800,PA,2024,0.0,12.0,cius,6.0,SMETHPORT,local_police,1541.0,083,71248,srs_agency_header,True
TX2101600,TX,2024,0.0,12.0,cius,6.0,TENAHA,local_police,1153.0,419,,fbi_cde_agency_roster,True
GA1050200,GA,2024,0.0,12.0,cius,5.5,ETON,local_police,923.0,213,27932,srs_agency_header,True
IL0451900,IL,2024,0.0,12.0,cius,5.0,WAUBONSEE COMM COLLEGE,special_jurisdiction,0.0,089,73391,srs_agency_header,True
IL0493300,IL,2024,0.0,12.0,cius,5.0,TOWER LAKES,local_police,1246.0,097,75874,srs_agency_header,True
IL0501600,IL,2024,0.0,12.0,cius,5.0,TONICA,local_police,736.0,099,75718,srs_agency_header,True
KY0290100,KY,2024,0.0,12.0,cius,5.0,BURKESVILLE,local_police,1473.0,057,11098,srs_agency_header,True
KY0900200,KY,2024,0.0,12.0,cius,5.0,BLOOMFIELD,local_police,1088.0,179,07516,srs_agency_header,True
MN0110700,MN,2024,0.0,12.0,cius,5.0,PILLAGER,local_police,524.0,021,,fbi_cde_agency_roster,True
NY0355800,NY,2024,0.0,12.0,cius,5.0,HIGHLANDS TOWN,local_police,9199.0,071,34550,srs_agency_header,True
SD0290100,SD,2024,0.0,12.0,cius,5.0,MILLER,local_police,1361.0,059,42460,srs_agency_header,True
TX0201700,TX,2024,0.0,12.0,cius,5.0,ALVIN COMMUNITY COLLEGE,special_jurisdiction,0.0,039,02272,srs_agency_header,True
TX0990100,TX,2024,0.0,12.0,cius,5.0,CHILLICOTHE,local_police,684.0,197,14680,srs_agency_header,True
TX2340200,TX,2024,0.0,12.0,cius,5.0,EDGEWOOD,local_police,1763.0,467,22612,srs_agency_header,True
MN0250400,MN,2024,0.0,12.0,cius,4.5,KENYON,local_police,1907.0,049,32840,srs_agency_header,True
MO0660200,MO,2024,0.0,12.0,cius,4.5,IBERIA,local_police,755.0,131,34228,srs_agency_header,True
OK0310800,OK,2024,0.0,12.0,cius,4.5,MCCURTAIN,local_police,508.0,061,44950,srs_agency_header,True
IL0167E00,IL,2024,0.0,12.0,cius,4.0,OAKTON COMMUNITY COLLEGE,special_jurisdiction,0.0,031,19642,srs_agency_header,True
IL0169F00,IL,2024,0.0,12.0,cius,4.0,MORTON COLLEGE,special_jurisdiction,0.0,031,14351,srs_agency_header,True
IL0570800,IL,2024,0.0,12.0,cius,4.0,COLFAX,local_police,1021.0,113,15495,srs_agency_header,True
IL0603800,IL,2024,0.0,12.0,cius,4.0,GRANTFORK,local_police,344.0,119,30978,srs_agency_header,True
KS0050400,KS,2024,0.0,12.0,cius,4.0,CLAFLIN,local_police,614.0,009,13425,srs_agency_header,True
MI7859600,MI,2024,0.0,12.0,cius,4.0,MORRICE,local_police,999.0,155,55560,srs_agency_header,True
MN0150200,MN,2024,0.0,12.0,cius,4.0,CLEARBROOK,local_police,537.0,029,11746,srs_agency_header,True
MO0270400,MO,2024,0.0,12.0,cius,4.0,PRAIRIE HOME,local_police,280.0,053,59726,srs_agency_header,True
NY0195100,NY,2024,0.0,12.0,cius,4.0,DURHAM TOWN,local_police,2699.0,039,21204,srs_agency_header,True
PA0211000,PA,2024,0.0,12.0,cius,4.0,SHIREMANSTOWN,local_police,1659.0,041,70384,srs_agency_header,True
VA0960400,VA,2024,0.0,12.0,cius,4.0,POUND,local_police,939.0,195,64272,srs_agency_header,True
GA1290200,GA,2024,0.0,12.0,cius,3.5,LESLIE,local_police,369.0,261,46020,srs_agency_header,True
IL0790900,IL,2024,0.0,12.0,cius,3.5,RUMA,local_police,311.0,157,66287,srs_agency_header,True
IL0870600,IL,2024,0.0,12.0,cius,3.5,COWDEN,local_police,576.0,173,17055,srs_agency_header,True
KS0290300,KS,2024,0.0,12.0,cius,3.5,SPEARVILLE,local_police,811.0,057,67125,srs_agency_header,True
MA0082000,MA,2024,0.0,12.0,cius,3.5,WORTHINGTON,local_police,1198.0,015,82175,srs_agency_header,True
MN0640400,MN,2024,0.0,12.0,cius,3.5,MORGAN,local_police,883.0,127,44116,srs_agency_header,True
MO0241000,MO,2024,0.0,12.0,cius,3.5,OAKVIEW VILLAGE,local_police,395.0,047,53858,srs_agency_header,True
NC0101000,NC,2024,0.0,12.0,cius,3.5,CASWELL BEACH,local_police,442.0,019,10960,srs_agency_header,True
PA0092500,PA,2024,0.0,12.0,cius,3.5,HULMEVILLE,local_police,998.0,017,36192,srs_agency_header,True
PA0580300,PA,2024,0.0,12.0,cius,3.5,LANESBORO,local_police,496.0,115,41336,srs_agency_header,True
TX0910100,TX,2024,0.0,12.0,cius,3.5,COLLINSVILLE,local_police,2086.0,181,16036,srs_agency_header,True
AL0540500,AL,2024,0.0,12.0,cius,3.0,PICKENSVILLE,local_police,577.0,107,59592,srs_agency_header,True
GA1100400,GA,2024,0.0,12.0,cius,3.0,BRASWELL,local_police,387.0,223,10104,srs_agency_header,True
IL0320300,IL,2024,0.0,12.0,cius,3.0,MAZON,local_police,981.0,063,47787,srs_agency_header,True
IL0571400,IL,2024,0.0,12.0,cius,3.0,STANFORD,local_police,597.0,113,72260,srs_agency_header,True
KS0160300,KS,2024,0.0,12.0,cius,3.0,LEBO,local_police,889.0,031,39125,srs_agency_header,True
KY0710400,KY,2024,0.0,12.0,cius,3.0,LEWISBURG,local_police,807.0,141,45064,srs_agency_header,True
MA0080600,MA,2024,0.0,12.0,cius,3.0,GOSHEN,local_police,1067.0,015,26290,srs_agency_header,True
MN0181300,MN,2024,0.0,12.0,cius,3.0,CUYUNA,local_police,370.0,035,,fbi_cde_agency_roster,True
MN0230100,MN,2024,0.0,12.0,cius,3.0,CHATFIELD,local_police,3007.0,045,11008,srs_agency_header,True
MN0280100,MN,2024,0.0,12.0,cius,3.0,CALEDONIA,local_police,2823.0,055,09226,srs_agency_header,True
MN0470200,MN,2024,0.0,12.0,cius,3.0,EDEN VALLEY,local_police,1089.0,093,18134,srs_agency_header,True
MN0640700,MN,2024,0.0,12.0,cius,3.0,WALNUT GROVE,local_police,799.0,127,67846,srs_agency_header,True
MN0650600,MN,2024,0.0,12.0,cius,3.0,BUFFALO LAKE,local_police,680.0,129,08488,srs_agency_header,True
NY0353600,NY,2024,0.0,12.0,cius,3.0,TUXEDO PARK VILLAGE,local_police,639.0,071,75803,srs_agency_header,True
OK0120300,OK,2024,0.0,12.0,cius,3.0,BOSWELL,local_police,687.0,023,07750,srs_agency_header,True
OK0221100,OK,2024,0.0,12.0,cius,3.0,SEILING,local_police,862.0,043,66250,srs_agency_header,True
PA0095200,PA,2024,0.0,12.0,cius,3.0,IVYLAND,local_police,1054.0,017,37304,srs_agency_header,True
PA0100800,PA,2024,0.0,12.0,cius,3.0,MARS,local_police,1628.0,019,47672,srs_agency_header,True
PA0200500,PA,2024,0.0,12.0,cius,3.0,COCHRANTON,local_police,1109.0,039,14800,srs_agency_header,True
PA0482100,PA,2024,0.0,12.0,cius,3.0,PORTLAND,local_police,517.0,095,62264,srs_agency_header,True
PA0561100,PA,2024,0.0,12.0,cius,3.0,JENNERSTOWN,local_police,677.0,111,38048,srs_agency_header,True
PA0640300,PA,2024,0.0,12.0,cius,3.0,WAYMART,local_police,1312.0,127,81712,srs_agency_header,True
SC0210700,SC,2024,0.0,12.0,cius,3.0,QUINBY,local_police,931.0,041,58795,srs_agency_header,True
TX0030600,TX,2024,0.0,12.0,cius,3.0,ANGELINA COLLEGE,special_jurisdiction,0.0,005,45072,srs_agency_header,True
KS0160400,KS,2024,0.0,12.0,cius,2.5,WAVERLY,local_police,571.0,031,76050,srs_agency_header,True
KY0930300,KY,2024,0.0,12.0,cius,2.5,PEWEE VALLEY,local_police,1650.0,185,60492,srs_agency_header,True
KY0950100,KY,2024,0.0,12.0,cius,2.5,BOONEVILLE,local_police,163.0,189,08614,srs_agency_header,True
MN0800400,MN,2024,0.0,12.0,cius,2.5,MENAHGA,local_police,1359.0,159,41660,srs_agency_header,True
NY0192200,NY,2024,0.0,12.0,cius,2.5,COXSACKIE VILLAGE,local_police,2821.0,039,18718,srs_agency_header,True
NY0502900,NY,2024,0.0,12.0,cius,2.5,WAYLAND VILLAGE,local_police,1769.0,101,78850,srs_agency_header,True
OK0641700,OK,2024,0.0,12.0,cius,2.5,RATTAN,local_police,298.0,127,61950,srs_agency_header,True
PA0261500,PA,2024,0.0,12.0,cius,2.5,LUZERNE TOWNSHIP,local_police,5940.0,051,45560,srs_agency_header,True
TX1270500,TX,2024,0.0,12.0,cius,2.5,HAWLEY,local_police,625.0,253,32840,srs_agency_header,True
TX1390400,TX,2024,0.0,12.0,cius,2.5,PARIS JUNIOR COLLEGE,special_jurisdiction,0.0,277,55080,srs_agency_header,True
AL0380900,AL,2024,0.0,12.0,cius,2.0,TAYLOR,local_police,2449.0,069,75096,srs_agency_header,True
AL0480300,AL,2024,0.0,12.0,cius,2.0,THOMASTON,local_police,382.0,091,75936,srs_agency_header,True
GA1550500,GA,2024,0.0,12.0,cius,2.0,DALTON STATE COLLEGE,special_jurisdiction,0.0,313,21380,srs_agency_header,True
IL0140600,IL,2024,0.0,12.0,cius,2.0,ALBERS,local_police,1152.0,027,00555,srs_agency_header,True
IL0150900,IL,2024,0.0,12.0,cius,2.0,LAKE LAND COLLEGE,special_jurisdiction,0.0,029,47553,srs_agency_header,True
IL0570700,IL,2024,0.0,12.0,cius,2.0,DANVERS,local_police,1110.0,113,18537,srs_agency_header,True
IL0921800,IL,2024,0.0,12.0,cius,2.0,FITHIAN,local_police,474.0,183,26233,srs_agency_header,True
IL0921900,IL,2024,0.0,12.0,cius,2.0,HENNING,local_police,236.0,183,34137,srs_agency_header,True
KY0450400,KY,2024,0.0,12.0,cius,2.0,SOUTH SHORE,local_police,1061.0,089,72210,srs_agency_header,True
KY0561400,KY,2024,0.0,12.0,cius,2.0,WOODLAWN PARK,local_police,978.0,111,,fbi_cde_agency_roster,True
KY0562300,KY,2024,0.0,12.0,cius,2.0,MEADOW VALE,local_police,768.0,111,51258,srs_agency_header,True
KY0563600,KY,2024,0.0,12.0,cius,2.0,STRATHMOOR VILLAGE,local_police,673.0,111,74082,srs_agency_header,True
KY0920400,KY,2024,0.0,12.0,cius,2.0,CENTERTOWN,local_police,436.0,183,13870,srs_agency_header,True
KY1100400,KY,2024,0.0,12.0,cius,2.0,TRENTON,local_police,377.0,219,77592,srs_agency_header,True
LA0600900,LA,2024,0.0,12.0,cius,2.0,HEFLIN,local_police,222.0,119,33735,srs_agency_header,True
MA0070400,MA,2024,0.0,12.0,cius,2.0,CHESTER,local_police,1388.0,013,13485,srs_agency_header,True
MI6461200,MI,2024,0.0,12.0,cius,2.0,NEW ERA,local_police,466.0,127,57280,srs_agency_header,True
MN0280500,MN,2024,0.0,12.0,cius,2.0,HOKAH,local_police,556.0,055,29510,srs_agency_header,True
MO0050700,MO,2024,0.0,12.0,cius,2.0,WASHBURN,local_police,439.0,009,77200,srs_agency_header,True
MO0540300,MO,2024,0.0,12.0,cius,2.0,CORDER,local_police,425.0,107,16408,srs_agency_header,True
MO0870100,MO,2024,0.0,12.0,cius,2.0,CENTER,local_police,539.0,173,12592,srs_agency_header,True
NH0084000,NH,2024,0.0,12.0,cius,2.0,NEW CASTLE,local_police,1004.0,015,50980,srs_agency_header,True
NY0222300,NY,2024,0.0,12.0,cius,2.0,BROWNVILLE VILLAGE,local_police,1110.0,045,10231,srs_agency_header,True
NY0222500,NY,2024,0.0,12.0,cius,2.0,GLEN PARK VILLAGE,local_police,490.0,045,29322,srs_agency_header,True
NY0492000,NY,2024,0.0,12.0,cius,2.0,INTERLAKEN VILLAGE,local_police,626.0,099,37528,srs_agency_header,True
OK0080900,OK,2024,0.0,12.0,cius,2.0,CEMENT,local_police,484.0,015,13000,srs_agency_header,True
OK0270700,OK,2024,0.0,12.0,cius,2.0,NASH,local_police,198.0,053,,fbi_cde_agency_roster,True
OK0320400,OK,2024,0.0,12.0,cius,2.0,CALVIN,local_police,321.0,063,,fbi_cde_agency_roster,True
OK0411400,OK,2024,0.0,12.0,cius,2.0,SPARKS,local_police,172.0,081,68950,srs_agency_header,True
PA0031000,PA,2024,0.0,12.0,cius,2.0,PARKS TOWNSHIP,local_police,2571.0,005,58160,srs_agency_header,True
PA0032500,PA,2024,0.0,12.0,cius,2.0,WORTHINGTON,local_police,596.0,005,86560,srs_agency_header,True
PA0094100,PA,2024,0.0,12.0,cius,2.0,LANGHORNE MANOR,local_police,1488.0,017,41416,srs_agency_header,True
PA0102900,PA,2024,0.0,12.0,cius,2.0,HARRISVILLE,local_police,865.0,019,32896,srs_agency_header,True
PA0103000,PA,2024,0.0,12.0,cius,2.0,PROSPECT,local_police,1117.0,019,,fbi_cde_agency_roster,True
PA0155300,PA,2024,0.0,12.0,cius,2.0,WEST NOTTINGHAM TOWNSHIP,local_police,2875.0,029,83712,srs_agency_header,True
PA0221600,PA,2024,0.0,12.0,cius,2.0,HALIFAX,local_police,886.0,043,99991,srs_agency_header,True
PA0221800,PA,2024,0.0,12.0,cius,2.0,WICONISCO TOWNSHIP,local_police,1204.0,043,84976,srs_agency_header,True
PA0261100,PA,2024,0.0,12.0,cius,2.0,EVERSON,local_police,760.0,051,24336,srs_agency_header,True
PA0561700,PA,2024,0.0,12.0,cius,2.0,INDIAN LAKE,local_police,390.0,111,36888,srs_agency_header,True
PA0562600,PA,2024,0.0,12.0,cius,2.0,SUMMIT TOWNSHIP,local_police,2141.0,111,75232,srs_agency_header,True
PA0591700,PA,2024,0.0,12.0,cius,2.0,OSCEOLA TOWNSHIP,local_police,633.0,117,57224,srs_agency_header,True
PA0600600,PA,2024,0.0,12.0,cius,2.0,NEW BERLIN,local_police,859.0,119,53200,srs_agency_header,True
PA0654200,PA,2024,0.0,12.0,cius,2.0,WEST LEECHBURG,local_police,1249.0,129,83328,srs_agency_header,True
TX0313300,TX,2024,0.0,12.0,cius,2.0,INDIAN LAKE,local_police,891.0,061,,fbi_cde_agency_roster,True
TX0740400,TX,2024,0.0,12.0,cius,2.0,SAVOY,local_police,876.0,147,66008,srs_agency_header,True
AL0060300,AL,2024,0.0,12.0,cius,1.5,CLIO,local_police,1491.0,005,15640,srs_agency_header,True
AL0080500,AL,2024,0.0,12.0,cius,1.5,HIGHLAND LAKE,local_police,428.0,009,34480,srs_agency_header,True
GA0471100,GA,2024,0.0,12.0,cius,1.5,ALBANY TECHNICAL COLLEGE,special_jurisdiction,0.0,095,,fbi_cde_agency_roster,True
KY0451000,KY,2024,0.0,12.0,cius,1.5,BELLEFONTE,local_police,902.0,089,05374,srs_agency_header,True
MN0340200,MN,2024,0.0,12.0,cius,1.5,ATWATER,local_police,1117.0,067,02692,srs_agency_header,True
MN0410100,MN,2024,0.0,12.0,cius,1.5,TYLER,local_police,1111.0,081,66046,srs_agency_header,True
MO0470400,MO,2024,0.0,12.0,cius,1.5,ARCADIA,local_police,606.0,093,01648,srs_agency_header,True
OK0570600,OK,2024,0.0,12.0,cius,1.5,AVANT,local_police,311.0,113,03500,srs_agency_header,True
PA0031100,PA,2024,0.0,12.0,cius,1.5,RURAL VALLEY,local_police,820.0,005,66720,srs_agency_header,True
PA0542800,PA,2024,0.0,12.0,cius,1.5,TOWER CITY,local_police,1433.0,107,77184,srs_agency_header,True
PA0560100,PA,2024,0.0,12.0,cius,1.5,MEYERSDALE,local_police,2070.0,111,48912,srs_agency_header,True
PA0635000,PA,2024,0.0,12.0,cius,1.5,WEST PIKE RUN,local_police,1981.0,125,83840,srs_agency_header,True
SC0450500,SC,2024,0.0,12.0,cius,1.5,LANE,local_police,473.0,089,40210,srs_agency_header,True
TX0912300,TX,2024,0.0,12.0,cius,1.5,TOM BEAN,local_police,1087.0,181,73328,srs_agency_header,True
AL0160600,AL,2024,0.0,12.0,cius,1.0,COFFEEVILLE,local_police,326.0,025,16264,srs_agency_header,True
AR0030500,AR,2024,0.0,12.0,cius,1.0,NORFORK,local_police,543.0,005,,fbi_cde_agency_roster,True
GA0680800,GA,2024,0.0,12.0,cius,1.0,PIEDMONT COLLEGE,special_jurisdiction,,137,22304,srs_agency_header,True
IA0060400,IA,2024,0.0,12.0,cius,1.0,URBANA,local_police,1649.0,011,,leaic_crosswalk,True
IL0410300,IL,2024,0.0,12.0,cius,1.0,REND LAKE COLLEGE,special_jurisdiction,0.0,081,37179,srs_agency_header,True
IL0501300,IL,2024,0.0,12.0,cius,1.0,GRAND RIDGE,local_police,525.0,099,30757,srs_agency_header,True
IL0842800,IL,2024,0.0,12.0,cius,1.0,LINCOLN LAND COMM COLLEG,special_jurisdiction,0.0,167,72000,srs_agency_header,True
IL0921600,IL,2024,0.0,12.0,cius,1.0,SIDELL,local_police,579.0,183,69836,srs_agency_header,True
KS0440300,KS,2024,0.0,12.0,cius,1.0,MERIDEN,local_police,792.0,087,45950,srs_agency_header,True
KS0720100,KS,2024,0.0,12.0,cius,1.0,DELPHOS,local_police,339.0,143,17600,srs_agency_header,True
KY0110300,KY,2024,0.0,12.0,cius,1.0,PERRYVILLE,local_police,793.0,021,60258,srs_agency_header,True
KY0360400,KY,2024,0.0,12.0,cius,1.0,WAYLAND,local_police,398.0,071,81012,srs_agency_header,True
KY0430200,KY,2024,0.0,12.0,cius,1.0,CANEYVILLE,local_police,615.0,085,12538,srs_agency_header,True
KY0430300,KY,2024,0.0,12.0,cius,1.0,CLARKSON,local_police,958.0,085,15148,srs_agency_header,True
KY0600200,KY,2024,0.0,12.0,cius,1.0,PIPPA PASSES,local_police,677.0,119,61374,srs_agency_header,True
KY0860300,KY,2024,0.0,12.0,cius,1.0,FOUNTAIN RUN,local_police,223.0,171,28666,srs_agency_header,True
KY0980200,KY,2024,0.0,12.0,cius,1.0,ELKHORN CITY,local_police,980.0,195,24382,srs_agency_header,True
KY1000300,KY,2024,0.0,12.0,cius,1.0,EUBANK,local_police,335.0,199,25552,srs_agency_header,True
KY1020100,KY,2024,0.0,12.0,cius,1.0,LIVINGSTON,local_police,218.0,203,47098,srs_agency_header,True
MI2755500,MI,2024,0.0,12.0,cius,1.0,MARENISCO TOWNSHIP,local_police,1626.0,053,51560,srs_agency_header,True
MI3264400,MI,2024,0.0,12.0,cius,1.0,OWENDALE,local_police,261.0,063,61920,srs_agency_header,True
MN0170500,MN,2024,0.0,12.0,cius,1.0,WESTBROOK,local_police,769.0,033,69250,srs_agency_header,True
MN0720500,MN,2024,0.0,12.0,cius,1.0,HENDERSON,local_police,982.0,143,28394,srs_agency_header,True
MN0800200,MN,2024,0.0,12.0,cius,1.0,SEBEKA,local_police,753.0,159,59152,srs_agency_header,True
MO0191200,MO,2024,0.0,12.0,cius,1.0,EAST LYNNE,local_police,313.0,037,20980,srs_agency_header,True
MO0440500,MO,2024,0.0,12.0,cius,1.0,OREGON,local_police,845.0,087,54848,srs_agency_header,True
MO0540100,MO,2024,0.0,12.0,cius,1.0,ALMA,local_police,394.0,107,00802,srs_agency_header,True
MO0540900,MO,2024,0.0,12.0,cius,1.0,NAPOLEON,local_police,213.0,107,51140,srs_agency_header,True
MO1050300,MO,2024,0.0,12.0,cius,1.0,REEDS SPRING,local_police,1278.0,209,61112,srs_agency_header,True
MS0610900,MS,2024,0.0,12.0,cius,1.0,PUCKETT,local_police,352.0,121,,fbi_cde_agency_roster,True
NH0033000,NH,2024,0.0,12.0,cius,1.0,ROXBURY,local_police,228.0,005,65700,srs_agency_header,True
NH0057000,NH,2024,0.0,12.0,cius,1.0,SUGAR HILL,local_police,688.0,009,74740,srs_agency_header,True
NH0074800,NH,2024,0.0,12.0,cius,1.0,SUTTON,local_police,2060.0,013,75460,srs_agency_header,True
NH0101000,NH,2024,0.0,12.0,cius,1.0,GOSHEN,local_police,820.0,019,30500,srs_agency_header,True
NY0022200,NY,2024,0.0,12.0,cius,1.0,ANDOVER VILLAGE,local_police,987.0,003,02143,srs_agency_header,True
NY0025600,NY,2024,0.0,12.0,cius,1.0,WILLING TOWN,local_police,1256.0,003,82095,srs_agency_header,True
NY0223300,NY,2024,0.0,12.0,cius,1.0,SACKETS HARBOR VILLAGE,local_police,1432.0,045,64408,srs_agency_header,True
NY0294700,NY,2024,0.0,12.0,cius,1.0,CENTRE ISLAND VILLAGE,local_police,414.0,059,13618,srs_agency_header,True
