ori9,state_abbr,year,total,months,lane,median_hist_total_2018_2023,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,published_as_full_year_zero
OK0572300,OK,2018,0.0,12.0,cius,1.0,WYNONA,local_police,434.0,113,82450,srs_agency_header,True
OK0680600,OK,2018,0.0,12.0,cius,1.0,GANS,local_police,300.0,135,28350,srs_agency_header,True
PA0027800,PA,2018,0.0,12.0,cius,1.0,LINCOLN,local_police,1038.0,003,43408,srs_agency_header,True
PA0032300,PA,2018,0.0,12.0,cius,1.0,PARKER,local_police,806.0,005,57976,srs_agency_header,True
PA0131200,PA,2018,0.0,12.0,cius,1.0,BEAVER MEADOWS,local_police,913.0,025,04816,srs_agency_header,True
PA0151900,PA,2018,0.0,12.0,cius,1.0,AVONDALE,local_police,1422.0,029,03656,srs_agency_header,True
PA0153400,PA,2018,0.0,12.0,cius,1.0,HIGHLAND TOWNSHIP,local_police,1291.0,029,34448,srs_agency_header,True
PA0222100,PA,2018,0.0,12.0,cius,1.0,ROYALTON,local_police,1131.0,043,66560,srs_agency_header,True
PA0261300,PA,2018,0.0,12.0,cius,1.0,FAYETTE CITY,local_police,570.0,051,25456,srs_agency_header,True
PA0320200,PA,2018,0.0,12.0,cius,1.0,HOMER CITY,local_police,1733.0,063,35408,srs_agency_header,True
PA0482800,PA,2018,0.0,12.0,cius,1.0,WALNUTPORT,local_police,2119.0,095,80800,srs_agency_header,True
PA0541800,PA,2018,0.0,12.0,cius,1.0,DELANO TOWNSHIP,local_police,421.0,107,18672,srs_agency_header,True
PA0580400,PA,2018,0.0,12.0,cius,1.0,MONTROSE,local_police,1484.0,115,50736,srs_agency_header,True
TN0020200,TN,2018,0.0,12.0,cius,1.0,WARTRACE,local_police,726.0,003,78120,srs_agency_header,True
AR0750400,AR,2018,0.0,12.0,cius,,PLAINVIEW,local_police,584.0,149,55970,srs_agency_header,True
GA0050400,GA,2018,0.0,12.0,cius,,GEORGIA MILITARY COLLEGE,special_jurisdiction,0.0,009,51492,srs_agency_header,True
GA0130200,GA,2018,0.0,12.0,cius,,HOBOKEN,local_police,542.0,025,39216,srs_agency_header,True
GA0170200,GA,2018,0.0,12.0,cius,,MIDVILLE,local_police,380.0,033,51240,srs_agency_header,True
GA0190300,GA,2018,0.0,12.0,cius,,LEARY,local_police,577.0,037,45600,srs_agency_header,True
GA0240200,GA,2018,0.0,12.0,cius,,HOMELAND,local_police,958.0,049,39692,srs_agency_header,True
GA0290900,GA,2018,0.0,12.0,cius,,ATHENS TECHNICAL COLLEGE,special_jurisdiction,0.0,059,,fbi_cde_agency_roster,True
GA0430200,GA,2018,0.0,12.0,cius,,ATTAPULGUS,local_police,445.0,087,04084,srs_agency_header,True
GA0430900,GA,2018,0.0,12.0,cius,,BAINBRIDGE STATE COLLEGE,special_jurisdiction,0.0,087,04896,srs_agency_header,True
GA1140300,GA,2018,0.0,12.0,cius,,MOLENA,local_police,432.0,231,52108,srs_agency_header,True
GA1150400,GA,2018,0.0,12.0,cius,,ARAGON,local_police,1520.0,233,02592,srs_agency_header,True
GA1190200,GA,2018,0.0,12.0,cius,,MOUNTAIN CITY,local_police,1116.0,241,53116,srs_agency_header,True
GA1280100,GA,2018,0.0,12.0,cius,,LUMPKIN,local_police,1297.0,259,47980,srs_agency_header,True
GA1340600,GA,2018,0.0,12.0,cius,,JACKSONVILLE,local_police,132.0,271,41708,srs_agency_header,True
GA1580200,GA,2018,0.0,12.0,cius,,IRWINTON,local_police,552.0,319,41400,srs_agency_header,True
IL0660700,IL,2018,0.0,12.0,cius,,VIOLA,local_police,891.0,131,78123,srs_agency_header,True
IL0920800,IL,2018,0.0,12.0,cius,,RANKIN,local_police,528.0,183,62744,srs_agency_header,True
IL0922000,IL,2018,0.0,12.0,cius,,INDIANOLA,local_police,263.0,183,37348,srs_agency_header,True
KS0010300,KS,2018,0.0,12.0,cius,,MORAN,local_police,511.0,001,48125,srs_agency_header,True
KS0060200,KS,2018,0.0,12.0,cius,,BRONSON,local_police,311.0,011,,leaic_crosswalk,True
KS0290200,KS,2018,0.0,12.0,cius,,BUCKLIN,local_police,792.0,057,09000,srs_agency_header,True
KS0350300,KS,2018,0.0,12.0,cius,,MONTEZUMA,local_police,981.0,069,47875,srs_agency_header,True
KS0400700,KS,2018,0.0,12.0,cius,,WALTON,local_police,235.0,079,75200,srs_agency_header,True
KS0540100,KS,2018,0.0,12.0,cius,,MOUND CITY,local_police,685.0,107,48750,srs_agency_header,True
KS0750600,KS,2018,0.0,12.0,cius,,HAVENSVILLE,local_police,159.0,149,30775,srs_agency_header,True
KS0890700,KS,2018,0.0,12.0,cius,,AUBURN,local_police,1259.0,177,03250,srs_agency_header,True
KS0990300,KS,2018,0.0,12.0,cius,,ALTA VISTA,local_police,425.0,197,01575,srs_agency_header,True
LA0050600,LA,2018,0.0,12.0,cius,,MOREAUVILLE,local_police,948.0,009,51970,srs_agency_header,True
LA0070900,LA,2018,0.0,12.0,cius,,RINGGOLD,local_police,1396.0,013,64905,srs_agency_header,True
LA0090800,LA,2018,0.0,12.0,cius,,IDA,local_police,212.0,017,,fbi_cde_agency_roster,True
LA0190300,LA,2018,0.0,12.0,cius,,WILSON,local_police,564.0,037,82215,srs_agency_header,True
LA0190500,LA,2018,0.0,12.0,cius,,NORWOOD,local_police,299.0,037,56295,srs_agency_header,True
LA0220500,LA,2018,0.0,12.0,cius,,POLLOCK,local_police,482.0,043,61580,srs_agency_header,True
LA0430700,LA,2018,0.0,12.0,cius,,FISHER,local_police,221.0,085,25615,srs_agency_header,True
LA0620200,LA,2018,0.0,12.0,cius,,EPPS,local_police,820.0,123,24145,srs_agency_header,True
MD0010400,MD,2018,0.0,12.0,cius,,LONACONING,local_police,1120.0,001,47875,srs_agency_header,True
MD0010500,MD,2018,0.0,12.0,cius,,LUKE,local_police,86.0,001,48775,srs_agency_header,True
MI1141800,MI,2018,0.0,12.0,cius,,GALIEN,local_police,535.0,021,31300,srs_agency_header,True
MI4089200,MI,2018,0.0,12.0,cius,,GARFIELD TOWNSHIP,local_police,1029.0,079,31600,srs_agency_header,True
MI7667700,MI,2018,0.0,12.0,cius,,PORT SANILAC,local_police,579.0,151,65900,srs_agency_header,True
MN0010200,MN,2018,0.0,12.0,cius,,MCGREGOR,local_police,385.0,001,39014,srs_agency_header,True
MN0230500,MN,2018,0.0,12.0,cius,,RUSHFORD,local_police,1861.0,045,56284,srs_agency_header,True
MN0731000,MN,2018,0.0,12.0,cius,,KIMBALL,local_police,874.0,145,33164,srs_agency_header,True
MO0040300,MO,2018,0.0,12.0,cius,,MARTINSBURG,local_police,300.0,007,46460,srs_agency_header,True
MO0050800,MO,2018,0.0,12.0,cius,,WHEATON,local_police,693.0,009,79126,srs_agency_header,True
MO0051000,MO,2018,0.0,12.0,cius,,BUTTERFIELD VILLAGE,local_police,480.0,009,10144,srs_agency_header,True
MO0160300,MO,2018,0.0,12.0,cius,,DELTA,local_police,439.0,031,19072,srs_agency_header,True
MO0570300,MO,2018,0.0,12.0,cius,,SILEX,local_police,309.0,113,67808,srs_agency_header,True
MO0600300,MO,2018,0.0,12.0,cius,,PINEVILLE,local_police,837.0,119,57818,srs_agency_header,True
MO0730600,MO,2018,0.0,12.0,cius,,FAIRVIEW,local_police,428.0,145,23545,srs_agency_header,True
MO0800400,MO,2018,0.0,12.0,cius,,GREEN RIDGE,local_police,652.0,159,,leaic_crosswalk,True
MO0831300,MO,2018,0.0,12.0,cius,,FERRELVIEW,local_police,872.0,165,24058,srs_agency_header,True
MO0890400,MO,2018,0.0,12.0,cius,,CAMDEN,local_police,188.0,177,,fbi_cde_agency_roster,True
MO0890700,MO,2018,0.0,12.0,cius,,FLEMING,local_police,129.0,167,24562,srs_agency_header,True
MO0990500,MO,2018,0.0,12.0,cius,,QUEEN CITY,local_police,628.0,197,60356,srs_agency_header,True
MO1130500,MO,2018,0.0,12.0,cius,,NIANGUA,local_police,429.0,225,52418,srs_agency_header,True
NB0600400,NE,2018,0.0,12.0,cius,,TILDEN,local_police,987.0,119,48935,srs_agency_header,True
ND0040100,ND,2018,0.0,12.0,cius,,MEDORA,local_police,172.0,007,51900,srs_agency_header,True
NJ0042900,NJ,2018,0.0,12.0,cius,,PINE VALLEY,local_police,12.0,007,58920,srs_agency_header,True
NY0312500,NY,2018,0.0,12.0,cius,,BARKER,local_police,579.0,063,04440,srs_agency_header,True
NY0342200,NY,2018,0.0,12.0,cius,,MANCHESTER VILLAGE,local_police,1658.0,069,44853,srs_agency_header,True
OH0430400,OH,2018,0.0,12.0,cius,,KIRTLAND HILLS,local_police,691.0,085,40670,srs_agency_header,True
OH0431000,OH,2018,0.0,12.0,cius,,WAITE HILL,local_police,530.0,085,80402,srs_agency_header,True
OK0492000,OK,2018,0.0,12.0,cius,,SPORTSMEN ACRES,local_police,320.0,097,,leaic_crosswalk,True
PA0028800,PA,2018,0.0,12.0,cius,,ROSSLYN FARMS,local_police,430.0,003,66320,srs_agency_header,True
PA0032800,PA,2018,0.0,12.0,cius,,ELDERTON,local_police,342.0,005,22832,srs_agency_header,True
PA0044900,PA,2018,0.0,12.0,cius,,SOUTH HEIGHTS,local_police,450.0,007,72216,srs_agency_header,True
PA0081200,PA,2018,0.0,12.0,cius,,NORTHEAST,local_police,410.0,015,65944,srs_agency_header,True
PA0102300,PA,2018,0.0,12.0,cius,,CALLERY,local_police,384.0,019,,fbi_cde_agency_roster,True
PA0102800,PA,2018,0.0,12.0,cius,,PORTERSVILLE,local_police,229.0,019,,leaic_crosswalk,True
PA0111900,PA,2018,0.0,12.0,cius,,BLACKLICK TOWNSHIP,local_police,1890.0,021,06736,srs_agency_header,True
PA0113700,PA,2018,0.0,12.0,cius,,SANKERTOWN,local_police,627.0,021,67920,srs_agency_header,True
PA0115500,PA,2018,0.0,12.0,cius,,ASHVILLE,local_police,210.0,021,03296,srs_agency_header,True
PA0115600,PA,2018,0.0,12.0,cius,,VINTONDALE,local_police,407.0,021,80288,srs_agency_header,True
PA0115800,PA,2018,0.0,12.0,cius,,GALLITZIN TOWNSHIP,local_police,1256.0,021,28336,srs_agency_header,True
PA0180500,PA,2018,0.0,12.0,cius,,DUNNSTABLE TOWNSHIP,local_police,1019.0,035,20408,srs_agency_header,True
PA0180900,PA,2018,0.0,12.0,cius,,MILL HALL,local_police,5179.0,035,49760,srs_agency_header,True
PA0192200,PA,2018,0.0,12.0,cius,,MAIN TOWNSHIP,local_police,1282.0,037,46688,srs_agency_header,True
PA0261000,PA,2018,0.0,12.0,cius,,DUNBAR,local_police,993.0,051,20216,srs_agency_header,True
PA0351700,PA,2018,0.0,12.0,cius,,MAYFIELD,local_police,1762.0,069,48176,srs_agency_header,True
PA0372100,PA,2018,0.0,12.0,cius,,LITTLE BEAVER TOWNSHIP,local_police,1351.0,073,43824,srs_agency_header,True
PA0381100,PA,2018,0.0,12.0,cius,,MOUNT GRETNA BOROUGH,local_police,210.0,075,51568,srs_agency_header,True
PA0491900,PA,2018,0.0,12.0,cius,,LOWER MAHANOY TOWNSHIP,local_police,1653.0,097,44960,srs_agency_header,True
PA0531300,PA,2018,0.0,12.0,cius,,SWEDEN TOWNSHIP,local_police,1923.0,105,75720,srs_agency_header,True
PA0542300,PA,2018,0.0,12.0,cius,,PALO ALTO,local_police,982.0,107,57752,srs_agency_header,True
PA0542400,PA,2018,0.0,12.0,cius,,PINE GROVE,local_police,2079.0,107,60456,srs_agency_header,True
PA0544200,PA,2018,0.0,12.0,cius,,NORTH UNION TOWNSHIP,local_police,1426.0,107,55472,srs_agency_header,True
PA0544700,PA,2018,0.0,12.0,cius,,BRANCH TOWNSHIP,local_police,2406.0,107,08200,srs_agency_header,True
PA0544800,PA,2018,0.0,12.0,cius,,NEW CASTLE TOWNSHIP,local_police,391.0,107,53376,srs_agency_header,True
PA0561800,PA,2018,0.0,12.0,cius,,ROCKWOOD,local_police,837.0,111,65736,srs_agency_header,True
PA0600800,PA,2018,0.0,12.0,cius,,HARTLETON,local_police,280.0,119,32936,srs_agency_header,True
PA0653300,PA,2018,0.0,12.0,cius,,NEW FLORENCE,local_police,662.0,129,53544,srs_agency_header,True
PA0661100,PA,2018,0.0,12.0,cius,,OVERFIELD TOWNSHIP,local_police,2766.0,131,57408,srs_agency_header,True
SD0040100,SD,2018,0.0,12.0,cius,,SCOTLAND,local_police,814.0,009,57940,srs_agency_header,True
SD0040200,SD,2018,0.0,12.0,cius,,SPRINGFIELD,local_police,2053.0,009,60660,srs_agency_header,True
SD0040300,SD,2018,0.0,12.0,cius,,TYNDALL,local_police,1083.0,009,64860,srs_agency_header,True
SD0160200,SD,2018,0.0,12.0,cius,,HERMOSA,local_police,428.0,033,28300,srs_agency_header,True
SD0330300,SD,2018,0.0,12.0,cius,,MENNO,local_police,622.0,067,41980,srs_agency_header,True
SD0540400,SD,2018,0.0,12.0,cius,,ROSHOLT,local_police,434.0,109,56340,srs_agency_header,True
TX1120100,TX,2018,0.0,12.0,cius,,CUMBY,local_police,800.0,223,18128,srs_agency_header,True
TX1701500,TX,2018,0.0,12.0,cius,,STAGECOACH,local_police,609.0,339,69932,srs_agency_header,True
TX2401000,TX,2018,0.0,12.0,cius,,RIO BRAVO,local_police,4755.0,479,,fbi_cde_agency_roster,True
UT0210300,UT,2018,0.0,12.0,cius,,AURORA,local_police,1065.0,041,,fbi_cde_agency_roster,True
WI0670600,WI,2018,0.0,12.0,cius,,HARTFORD TOWNSHIP,local_police,3571.0,131,,fbi_cde_agency_roster,True
WI0700200,WI,2018,0.0,12.0,cius,,HANCOCK,local_police,408.0,137,32450,srs_agency_header,True
FL0299000,FL,2024,0.0,12.0,state_publication,35.0,HP HILLSBOROUGH COUNTY,state_law_enforcement,0.0,057,71000,srs_agency_header,True
NY0355800,NY,2024,0.0,12.0,state_publication,5.0,HIGHLANDS TOWN,local_police,9199.0,071,34550,srs_agency_header,True
NY0353600,NY,2024,0.0,12.0,state_publication,3.0,TUXEDO PARK VILLAGE,local_police,639.0,071,75803,srs_agency_header,True
NY0192200,NY,2024,0.0,12.0,state_publication,2.5,COXSACKIE VILLAGE,local_police,2821.0,039,18718,srs_agency_header,True
NY0502900,NY,2024,0.0,12.0,state_publication,2.5,WAYLAND VILLAGE,local_police,1769.0,101,78850,srs_agency_header,True
NY0492000,NY,2024,0.0,12.0,state_publication,2.0,INTERLAKEN VILLAGE,local_police,626.0,099,37528,srs_agency_header,True
NY0025600,NY,2024,0.0,12.0,state_publication,1.0,WILLING TOWN,local_police,1256.0,003,82095,srs_agency_header,True
NY0223300,NY,2024,0.0,12.0,state_publication,1.0,SACKETS HARBOR VILLAGE,local_police,1432.0,045,64408,srs_agency_header,True
NY0132800,NY,2024,0.0,12.0,state_publication,,MILLBROOK VILLAGE,local_police,1449.0,027,47273,srs_agency_header,True
NY0593200,NY,2023,0.0,12.0,state_publication,2.5,SLEEPY HOLLOW VILLAGE,local_police,12088.0,119,67638,srs_agency_header,True
NY0222500,NY,2023,0.0,12.0,state_publication,2.0,GLEN PARK VILLAGE,local_police,490.0,045,29322,srs_agency_header,True
NY0160000,NY,2023,0.0,12.0,state_publication,,FRANKLIN,sheriff,38453.0,033,99033,srs_agency_header,True
NY0323100,NY,2022,0.0,12.0,state_publication,6.0,VERNON VILLAGE,local_police,1170.0,065,77112,srs_agency_header,True
NY0382400,NY,2022,0.0,12.0,state_publication,3.0,COOPERSTOWN VILLAGE,local_police,1863.0,077,18047,srs_agency_header,True
NY0192500,NY,2022,0.0,12.0,state_publication,2.0,WINDHAM TOWN,local_police,1769.0,039,82480,srs_agency_header,True
NY0222400,NY,2022,0.0,12.0,state_publication,2.0,DEXTER VILLAGE,local_police,1029.0,045,20500,srs_agency_header,True
NY0222500,NY,2022,0.0,12.0,state_publication,2.0,GLEN PARK VILLAGE,local_police,490.0,045,29322,srs_agency_header,True
NY0205000,NY,2022,0.0,12.0,state_publication,1.0,INLET TOWN,local_police,369.0,041,37495,srs_agency_header,True
NY0294700,NY,2022,0.0,12.0,state_publication,1.0,CENTRE ISLAND VILLAGE,local_police,414.0,059,13618,srs_agency_header,True
