"Crimes by Offense and Town"
"Current date: 8/2/2026 12:43:17 AM (Eastern Daylight Time)"
"Data source: Connecticut_SS, Offense Data"
"Jurisdiction by Type: Connecticut"
"Offense Type","Incident Date","Jurisdiction by Geography","Number of Crimes",
"All Offense Types","2022","CSP - Durham","45"
"All Offense Types","2022","Eastford","1"
"All Offense Types","2022","CSP - Eastford","1"
"All Offense Types","2022","East Granby","27"
"All Offense Types","2022","CSP - East Granby","27"
"All Offense Types","2022","East Haddam","71"
"All Offense Types","2022","CSP - East Haddam","71"
"All Offense Types","2022","East Hampton","231"
"All Offense Types","2022","CSP - East Hampton","1"
"All Offense Types","2022","East Hampton Police Department","230"
"All Offense Types","2022","East Hartford","3,428"
"All Offense Types","2022","CSP - East Hartford","10"
"All Offense Types","2022","East Hartford Police Department","3,418"
"All Offense Types","2022","East Haven","1,807"
"All Offense Types","2022","CSP - East Haven","2"
"All Offense Types","2022","East Haven Police Department","1,805"
"All Offense Types","2022","East Lyme","186"
"All Offense Types","2022","CSP - East Lyme","24"
"All Offense Types","2022","East Lyme Police Department","162"
"All Offense Types","2022","Easton","130"
"All Offense Types","2022","CSP - Easton",""
"All Offense Types","2022","Easton Police Department","130"
"All Offense Types","2022","East Windsor","541"
"All Offense Types","2022","CSP - East Windsor","4"
"All Offense Types","2022","East Windsor Police Department","537"
"All Offense Types","2022","Ellington","106"
"All Offense Types","2022","CSP - Ellington","106"
"All Offense Types","2022","Enfield","1,533"
"All Offense Types","2022","CSP - Enfield","15"
"All Offense Types","2022","Enfield Police Department","1,518"
"All Offense Types","2022","Essex","40"
"All Offense Types","2022","CSP - Essex","40"
"All Offense Types","2022","Fairfield","1,921"
"All Offense Types","2022","CSP - Fairfield","20"
"All Offense Types","2022","Fairfield Police Department","1,901"
"All Offense Types","2022","Farmington","757"
"All Offense Types","2022","CSP - Farmington","3"
"All Offense Types","2022","Farmington Police Department","754"
"All Offense Types","2022","Franklin","30"
"All Offense Types","2022","CSP - Franklin","30"
"All Offense Types","2022","Glastonbury","1,119"
"All Offense Types","2022","CSP - Glastonbury","5"
"All Offense Types","2022","Glastonbury Police Department","1,114"
"All Offense Types","2022","Goshen","13"
"All Offense Types","2022","CSP - Goshen","13"
"All Offense Types","2022","Granby","179"
"All Offense Types","2022","CSP - Granby",""
"All Offense Types","2022","Granby Police Department","179"
"All Offense Types","2022","Greenwich","1,180"
"All Offense Types","2022","CSP - Greenwich","3"
"All Offense Types","2022","Greenwich Police Department","1,177"
"All Offense Types","2022","Griswold","108"
"All Offense Types","2022","CSP - Griswold","108"
