priority_rank,review_lane,state_abbr,state_fips,ori9,agency_name,agency_type_name,official_is_nibrs,official_effective_nibrs_2024,official_nibrs_start_date,repo_has_srs_2024,repo_has_nibrs_2024,repo_preferred_source_any_offense_2024,repo_reporting_regime_mix_2024,repo_preferred_support_count_2024,official_repo_presence_flag,official_repo_transition_flag,mismatch_reason,state_priority_score_abs
407,present_but_no_2024_observation,CA,06,CA037A900,California Department of Forestry and Fire Protection: San Diego,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
408,present_but_no_2024_observation,CA,06,CA0380000,San Francisco County Sheriff's Office,County,False,False,,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,aligned_or_mixed,no_2024_observation,0.0
409,missing_in_repo_master,CA,06,CA038090X,San Francisco International Airport,Other,False,False,,False,False,,,0.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
410,missing_in_repo_master,CA,06,CA0389921,"Highway Patrol: Judicial Protection Section, North",State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
411,missing_in_repo_master,CA,06,CA0399912,Highway Patrol: Delta Regional Auto Theft Team,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
412,present_but_no_2024_observation,CA,06,CA0402000,California Department of Forestry and Fire Protection: San Luis Obispo,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
413,missing_in_repo_master,CA,06,CA0419930,Highway Patrol: Redwood City Area Office,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
414,missing_in_repo_master,CA,06,CA043380X,San Francisco Bay Area Rapid Transit: Santa Clara County,Other,True,True,2024-12-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
415,present_but_no_2024_observation,CA,06,CA0434000,California Department of Forestry and Fire Protection: Santa Clara,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
416,missing_in_repo_master,CA,06,CA0439926,Highway Patrol: Gilroy Commercial Vehicle Enforcement Facility,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
417,present_but_no_2024_observation,CA,06,CA0441000,California Department of Forestry and Fire Protection: San Mateo-Santa Cruz,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
418,missing_in_repo_master,CA,06,CA0449909,"Highway Patrol: Coastal Investigative Services Unit, Monterey",State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
419,present_but_no_2024_observation,CA,06,CA0451000,California Department of Forestry and Fire Protection: Northern Region,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
420,present_but_no_2024_observation,CA,06,CA0459100,Shasta County Marshal,Other,True,True,2023-07-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
421,missing_in_repo_master,CA,06,CA0459907,Highway Patrol: Northern Investigative Services Unit,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
422,present_but_no_2024_observation,CA,06,CA0470700,Tulelake Police Department,City,True,True,2022-06-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
423,present_but_no_2024_observation,CA,06,CA0471700,California Department of Forestry and Fire Protection: Siskiyou,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
424,missing_in_repo_master,CA,06,CA0479947,Highway Patrol: Dunsmuir Grade Commercial Vehicle Enforcement Facility,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
425,missing_in_repo_master,CA,,CA0481500,California State Polytechnic University: Solano,University or College,True,True,2024-01-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
426,missing_in_repo_master,CA,06,CA0489966,Highway Patrol: Cordelia Commercial Vehicle Enforcement Facility,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
427,present_but_no_2024_observation,CA,06,CA0491500,California Department of Forestry and Fire Protection: Sonoma-Lake-Napa,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
428,missing_in_repo_master,CA,06,CA0509912,Highway Patrol: Stanislaus County Auto Theft Task Force,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
429,present_but_no_2024_observation,CA,06,CA0520500,California Department of Forestry and Fire Protection: Tehama-Glenn,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
430,present_but_no_2024_observation,CA,06,CA0541400,California Department of Forestry and Fire Protection: Tulare,Other State Agency,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
431,missing_in_repo_master,CA,06,CA0569910,"Highway Patrol: Coastal Investigative Services Unit, Ventura",State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
432,missing_in_repo_master,CA,06,CA0569966,Highway Patrol: Conejo Commercial Vehicle Enforcement Facility,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
433,missing_in_repo_master,CA,06,CA0569970,Highway Patrol: Moorpark Area Office,State Police,True,True,2021-11-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
434,present_but_no_2024_observation,CA,06,CADI03900,Blue Lake Tribal,Tribal,True,True,2021-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
435,missing_in_repo_master,CA,06,CADI0990X,La Jolla Tribal,Tribal,True,True,2021-01-01,False,False,,,0.0,missing_in_repo_master,official_nibrs_started_by_2024_but_repo_no_nibrs,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
436,present_but_no_2024_observation,CA,06,CADIT0000,Tule River Tribal,Tribal,True,True,2022-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
437,present_but_no_2024_observation,CA,06,CADIT0500,Los Coyotes Tribal,Tribal,True,True,2022-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
438,present_but_no_2024_observation,CA,06,CADIT0800,Hoopa Valley Tribal,Tribal,True,True,2022-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
439,present_but_no_2024_observation,CA,06,CADIT0900,Coyote Valley Tribal,Tribal,False,False,,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,aligned_or_mixed,no_2024_observation,0.0
440,present_but_no_2024_observation,CA,06,CADIT1600,Bear River Band,Tribal,True,True,2021-01-01,False,False,,structurally_missing_or_unreliable,0.0,present_but_no_2024_observation,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,0.0
