priority_rank,review_lane,state_abbr,state_fips,ori9,agency_name,agency_type_name,official_is_nibrs,official_effective_nibrs_2024,official_nibrs_start_date,repo_has_srs_2024,repo_has_nibrs_2024,repo_preferred_source_any_offense_2024,repo_reporting_regime_mix_2024,repo_preferred_support_count_2024,official_repo_presence_flag,official_repo_transition_flag,mismatch_reason,state_priority_score_abs
1,missing_in_repo_master,CA,06,CA0349950,Highway Patrol: North Sacramento Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1543.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
3,missing_in_repo_master,CA,06,CA0349952,Highway Patrol: South Sacramento Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,700.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
5,missing_in_repo_master,CA,06,CA0079920,Highway Patrol: Contra Costa Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,444.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
7,missing_in_repo_master,CA,06,CA0019970,Highway Patrol: Oakland Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,438.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
10,missing_in_repo_master,CA,06,CA0509965,Highway Patrol: Modesto Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,357.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
11,missing_in_repo_master,CA,06,CA028090X,American Canyon Police Department,City,True,True,2022-12-01,False,True,nibrs_incident_annual,annual_only_but_usable,324.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
12,missing_in_repo_master,CA,06,CA0399965,Highway Patrol: Stockton Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,314.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
13,missing_in_repo_master,CA,06,CA0549980,Highway Patrol: Visalia Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,312.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
18,missing_in_repo_master,CA,06,CA0179951,Highway Patrol: Clear Lake Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,216.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
19,missing_in_repo_master,CA,06,CA0449920,Highway Patrol: Santa Cruz Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,212.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
20,missing_in_repo_master,CA,06,CA0019945,Highway Patrol: Hayward Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,205.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
21,missing_in_repo_master,CA,06,CA0159920,Highway Patrol: Bakersfield Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,203.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
23,missing_in_repo_master,CA,06,CA0519985,Highway Patrol: Yuba-Sutter Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,182.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
24,missing_in_repo_master,CA,06,CA0349960,Highway Patrol: East Sacramento Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,171.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
26,missing_in_repo_master,CA,06,CA0529930,Highway Patrol: Red Bluff Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,155.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
27,missing_in_repo_master,CA,06,CA0499960,Highway Patrol: Santa Rosa Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,151.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
29,missing_in_repo_master,CA,06,CA0129925,Highway Patrol: Humboldt Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,144.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
30,missing_in_repo_master,CA,06,CA0549981,Highway Patrol: Porterville Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,140.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
31,missing_in_repo_master,CA,06,CA0049940,Highway Patrol: Oroville Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,135.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
32,missing_in_repo_master,CA,06,CA0099945,Highway Patrol: Placerville Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,135.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
33,missing_in_repo_master,CA,06,CA0319920,Highway Patrol: Auburn Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,122.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
36,missing_in_repo_master,CA,06,CA0109935,Highway Patrol: Fresno Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,105.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
39,missing_in_repo_master,CA,06,CA0199935,Highway Patrol: East Los Angeles Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,93.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
40,missing_in_repo_master,CA,06,CA0239950,Highway Patrol: Ukiah Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,92.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
41,missing_in_repo_master,CA,06,CA0199940,Highway Patrol: Newhall Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,88.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
42,missing_in_repo_master,CA,06,CA0059955,Highway Patrol: San Andreas Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,86.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
43,missing_in_repo_master,CA,06,CA0209950,Highway Patrol: Madera Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,86.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
44,missing_in_repo_master,CA,06,CA0219950,Highway Patrol: Marin Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,82.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
50,missing_in_repo_master,CA,06,CA0249960,Highway Patrol: Merced Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,70.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
51,missing_in_repo_master,CA,06,CA0289925,Highway Patrol: Napa Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,68.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
52,missing_in_repo_master,CA,06,CA0459935,Highway Patrol: Redding Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,68.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
53,missing_in_repo_master,CA,06,CA0299930,Highway Patrol: Grass Valley Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,67.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
54,missing_in_repo_master,CA,06,CA0089920,Highway Patrol: Crescent City Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,65.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
56,missing_in_repo_master,CA,06,CA0139925,Highway Patrol: El Centro Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,56.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
57,missing_in_repo_master,CA,06,CA0369950,Highway Patrol: Victorville Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,54.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
59,missing_in_repo_master,CA,06,CA0199925,Highway Patrol: Baldwin Park Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,52.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
60,missing_in_repo_master,CA,06,CA0309970,Highway Patrol: Westminster Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,52.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
61,missing_in_repo_master,CA,06,CA0049941,Highway Patrol: Chico Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,51.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
62,missing_in_repo_master,CA,06,CA0209956,Highway Patrol: Oakhurst Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,49.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
63,missing_in_repo_master,CA,06,CA0199950,Highway Patrol: Santa Fe Springs Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,48.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
64,missing_in_repo_master,CA,06,CA0279930,Highway Patrol: Monterey Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,47.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
65,missing_in_repo_master,CA,06,CA0429950,Highway Patrol: Santa Maria Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,46.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
66,missing_in_repo_master,CA,06,CA0341201,California State Parks: Gold Fields,Other State Agency,True,True,2021-02-01,False,True,nibrs_incident_annual,annual_only_but_usable,44.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
67,missing_in_repo_master,CA,06,CA0129926,Highway Patrol: Garberville Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,43.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
70,missing_in_repo_master,CA,06,CA0369930,Highway Patrol: Barstow Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,39.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
71,missing_in_repo_master,CA,06,CA0199930,Highway Patrol: South Los Angeles Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,38.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
72,missing_in_repo_master,CA,06,CA0439940,Highway Patrol: San Jose Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,38.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
73,missing_in_repo_master,CA,06,CA0429960,Highway Patrol: Santa Barbara Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,37.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
74,missing_in_repo_master,CA,06,CA0019990,Highway Patrol: Dublin Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,36.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
75,missing_in_repo_master,CA,06,CA0199910,Highway Patrol: Southern Investigative Services Unit,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,36.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
76,missing_in_repo_master,CA,06,CA0249961,Highway Patrol: Los Banos Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,36.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
77,missing_in_repo_master,CA,06,CA0379950,Highway Patrol: Oceanside Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,36.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
80,missing_in_repo_master,CA,06,CA0199990,Highway Patrol: Central Los Angeles Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,32.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
81,missing_in_repo_master,CA,06,CA0539975,Highway Patrol: Trinity River Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,32.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
82,missing_in_repo_master,CA,06,CA010015M,Coalinga State Hospital,Other State Agency,True,True,2022-01-01,False,True,nibrs_incident_annual,annual_only_but_usable,31.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
83,missing_in_repo_master,CA,06,CA0349917,Highway Patrol: Capitol Protection Section,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,31.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
84,missing_in_repo_master,CA,06,CA0119960,Highway Patrol: Willows Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,28.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
85,official_nibrs_repo_no_nibrs,CA,06,CA0541200,Porterville Developmental Center,Other State Agency,True,True,2021-08-01,True,False,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,28.0,aligned,official_nibrs_started_by_2024_but_repo_no_nibrs,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,0.0
86,missing_in_repo_master,CA,06,CA0199965,Highway Patrol: West Los Angeles Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,27.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
87,missing_in_repo_master,CA,06,CA0199975,Highway Patrol: Altadena Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,27.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
90,missing_in_repo_master,CA,06,CA0379908,Highway Patrol: Border Investigative Services Unit,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,26.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
91,missing_in_repo_master,CA,06,CA0429955,Highway Patrol: Buellton Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,25.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
92,missing_in_repo_master,CA,06,CA0199980,Highway Patrol: West Valley Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,24.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
93,missing_in_repo_master,CA,06,CA0409940,Highway Patrol: Templeton Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,24.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
94,missing_in_repo_master,CA,06,CA0579980,Highway Patrol: Woodland Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,23.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
95,missing_in_repo_master,CA,06,CA0039995,Highway Patrol: Amador Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,22.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
96,missing_in_repo_master,CA,06,CA0489965,Highway Patrol: Solano Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,22.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
98,missing_in_repo_master,CA,06,CA0159926,Highway Patrol: Buttonwillow Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,20.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
99,missing_in_repo_master,CA,06,CA0349901,Highway Patrol: Valley Division,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,20.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
100,missing_in_repo_master,CA,06,CA0439925,Highway Patrol: Hollister-Gilroy Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,20.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
101,missing_in_repo_master,CA,06,CA040015M,Atascadero State Hospital,Other State Agency,True,True,2022-01-01,False,True,nibrs_incident_annual,annual_only_but_usable,19.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
104,missing_in_repo_master,CA,06,CA0479945,Highway Patrol: Yreka Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,16.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
106,missing_in_repo_master,CA,06,CA028100X,Yountville Police Department,City,True,True,2022-12-01,False,True,nibrs_incident_annual,annual_only_but_usable,14.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
107,missing_in_repo_master,CA,06,CA0389935,Highway Patrol: San Francisco Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,14.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
108,missing_in_repo_master,CA,06,CA0229955,Highway Patrol: Mariposa Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,13.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
109,missing_in_repo_master,CA,06,CA0369955,Highway Patrol: Rancho Cucamonga Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,13.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
110,missing_in_repo_master,CA,06,CA0099946,Highway Patrol: South Lake Tahoe Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,12.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
111,missing_in_repo_master,CA,06,CA0479946,Highway Patrol: Mount Shasta Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,12.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
115,missing_in_repo_master,CA,06,CA0339985,Highway Patrol: Temecula Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,10.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
117,missing_in_repo_master,CA,06,CA0159960,Highway Patrol: Fort Tejon Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,9.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
118,missing_in_repo_master,CA,06,CA0369934,Highway Patrol: Needles Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,9.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
119,missing_in_repo_master,CA,06,CA0369960,Highway Patrol: San Bernardino Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,9.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
120,missing_in_repo_master,CA,06,CA0189940,Highway Patrol: Susanville Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,8.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
122,missing_in_repo_master,CA,06,CA0409945,Highway Patrol: San Luis Obispo Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,7.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
123,missing_in_repo_master,CA,06,CA0459901,Highway Patrol: Northern Division,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,7.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
124,missing_in_repo_master,CA,06,CA0559925,Highway Patrol: Sonora Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,7.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
126,missing_in_repo_master,CA,06,CA0109995,Highway Patrol: Coalinga Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,6.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
127,missing_in_repo_master,CA,06,CA0199901,Highway Patrol: Southern Division,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,6.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
128,missing_in_repo_master,CA,06,CA0279935,Highway Patrol: King City Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,6.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
130,missing_in_repo_master,CA,06,CA0399966,Highway Patrol: Tracy Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,5.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
132,missing_in_repo_master,CA,06,CA0109901,Highway Patrol: Central Division,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
133,missing_in_repo_master,CA,06,CA0339930,Highway Patrol: Indio Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
134,missing_in_repo_master,CA,06,CA0379945,Highway Patrol: San Diego Area Office,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
135,missing_in_repo_master,CA,06,CA0489901,Highway Patrol: Golden Gate Division,State Police,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,missing_in_repo_master,aligned_or_mixed,missing_in_repo_master,0.0
